Time,CallPremiumBuy,CallPremiumSell,PutPremiumBuy,PutPremiumSell,NetDeltaFlow,NetGammaFlow,NetCharmFlow,FlowVelocity,FlowAcceleration,FlowImbalance,GammaRegime,DealerState,Regime,Confidence,Bias,Risk,BullishScore,BearishScore,VolatilityScore,SqueezeScore,PanicScore,Events,MaxCallFlowStrike,MaxPutFlowStrike,SPOT
2026-05-25 17:17:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,0.0,0.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,LOW,10.9,35.0,30.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:18:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,2446575.0,-4893150.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,MEDIUM,10.9,35.0,50.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:19:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,1631050.0,-4893150.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,MEDIUM,10.9,35.0,50.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:20:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,1223288.0,-2446575.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,MEDIUM,10.9,35.0,50.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:21:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,978630.0,-2446575.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,MEDIUM,10.9,35.0,50.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:22:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,0.0,0.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,LOW,10.9,35.0,30.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:23:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,0.0,0.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.38,NEUTRAL,LOW,25.9,20.0,30.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:24:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,0.0,0.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.38,NEUTRAL,LOW,25.9,20.0,30.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:25:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,0.0,0.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.38,NEUTRAL,LOW,25.9,20.0,30.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:26:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,0.0,0.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,LOW,10.9,35.0,30.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:27:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,0.0,0.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,LOW,10.9,35.0,30.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:28:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,0.0,0.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,LOW,10.9,35.0,30.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:29:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,0.0,0.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,LOW,10.9,35.0,30.0,35.0,30.0,,29520.0,28700.0,29481.64
2026-05-25 17:30:00,14907944.0,5156894.0,6134188.0,10992088.0,470.06,38.63,-9885515.53,0.0,0.0,0.417,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,BEARISH,LOW,10.9,35.0,30.0,35.0,30.0,,29520.0,28700.0,29481.64
