Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-09-02 20:57:49,ES,BULLISH_CALL_SWEEP,BULLISH,5,1457,5118628.0,True,7672.75
2026-09-02 20:57:49,ES,BEARISH_PUT_SWEEP,BEARISH,4,1171,3090820.0,True,7672.75
2026-09-02 21:02:58,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7672.25
2026-09-02 21:08:48,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7675.0
2026-09-02 21:17:49,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7677.75
2026-09-02 21:19:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7678.75
2026-09-02 21:24:48,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7677.75
2026-09-02 21:50:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7679.0
2026-09-02 22:02:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7678.25
2026-09-02 22:08:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7679.0
2026-09-02 22:18:48,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7682.75
2026-09-02 22:24:47,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7680.75
2026-09-02 22:25:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7680.75
2026-09-02 22:27:48,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7682.25
2026-09-02 22:53:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7682.75
2026-09-02 22:59:47,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7682.5
2026-09-02 23:11:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7684.0
2026-09-02 23:20:47,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7683.5
2026-09-02 23:22:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7682.75
2026-09-02 23:34:48,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7682.5
2026-09-02 23:37:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7682.0
2026-09-02 23:43:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7681.0
2026-09-03 00:00:48,ES,BULLISH_CALL_SWEEP,BULLISH,3,2008,3290580.0,True,7679.5
2026-09-03 00:03:47,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7676.75
2026-09-03 00:07:48,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7674.25
2026-09-03 00:11:52,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7672.5
2026-09-03 00:19:48,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7666.25
2026-09-03 00:25:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7663.0
2026-09-03 00:30:49,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7666.5
2026-09-03 00:32:48,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7666.25
2026-09-03 00:33:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7667.75
2026-09-03 00:34:48,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7670.75
2026-09-03 00:51:50,ES,HEDGE_CHASE_SWEEP,BEARISH,,,,,7676.25
2026-09-03 00:56:47,ES,HEDGE_CHASE_SWEEP,BULLISH,,,,,7678.0
