Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT
2026-06-30 18:04:05,SPY,763.0,UNUSUAL_CALL_VOL,5426,2713.0,0.01,16.43,0.003,0.001381,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,761.0,UNUSUAL_CALL_VOL,5095,2548.0,0.01,14.69,0.003,0.001701,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,760.0,UNUSUAL_CALL_VOL,16528,8264.0,0.01,13.81,0.003,0.001907,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,759.0,UNUSUAL_CALL_VOL,10061,15092.0,0.01,14.6,0.008,0.004231,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,756.0,UNUSUAL_CALL_VOL,8037,20092.0,0.03,12.42,0.015,0.008415,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,755.0,UNUSUAL_CALL_VOL,18051,63179.0,0.04,11.97,0.022,0.011818,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,754.0,UNUSUAL_CALL_VOL,19571,107640.0,0.06,11.67,0.033,0.017171,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,753.0,UNUSUAL_CALL_VOL,19275,183112.0,0.1,11.62,0.053,0.02548,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,752.0,UNUSUAL_CALL_VOL,38142,629343.0,0.17,11.67,0.084,0.036332,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,751.0,UNUSUAL_CALL_VOL,31195,920252.0,0.29,12.02,0.133,0.049147,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,751.0,PUT_BLOCK_BUY,2018,1016063.0,5.04,8.76,-0.936,0.039031,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,750.0,CALL_BLOCK_BUY,88170,4143990.0,0.47,12.19,0.192,0.061417,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,750.0,PUT_BLOCK_BUY,6926,2905457.0,4.2,9.87,-0.859,0.062065,SHORT_GAMMA,746.01
2026-06-30 18:04:05,SPY,749.0,CALL_BLOCK_SELL,64271,4723918.0,0.73,12.55,0.265,0.071556,SHORT_GAMMA,746.01
