Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT,Side,Rel,Moneyness
2026-09-04 08:31:39,USO,140.0,UNUSUAL_PUT_VOL,257,22359.0,0.87,59.09,-0.481,0.177098,LONG_GAMMA,140.09,UAP,ATM,-0.09
2026-09-04 08:33:39,USO,143.0,PUT_BLOCK_BUY,200,68000.0,3.4,74.17,-0.868,0.07605,SHORT_GAMMA,139.79,BAP,ABOVE,3.21
2026-09-04 08:33:39,USO,142.0,PUT_BLOCK_SELL,501,116482.0,2.33,49.48,-0.877,0.108598,SHORT_GAMMA,139.79,SAP,ABOVE,2.21
2026-09-04 08:35:39,USO,136.0,UNUSUAL_PUT_VOL,508,2286.0,0.04,56.41,-0.046,0.045666,SHORT_GAMMA,139.51,UAP,BELOW,-3.51
2026-09-04 08:36:39,USO,140.0,UNUSUAL_PUT_VOL,517,52217.0,1.01,42.84,-0.646,0.230641,SHORT_GAMMA,139.38,UAP,ABOVE,0.62
2026-09-04 09:02:38,USO,137.0,UNUSUAL_PUT_VOL,543,9502.0,0.17,54.95,-0.157,0.120777,SHORT_GAMMA,138.97,UAP,BELOW,-1.97
2026-09-04 09:02:38,USO,135.0,UNUSUAL_PUT_VOL,540,1620.0,0.03,60.18,-0.032,0.032611,SHORT_GAMMA,138.97,UAP,BELOW,-3.97
2026-09-04 09:03:37,USO,139.0,UNUSUAL_PUT_VOL,308,22176.0,0.72,53.28,-0.469,0.206072,SHORT_GAMMA,139.13,UAP,ATM,-0.13
2026-09-04 09:09:38,USO,136.0,UNUSUAL_PUT_VOL,902,6314.0,0.07,56.19,-0.072,0.067788,SHORT_GAMMA,138.9,UAP,BELOW,-2.9
2026-09-04 09:09:38,USO,135.0,UNUSUAL_PUT_VOL,970,3395.0,0.04,61.54,-0.036,0.035605,SHORT_GAMMA,138.9,UAP,BELOW,-3.9
2026-09-04 09:14:38,USO,135.0,CALL_BLOCK_SELL,775,298375.0,3.85,0.1,1.0,0.0,SHORT_GAMMA,138.86,SAC,BELOW,-3.86
2026-09-04 09:16:38,USO,135.0,UNUSUAL_PUT_VOL,400,1000.0,0.03,60.76,-0.027,0.028836,SHORT_GAMMA,139.08,UAP,BELOW,-4.08
2026-09-04 09:25:38,USO,134.0,CALL_BLOCK_SELL,774,433440.0,5.6,111.2,0.925,0.036344,SHORT_GAMMA,139.45,SAC,BELOW,-5.45
2026-09-04 09:48:38,USO,142.0,UNUSUAL_CALL_VOL,317,9669.0,0.31,50.39,0.275,0.193171,SHORT_GAMMA,140.95,UAC,ABOVE,1.05
2026-09-04 11:34:38,USO,139.0,UNUSUAL_PUT_VOL,500,1750.0,0.04,44.5,-0.056,0.091409,SHORT_GAMMA,140.94,UAP,BELOW,-1.94
2026-09-04 11:36:38,USO,120.0,CALL_BLOCK_SELL,39,81997.0,21.02,3.28,1.0,0.0,SHORT_GAMMA,141.0,SAC,BELOW,-21.0
2026-09-04 11:43:38,USO,141.0,UNUSUAL_CALL_VOL,753,44804.0,0.59,45.17,0.554,0.320701,SHORT_GAMMA,141.16,UAC,ATM,-0.16
2026-09-04 11:44:38,USO,141.0,UNUSUAL_CALL_VOL,751,44684.0,0.59,46.26,0.547,0.314734,SHORT_GAMMA,141.14,UAC,ATM,-0.14
2026-09-04 12:05:38,USO,141.0,CALL_BLOCK_BUY,496,51584.0,1.04,51.19,0.73,0.250008,LONG_GAMMA,141.8,BAC,BELOW,-0.8
2026-09-04 12:07:38,USO,141.0,UNUSUAL_CALL_VOL,501,40080.0,0.8,51.18,0.637,0.286194,LONG_GAMMA,141.45,UAC,BELOW,-0.45
2026-09-04 12:10:38,USO,141.0,UNUSUAL_CALL_VOL,504,31500.0,0.62,42.28,0.62,0.355087,LONG_GAMMA,141.32,UAC,BELOW,-0.32
2026-09-04 12:26:38,USO,141.0,UNUSUAL_CALL_VOL,450,23625.0,0.53,43.62,0.563,0.374598,LONG_GAMMA,141.16,UAC,ATM,-0.16
2026-09-04 12:27:37,USO,141.0,UNUSUAL_CALL_VOL,450,27225.0,0.6,45.41,0.6,0.353717,LONG_GAMMA,141.27,UAC,BELOW,-0.27
2026-09-04 12:47:38,USO,141.0,UNUSUAL_CALL_VOL,308,21252.0,0.69,43.69,0.686,0.361536,LONG_GAMMA,141.47,UAC,BELOW,-0.47
2026-09-04 12:57:38,USO,141.0,UNUSUAL_CALL_VOL,400,23800.0,0.59,42.96,0.651,0.399221,LONG_GAMMA,141.35,UAC,BELOW,-0.35
2026-09-04 12:58:38,USO,141.0,UNUSUAL_CALL_VOL,400,21800.0,0.54,39.88,0.648,0.433542,LONG_GAMMA,141.32,UAC,BELOW,-0.32
2026-09-04 13:01:38,USO,141.0,UNUSUAL_CALL_VOL,709,37222.0,0.52,37.95,0.657,0.457043,SHORT_GAMMA,141.32,UAC,BELOW,-0.32
2026-09-04 13:07:38,USO,141.0,UNUSUAL_CALL_VOL,701,43462.0,0.62,34.9,0.758,0.432926,SHORT_GAMMA,141.5,UAC,BELOW,-0.5
2026-09-04 13:10:38,USO,141.0,CALL_BLOCK_SELL,995,66168.0,0.67,39.58,0.742,0.399853,SHORT_GAMMA,141.52,SAC,BELOW,-0.52
2026-09-04 13:12:39,USO,141.0,UNUSUAL_CALL_VOL,1001,63564.0,0.64,37.75,0.746,0.420082,SHORT_GAMMA,141.5,UAC,BELOW,-0.5
2026-09-04 13:16:38,USO,142.0,UNUSUAL_CALL_VOL,1000,18000.0,0.18,38.3,0.325,0.472861,SHORT_GAMMA,141.65,UAC,ABOVE,0.35
2026-09-04 13:17:38,USO,142.0,UNUSUAL_CALL_VOL,1030,18025.0,0.17,37.38,0.325,0.486787,SHORT_GAMMA,141.66,UAC,ABOVE,0.34
