21750,15.00
21725,00.00
21700,50.00
21675,00.00
21650,03.00
21625,00.00
21600,17.00
21575,00.00
21550,51.00
21525,00.00
21500,168.00
21475,-25.00
21450,-184.00
21425,45.00
21400,77.00
21375,-09.00
21350,-109.00
21325,-33.00
21300,75.00
21275,78.00
21250,57.00
21225,69.00
21200,151.00
21175,337.00
21150,-92.00
21125,-56.00
21100,-96.00
21075,-52.00
21050,189.00
21025,-47.00
21000,-53.00
20975,15.00
20950,-20.00
20925,-200.00
20900,82.00
20875,04.00
20850,425.00
20825,-17.00
20800,-117.00
20775,-18.00
20750,-85.00
20725,06.00
20700,-16.00
20675,06.00
20650,52.00
20625,-11.00
20600,-27.00
20575,-50.00
20550,-188.00
20525,-13.00
20500,-157.00
20475,-10.00
20450,37.00
