Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT,Side,Rel,Moneyness
2026-09-02 08:31:40,QQQ,706.0,UNUSUAL_PUT_VOL,2533,471138.0,1.86,28.1,-0.446,0.073241,LONG_GAMMA,706.68,UAP,ATM,-0.68
2026-09-02 08:31:40,QQQ,704.0,UNUSUAL_PUT_VOL,1978,223514.0,1.13,28.55,-0.309,0.064245,LONG_GAMMA,706.68,UAP,BELOW,-2.68
2026-09-02 08:32:40,QQQ,710.0,UNUSUAL_CALL_VOL,2683,173054.0,0.65,25.72,0.22,0.059986,SHORT_GAMMA,706.13,UAC,ABOVE,3.87
2026-09-02 08:32:40,QQQ,708.0,UNUSUAL_CALL_VOL,1822,230483.0,1.27,26.39,0.359,0.073911,SHORT_GAMMA,706.13,UAC,ABOVE,1.87
2026-09-02 08:32:40,QQQ,707.0,UNUSUAL_CALL_VOL,1982,327030.0,1.65,26.25,0.435,0.078228,SHORT_GAMMA,706.13,UAC,ATM,0.87
2026-09-02 08:32:40,QQQ,706.0,UNUSUAL_CALL_VOL,1927,407561.0,2.12,26.16,0.514,0.079508,SHORT_GAMMA,706.13,UAC,ATM,-0.13
2026-09-02 08:32:40,QQQ,695.0,UNUSUAL_PUT_VOL,2137,18164.0,0.08,31.75,-0.032,0.011793,SHORT_GAMMA,706.13,UAP,BELOW,-11.13
2026-09-02 08:33:40,QQQ,708.0,UNUSUAL_CALL_VOL,1646,213980.0,1.3,24.46,0.387,0.0817,LONG_GAMMA,706.61,UAC,ABOVE,1.39
2026-09-02 08:33:40,QQQ,707.0,UNUSUAL_CALL_VOL,2649,462250.0,1.75,24.7,0.471,0.084085,LONG_GAMMA,706.61,UAC,ATM,0.39
2026-09-02 08:34:40,QQQ,707.0,UNUSUAL_CALL_VOL,1777,315418.0,1.77,24.44,0.48,0.085196,SHORT_GAMMA,706.72,UAC,ATM,0.28
2026-09-02 08:34:40,QQQ,706.0,CALL_BLOCK_SELL,3659,850718.0,2.33,24.85,0.564,0.082822,SHORT_GAMMA,706.72,SAC,ATM,-0.72
2026-09-02 08:34:40,QQQ,706.0,UNUSUAL_PUT_VOL,2413,407797.0,1.69,26.23,-0.439,0.078564,SHORT_GAMMA,706.72,UAP,ATM,-0.72
2026-09-02 08:35:40,QQQ,707.0,UNUSUAL_CALL_VOL,1723,298940.0,1.73,24.57,0.471,0.084758,LONG_GAMMA,706.62,UAC,ATM,0.38
2026-09-02 08:36:40,QQQ,708.0,UNUSUAL_CALL_VOL,1676,191064.0,1.14,25.02,0.348,0.077444,SHORT_GAMMA,706.09,UAC,ABOVE,1.91
2026-09-02 08:36:40,QQQ,707.0,UNUSUAL_CALL_VOL,2925,448988.0,1.54,25.13,0.428,0.081891,SHORT_GAMMA,706.09,UAC,ATM,0.91
2026-09-02 08:36:40,QQQ,706.0,UNUSUAL_PUT_VOL,2479,436304.0,1.76,23.38,-0.489,0.08945,SHORT_GAMMA,706.09,UAP,ATM,-0.09
2026-09-02 08:37:40,QQQ,721.0,UNUSUAL_CALL_VOL,2138,1069.0,0.01,28.42,0.003,0.001469,SHORT_GAMMA,705.65,UAC,ABOVE,15.35
2026-09-02 08:37:40,QQQ,710.0,UNUSUAL_CALL_VOL,8302,369439.0,0.45,23.98,0.173,0.056142,SHORT_GAMMA,705.65,UAC,ABOVE,4.35
2026-09-02 08:37:40,QQQ,707.0,UNUSUAL_CALL_VOL,2565,351405.0,1.37,25.35,0.393,0.07972,SHORT_GAMMA,705.65,UAC,ABOVE,1.35
2026-09-02 08:37:40,QQQ,706.0,UNUSUAL_PUT_VOL,2272,447584.0,1.97,23.27,-0.528,0.089863,SHORT_GAMMA,705.65,UAP,ATM,0.35
2026-09-02 08:37:40,QQQ,705.0,UNUSUAL_PUT_VOL,2021,322350.0,1.6,24.72,-0.441,0.083882,SHORT_GAMMA,705.65,UAP,ATM,-0.65
2026-09-02 08:37:40,QQQ,704.0,UNUSUAL_PUT_VOL,2383,289534.0,1.21,25.06,-0.361,0.078527,SHORT_GAMMA,705.65,UAP,BELOW,-1.65
2026-09-02 08:38:40,QQQ,710.0,UNUSUAL_CALL_VOL,3753,163256.0,0.43,22.86,0.177,0.059745,SHORT_GAMMA,705.92,UAC,ABOVE,4.08
2026-09-02 08:38:40,QQQ,710.0,PUT_BLOCK_SELL,1361,624018.0,4.58,24.58,-0.805,0.058904,SHORT_GAMMA,705.92,SAP,ABOVE,4.08
2026-09-02 08:38:40,QQQ,707.0,PUT_BLOCK_BUY,2001,510255.0,2.55,25.54,-0.584,0.080305,SHORT_GAMMA,705.92,BAP,ABOVE,1.08
2026-09-02 08:38:40,QQQ,706.0,PUT_BLOCK_SELL,2643,519350.0,1.96,25.03,-0.503,0.083823,SHORT_GAMMA,705.92,SAP,ATM,0.08
2026-09-02 08:38:40,QQQ,705.0,UNUSUAL_PUT_VOL,2171,340847.0,1.57,25.96,-0.423,0.079292,SHORT_GAMMA,705.92,UAP,ATM,-0.92
2026-09-02 08:38:40,QQQ,704.0,UNUSUAL_PUT_VOL,1785,207060.0,1.16,25.67,-0.344,0.075363,SHORT_GAMMA,705.92,UAP,BELOW,-1.92
2026-09-02 08:39:40,QQQ,710.0,UNUSUAL_CALL_VOL,2362,114557.0,0.48,22.37,0.197,0.065236,SHORT_GAMMA,706.33,UAC,ABOVE,3.67
