strike,oi_c,oi_p,vol_c,vol_p,oi_net,vol_net,gex,vex,dex,inv_gex,inv_vex_call,inv_vex_put,inv_net
8035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8030.0,778.0,1.0,4.0,0.0,777.0,4.0,49332.2118544787,322.7980861539903,-96.92660347192324,0.0014690244374318184,0.0014690244374318184,0.0,4.0
8025.0,1079.0,1.0,52.0,0.0,1078.0,52.0,-5987.844091894925,375.18899413164667,-98.61872986765678,0.0024229243000417973,0.0024229243000417973,0.0,52.0
8020.0,1199.0,0.0,0.0,0.0,1199.0,0.0,154091.83426772154,0.0,4.732469437775578,0.0,0.0,0.0,0.0
8015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8010.0,508.0,0.0,15.0,0.0,508.0,15.0,14691.158672607236,433.7940552935207,0.3649444008783753,0.0022956843825483863,0.0022956843825483863,0.0,15.0
8005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8000.0,7714.0,241.0,12.0,0.0,7473.0,12.0,383919.2252312951,773.8943662002241,-24083.07693700091,0.003656722409082366,0.003656722409082366,0.0,12.0
7995.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,220.55079646222745,0.0,0.0009679599066710399,0.0009679599066710399,0.0,2.0
7990.0,606.0,5.0,0.0,0.0,601.0,0.0,118359.75831155018,0.0,-490.4579030816854,0.0,0.0,0.0,0.0
7985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7980.0,238.0,0.0,0.0,0.0,238.0,0.0,1320242.3882674458,0.0,68.96647962859738,0.0,0.0,0.0,0.0
7975.0,2474.0,2.0,4177.0,0.0,2472.0,4177.0,25880.90395537532,49383.62575266698,-199.2902106325468,0.30019645741202106,0.30019645741202106,0.0,4177.0
7970.0,302.0,21.0,130.0,0.0,281.0,130.0,-263953.0194589424,5591.743395446217,-2081.4968056970424,0.0281553392153277,0.0281553392153277,0.0,130.0
7965.0,1.0,0.0,1.0,0.0,1.0,1.0,13.11939980183302,13.11939980183302,0.0002517906618204613,7.866525549502496e-05,7.866525549502496e-05,0.0,1.0
7960.0,546.0,3.0,130.0,0.0,543.0,130.0,-15917.724951681363,6210.149078852225,-296.7612380566525,0.031004907163574184,0.031004907163574184,0.0,130.0
7955.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,234.40763939400262,0.0,0.0013546879393600613,0.003776825008050715,-0.002422137068690654,5.0
7950.0,2632.0,4.0,248.0,0.0,2628.0,248.0,-18456.99219584855,3876.3993176171025,-395.567231133393,0.022696549384601427,0.022696549384601427,0.0,248.0
7945.0,0.0,0.0,133.0,0.0,0.0,133.0,0.0,15189.150603847542,0.0,0.06693167596568542,0.06693167596568542,0.0,133.0
7940.0,480.0,0.0,40.0,1.0,480.0,39.0,28914.672471932372,-13488.923017944951,0.5811814833895923,0.043116818086717947,0.011608199001413242,0.0315086190853047,39.0
7935.0,887.0,11.0,1.0,10.0,876.0,-9.0,-66772.23558551632,-164277.5843893738,-1086.9324191070423,0.3256671827498635,0.0005557622254503138,0.32511142052441316,-9.0
7930.0,371.0,2.0,11.0,0.0,369.0,11.0,-8613.28698531296,753.5442358030746,-197.54330849760677,0.0035567891091680547,0.0035567891091680547,0.0,11.0
7925.0,3185.0,4.0,166.0,1.0,3181.0,165.0,134870.1383538531,-12273.625089465271,-389.18658239311634,0.09127082568209795,0.0565876260164808,0.03468319966561715,165.0
