Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-08-19 17:46:44,NQ,VOL_CRUSH_SWEEP,NEUTRAL,,,9445137.0,,29629.25
2026-08-19 17:54:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29636.5
2026-08-19 18:42:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29653.5
2026-08-19 18:51:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29659.75
2026-08-19 18:56:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29642.75
2026-08-19 19:01:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29607.75
2026-08-19 19:36:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29641.75
2026-08-19 19:37:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29651.5
2026-08-19 19:43:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29663.75
2026-08-19 20:04:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29670.5
2026-08-19 20:32:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29635.75
2026-08-19 20:46:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29664.25
2026-08-19 20:49:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29663.5
2026-08-19 20:55:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29652.75
2026-08-19 20:57:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29635.25
2026-08-19 21:07:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29682.25
2026-08-19 21:22:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29618.0
2026-08-19 21:45:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29643.0
2026-08-19 21:52:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29619.25
2026-08-19 21:54:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29619.75
2026-08-19 22:34:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29608.5
2026-08-19 22:43:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29612.75
2026-08-19 23:34:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29615.0
2026-08-19 23:39:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29619.5
2026-08-20 00:00:44,NQ,BULLISH_CALL_SWEEP,BULLISH,6,1057,5556975.0,True,29612.5
2026-08-20 00:00:44,NQ,BEARISH_PUT_SWEEP,BEARISH,5,790,6374875.0,True,29612.5
2026-08-20 00:17:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29620.75
2026-08-20 00:28:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29629.0
2026-08-20 01:27:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29643.5
2026-08-20 01:35:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29673.75
2026-08-20 01:40:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29661.5
2026-08-20 01:54:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29672.5
2026-08-20 02:12:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29654.25
2026-08-20 02:29:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29623.75
2026-08-20 02:36:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29623.75
2026-08-20 02:58:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29598.0
2026-08-20 03:33:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29483.5
2026-08-20 03:46:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29472.0
2026-08-20 03:49:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29471.25
2026-08-20 03:51:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29492.0
2026-08-20 03:57:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29479.0
2026-08-20 04:04:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29514.5
2026-08-20 04:05:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29503.5
2026-08-20 05:11:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29549.75
2026-08-20 05:36:44,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29523.0
2026-08-20 05:42:44,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29523.0
2026-08-20 05:49:59,NQ,BEARISH_PUT_SWEEP,BEARISH,7,1624,14542350.0,True,29555.5
2026-08-20 05:49:59,NQ,VOL_CRUSH_SWEEP,NEUTRAL,,,17891838.0,,29555.5
2026-08-20 06:09:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29491.25
2026-08-20 06:26:58,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29441.75
2026-08-20 06:28:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29425.5
2026-08-20 06:32:58,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29439.75
2026-08-20 06:32:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29439.75
2026-08-20 06:43:58,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29433.25
2026-08-20 07:11:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29290.5
2026-08-20 07:16:58,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29284.5
2026-08-20 07:19:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29270.0
2026-08-20 07:21:58,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29292.5
2026-08-20 07:24:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29297.75
2026-08-20 07:27:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29293.25
2026-08-20 07:32:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29271.75
2026-08-20 07:40:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29275.25
2026-08-20 07:49:01,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29302.0
2026-08-20 08:06:59,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29363.0
2026-08-20 08:14:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29335.75
2026-08-20 08:17:59,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29333.25
2026-08-20 08:19:59,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29339.25
2026-08-20 08:29:58,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29353.25
2026-08-20 08:33:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29395.5
2026-08-20 08:34:59,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29406.75
2026-08-20 08:36:00,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29455.75
2026-08-20 08:44:59,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29444.25
2026-08-20 08:49:59,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29383.25
2026-08-20 09:00:59,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29381.75
2026-08-20 09:05:59,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29338.0
2026-08-20 09:08:59,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29351.25
2026-08-20 09:09:59,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29373.25
2026-08-20 09:13:58,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29397.25
2026-08-20 09:17:59,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29324.75
2026-08-20 09:27:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29345.0
2026-08-20 09:39:58,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29414.25
2026-08-20 09:58:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29360.5
2026-08-20 10:12:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29347.5
2026-08-20 10:16:58,NQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,29354.25
2026-08-20 10:20:58,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29341.5
2026-08-20 10:26:59,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29319.75
2026-08-20 10:27:59,NQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,29330.75
