SPY: Timestamp,SPY: Open,SPY: High,SPY: Low,SPY: Close,SPY: Volume
05-09-2025 15:57:00,646.57,647.26,646.33,647.21,800.27K
05-09-2025 15:54:00,646.26,646.95,646.15,646.58,574.34K
05-09-2025 15:51:00,646.68,646.71,646.20,646.25,410.62K
05-09-2025 15:48:00,646.62,646.90,646.44,646.68,410.20K
05-09-2025 15:45:00,646.69,646.97,646.57,646.60,212.70K
05-09-2025 15:42:00,646.87,646.92,646.48,646.68,189.93K
05-09-2025 15:39:00,646.82,646.97,646.70,646.87,131.23K
05-09-2025 15:36:00,646.96,647.18,646.74,646.82,229.55K
05-09-2025 15:33:00,646.43,647.01,646.39,646.96,203.28K
05-09-2025 15:30:00,647.12,647.18,646.39,646.42,242.47K
05-09-2025 15:27:00,647.27,647.37,647.05,647.11,112.35K
05-09-2025 15:24:00,647.18,647.40,647.18,647.28,164.95K
05-09-2025 15:21:00,647.00,647.21,646.87,647.18,128.34K
05-09-2025 15:18:00,647.00,647.13,646.87,646.96,203.18K
05-09-2025 15:15:00,646.71,647.26,646.68,647.00,252.23K
05-09-2025 15:12:00,646.70,646.76,646.61,646.70,123.72K
05-09-2025 15:09:00,646.57,646.75,646.53,646.70,108.53K
05-09-2025 15:06:00,646.45,646.77,646.42,646.56,220.85K
05-09-2025 15:03:00,646.04,646.49,646.04,646.45,219.21K
05-09-2025 15:00:00,646.27,646.28,645.91,646.03,195.83K
05-09-2025 14:57:00,646.05,646.31,646.00,646.31,190.93K
05-09-2025 14:54:00,646.06,646.10,645.85,646.05,117.12K
05-09-2025 14:51:00,646.10,646.13,645.89,646.05,111.51K
05-09-2025 14:48:00,646.15,646.30,646.03,646.11,71.96K
05-09-2025 14:45:00,646.09,646.15,645.93,646.14,79.08K
05-09-2025 14:42:00,645.95,646.12,645.86,646.08,92.34K
05-09-2025 14:39:00,646.07,646.17,645.88,645.96,78.74K
05-09-2025 14:36:00,645.84,646.22,645.78,646.09,133.63K
05-09-2025 14:33:00,646.21,646.21,645.82,645.83,136.68K
05-09-2025 14:30:00,645.71,646.28,645.71,646.21,158.63K
05-09-2025 14:27:00,645.33,645.77,645.33,645.71,132.84K
05-09-2025 14:24:00,645.78,645.80,645.26,645.29,117.95K
05-09-2025 14:21:00,645.89,645.94,645.63,645.77,118.89K
05-09-2025 14:18:00,645.65,645.99,645.64,645.89,119.24K
05-09-2025 14:15:00,645.44,645.69,645.38,645.63,187.84K
05-09-2025 14:12:00,645.30,645.44,645.01,645.43,118.66K
05-09-2025 14:09:00,645.06,645.35,645.01,645.30,62.46K
05-09-2025 14:06:00,645.32,645.34,644.91,645.07,95.91K
05-09-2025 14:03:00,645.03,645.32,644.90,645.32,73.84K
05-09-2025 14:00:00,645.14,645.42,644.97,645.04,222.57K
05-09-2025 13:57:00,644.90,645.25,644.76,645.12,140.01K
05-09-2025 13:54:00,645.22,645.25,644.86,644.94,96.80K
05-09-2025 13:51:00,645.19,645.31,644.93,645.24,65.54K
05-09-2025 13:48:00,645.21,645.26,644.94,645.19,98.38K
05-09-2025 13:45:00,645.26,645.45,645.00,645.20,164.03K
05-09-2025 13:42:00,645.31,645.31,644.61,645.24,296.45K
05-09-2025 13:39:00,645.60,645.73,645.25,645.32,122.34K
05-09-2025 13:36:00,645.95,645.96,645.35,645.63,121.19K
05-09-2025 13:33:00,645.79,646.05,645.71,645.97,67.92K
05-09-2025 13:30:00,645.87,646.04,645.66,645.80,119.32K
05-09-2025 13:27:00,646.12,646.26,645.80,645.86,103.82K
05-09-2025 13:24:00,646.44,646.54,646.08,646.10,100.76K
05-09-2025 13:21:00,646.16,646.51,646.07,646.43,127.17K
05-09-2025 13:18:00,646.34,646.41,645.99,646.17,117.86K
05-09-2025 13:15:00,646.23,646.51,646.18,646.35,124.65K
05-09-2025 13:12:00,646.19,646.37,646.03,646.24,95.63K
05-09-2025 13:09:00,645.70,646.25,645.70,646.18,108.19K
05-09-2025 13:06:00,645.43,645.86,645.37,645.71,120.87K
05-09-2025 13:03:00,645.86,646.01,645.42,645.45,97.40K
05-09-2025 13:00:00,646.47,646.47,645.78,645.81,100.81K
05-09-2025 12:57:00,646.06,646.46,645.96,646.46,89.25K
05-09-2025 12:54:00,645.63,646.07,645.57,646.07,113.99K
05-09-2025 12:51:00,645.58,645.90,645.45,645.62,85.16K
05-09-2025 12:48:00,645.59,645.97,645.47,645.54,111.98K
05-09-2025 12:45:00,646.15,646.39,645.58,645.59,130.13K
05-09-2025 12:42:00,646.17,646.20,645.82,646.20,84.82K
05-09-2025 12:39:00,645.64,646.20,645.42,646.20,131.57K
05-09-2025 12:36:00,645.45,645.72,645.23,645.69,122.57K
05-09-2025 12:33:00,645.84,645.84,645.34,645.43,93.67K
05-09-2025 12:30:00,645.74,645.97,645.53,645.90,107.70K
05-09-2025 12:27:00,646.04,646.10,645.63,645.73,94.33K
05-09-2025 12:24:00,645.87,646.24,645.74,646.03,85.24K
05-09-2025 12:21:00,646.31,646.39,645.50,645.91,127.44K
05-09-2025 12:18:00,646.06,646.44,645.92,646.33,145.22K
05-09-2025 12:15:00,646.66,646.75,646.04,646.04,124.50K
05-09-2025 12:12:00,646.32,646.74,646.31,646.66,185.24K
05-09-2025 12:09:00,646.01,646.38,645.93,646.31,177.31K
05-09-2025 12:06:00,645.74,646.02,645.37,646.01,156.50K
05-09-2025 12:03:00,645.64,645.79,645.29,645.76,106.40K
05-09-2025 12:00:00,645.67,646.04,645.49,645.64,151.13K
05-09-2025 11:57:00,646.22,646.24,645.34,645.67,244.42K
05-09-2025 11:54:00,645.85,646.28,645.67,646.25,197.43K
05-09-2025 11:51:00,645.83,646.14,645.80,645.88,120.98K
05-09-2025 11:48:00,646.21,646.44,645.76,645.79,136.55K
05-09-2025 11:45:00,646.75,646.75,645.85,646.23,258.58K
05-09-2025 11:42:00,646.58,646.90,646.56,646.75,192.71K
05-09-2025 11:39:00,646.48,646.66,646.26,646.58,157.69K
05-09-2025 11:36:00,646.37,646.64,646.33,646.49,144.49K
05-09-2025 11:33:00,645.75,646.38,645.72,646.36,193.33K
05-09-2025 11:30:00,646.21,646.38,645.60,645.75,212.36K
05-09-2025 11:27:00,645.53,646.28,645.48,646.20,217.34K
05-09-2025 11:24:00,645.64,645.85,645.35,645.53,224.99K
05-09-2025 11:21:00,645.31,645.72,645.02,645.65,213.37K
05-09-2025 11:18:00,644.98,645.38,644.67,645.33,214.88K
05-09-2025 11:15:00,644.87,645.33,644.84,644.99,235.63K
05-09-2025 11:12:00,644.10,644.93,643.69,644.87,225.63K
05-09-2025 11:09:00,644.06,644.17,643.33,644.15,302.17K
05-09-2025 11:06:00,644.35,644.72,643.82,644.05,216.13K
05-09-2025 11:03:00,643.80,644.52,643.79,644.37,247.74K
05-09-2025 11:00:00,644.11,644.54,643.74,643.75,349.49K
05-09-2025 10:57:00,645.13,645.40,644.09,644.17,298.68K
05-09-2025 10:54:00,645.55,645.98,645.06,645.14,420.71K
05-09-2025 10:51:00,644.24,645.59,644.24,645.58,493.94K
05-09-2025 10:48:00,644.90,644.91,644.18,644.23,327.85K
05-09-2025 10:45:00,645.20,645.20,644.57,644.96,277.93K
05-09-2025 10:42:00,645.16,645.57,644.90,645.18,339.59K
05-09-2025 10:39:00,645.69,646.00,645.02,645.15,322.83K
05-09-2025 10:36:00,645.54,646.15,645.38,645.71,317.61K
05-09-2025 10:33:00,646.08,646.59,645.48,645.50,374.04K
05-09-2025 10:30:00,646.52,646.66,646.05,646.05,325.10K
05-09-2025 10:27:00,646.58,647.18,646.05,646.57,458.74K
05-09-2025 10:24:00,647.23,647.29,646.45,646.58,443.01K
05-09-2025 10:21:00,648.27,648.27,646.86,647.23,400.15K
05-09-2025 10:18:00,648.56,648.59,647.48,648.27,482.82K
05-09-2025 10:15:00,648.97,649.08,648.33,648.55,366.08K
05-09-2025 10:12:00,649.47,649.65,648.95,648.96,270.92K
05-09-2025 10:09:00,649.79,649.95,649.38,649.50,313.80K
05-09-2025 10:06:00,650.02,650.11,649.74,649.82,265.25K
05-09-2025 10:03:00,650.23,650.56,649.91,650.02,236.78K
05-09-2025 10:00:00,651.10,651.10,649.83,650.25,349.83K
05-09-2025 09:57:00,650.93,651.10,650.54,651.07,186.20K
05-09-2025 09:54:00,651.35,651.38,650.67,650.94,436.27K
05-09-2025 09:51:00,651.97,652.05,650.86,651.38,400.63K
05-09-2025 09:48:00,651.29,652.21,651.16,651.97,324.79K
05-09-2025 09:45:00,652.07,652.16,651.13,651.27,321.79K
05-09-2025 09:42:00,651.77,652.15,651.77,652.06,238.65K
05-09-2025 09:39:00,651.44,652.00,651.39,651.77,259.62K
05-09-2025 09:36:00,651.72,651.77,651.35,651.45,272.45K
05-09-2025 09:33:00,651.86,651.99,651.44,651.73,290.97K
05-09-2025 09:30:00,651.47,652.18,651.39,651.87,633.96K
04-09-2025 15:57:00,648.89,649.15,648.76,649.00,1.22M
04-09-2025 15:54:00,648.53,648.89,648.51,648.89,663.56K
04-09-2025 15:51:00,648.25,648.54,648.20,648.53,471.48K
04-09-2025 15:48:00,648.13,648.29,647.96,648.25,362.82K
04-09-2025 15:45:00,648.27,648.27,648.08,648.13,199.13K
04-09-2025 15:42:00,648.20,648.32,648.16,648.28,166.17K
04-09-2025 15:39:00,648.01,648.29,647.96,648.20,174.42K
04-09-2025 15:36:00,647.90,648.06,647.88,648.02,127.54K
04-09-2025 15:33:00,647.92,647.95,647.86,647.90,92.10K
04-09-2025 15:30:00,647.89,647.94,647.81,647.89,170.29K
04-09-2025 15:27:00,648.08,648.12,647.89,647.91,104.50K
04-09-2025 15:24:00,648.12,648.16,648.05,648.08,62.96K
04-09-2025 15:21:00,648.18,648.19,648.03,648.12,161.91K
04-09-2025 15:18:00,648.10,648.20,647.97,648.19,113.50K
04-09-2025 15:15:00,648.16,648.21,648.04,648.10,147.42K
04-09-2025 15:12:00,647.89,648.25,647.88,648.17,241.18K
04-09-2025 15:09:00,647.85,647.93,647.75,647.90,157.61K
04-09-2025 15:06:00,647.75,647.85,647.71,647.85,122.83K
04-09-2025 15:03:00,647.66,647.81,647.60,647.75,96.05K
04-09-2025 15:00:00,647.62,647.74,647.60,647.67,124.45K
04-09-2025 14:57:00,647.61,647.66,647.54,647.63,77.95K
04-09-2025 14:54:00,647.62,647.67,647.53,647.61,97.65K
04-09-2025 14:51:00,647.60,647.67,647.52,647.62,94.01K
04-09-2025 14:48:00,647.38,647.62,647.38,647.59,147.51K
04-09-2025 14:45:00,647.26,647.40,647.25,647.38,59.36K
