Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT,Side,Rel,Moneyness
2026-09-09 20:21:36,NQ,29450.0,UNUSUAL_CALL_VOL,50,463125.0,92.62,16.09,0.396,0.001767,LONG_GAMMA,29388.5,UAC,ABOVE,61.5
2026-09-09 20:47:37,NQ,29450.0,UNUSUAL_CALL_VOL,50,495625.0,99.12,15.48,0.434,0.001896,SHORT_GAMMA,29411.5,UAC,ATM,38.5
2026-09-09 21:00:37,NQ,29450.0,UNUSUAL_CALL_VOL,50,461250.0,92.25,15.45,0.411,0.00189,SHORT_GAMMA,29399.75,UAC,ABOVE,50.25
2026-09-09 21:24:37,NQ,29450.0,UNUSUAL_CALL_VOL,50,443125.0,88.62,16.08,0.387,0.001807,LONG_GAMMA,29385.0,UAC,ABOVE,65.0
2026-09-09 23:35:37,NQ,29400.0,UNUSUAL_CALL_VOL,50,672500.0,134.5,16.46,0.573,0.001931,LONG_GAMMA,29433.75,UAC,ATM,-33.75
2026-09-10 00:55:37,NQ,28940.0,UNUSUAL_PUT_VOL,120,87000.0,7.25,18.92,-0.008,9.9e-05,LONG_GAMMA,29469.75,UAP,BELOW,-529.75
2026-09-10 00:55:37,NQ,28890.0,UNUSUAL_PUT_VOL,120,69000.0,5.75,19.48,-0.005,6.6e-05,LONG_GAMMA,29469.75,UAP,BELOW,-579.75
2026-09-10 01:07:37,NQ,28940.0,UNUSUAL_PUT_VOL,80,61000.0,7.62,18.85,-0.008,0.000103,LONG_GAMMA,29460.5,UAP,BELOW,-520.5
2026-09-10 01:07:37,NQ,28890.0,UNUSUAL_PUT_VOL,80,49000.0,6.12,19.44,-0.006,6.9e-05,LONG_GAMMA,29460.5,UAP,BELOW,-570.5
2026-09-10 04:02:36,NQ,29400.0,UNUSUAL_CALL_VOL,68,741200.0,109.0,15.45,0.536,0.002472,LONG_GAMMA,29412.25,UAC,ATM,-12.25
2026-09-10 04:03:36,NQ,29400.0,UNUSUAL_CALL_VOL,87,996150.0,114.5,15.35,0.563,0.002468,LONG_GAMMA,29423.0,UAC,ATM,-23.0
2026-09-10 04:29:36,NQ,29400.0,UNUSUAL_CALL_VOL,66,674850.0,102.25,15.21,0.504,0.002576,SHORT_GAMMA,29399.25,UAC,ATM,0.75
2026-09-10 06:02:36,NQ,28830.0,UNUSUAL_PUT_VOL,200,130000.0,6.5,19.32,-0.002,3.4e-05,LONG_GAMMA,29347.25,UAP,BELOW,-517.25
2026-09-10 06:31:37,NQ,28880.0,UNUSUAL_PUT_VOL,199,156712.0,7.88,18.8,-0.003,5.6e-05,LONG_GAMMA,29342.25,UAP,BELOW,-462.25
2026-09-10 07:02:44,NQ,29050.0,UNUSUAL_PUT_VOL,50,168125.0,33.62,17.83,-0.078,0.000929,SHORT_GAMMA,29270.25,UAP,BELOW,-220.25
2026-09-10 07:09:44,NQ,29250.0,UNUSUAL_PUT_VOL,63,693000.0,110.0,16.46,-0.524,0.002766,LONG_GAMMA,29239.75,UAP,ATM,10.25
2026-09-10 07:16:44,NQ,29250.0,UNUSUAL_CALL_VOL,60,604500.0,100.75,17.01,0.483,0.002699,LONG_GAMMA,29242.0,UAC,ATM,8.0
2026-09-10 07:16:44,NQ,29100.0,UNUSUAL_PUT_VOL,95,494000.0,52.0,17.11,-0.166,0.001678,LONG_GAMMA,29242.0,UAP,BELOW,-142.0
2026-09-10 07:30:44,NQ,28800.0,CALL_BLOCK_BUY,25,1035000.0,414.0,29.48,0.95,0.00041,LONG_GAMMA,29208.75,BAC,BELOW,-408.75
2026-09-10 07:36:44,NQ,29400.0,UNUSUAL_CALL_VOL,74,113775.0,15.38,15.0,0.019,0.00037,LONG_GAMMA,29134.75,UAC,ABOVE,265.25
2026-09-10 07:37:44,NQ,29400.0,UNUSUAL_CALL_VOL,65,92625.0,14.25,15.3,0.017,0.000327,LONG_GAMMA,29123.25,UAC,ABOVE,276.75
2026-09-10 07:41:44,NQ,28930.0,UNUSUAL_PUT_VOL,100,498750.0,49.88,19.15,-0.138,0.001368,LONG_GAMMA,29103.25,UAP,BELOW,-173.25
2026-09-10 07:41:44,NQ,28780.0,UNUSUAL_PUT_VOL,200,492500.0,24.62,20.61,-0.03,0.000388,LONG_GAMMA,29103.25,UAP,BELOW,-323.25
2026-09-10 07:51:44,NQ,29450.0,UNUSUAL_CALL_VOL,50,45625.0,9.12,16.44,0.005,0.000106,LONG_GAMMA,29094.5,UAC,ABOVE,355.5
2026-09-10 07:55:44,NQ,29450.0,UNUSUAL_CALL_VOL,81,57712.0,7.12,16.18,0.002,5.6e-05,LONG_GAMMA,29068.75,UAC,ABOVE,381.25
2026-09-10 07:59:44,NQ,28500.0,CALL_BLOCK_BUY,18,1027800.0,571.0,26.5,0.995,6.2e-05,LONG_GAMMA,29058.75,BAC,BELOW,-558.75
2026-09-10 08:00:44,NQ,29700.0,PUT_BLOCK_BUY,38,2414900.0,635.5,21.23,-1.0,4e-06,LONG_GAMMA,29068.5,BAP,ABOVE,631.5
2026-09-10 08:00:44,NQ,29450.0,UNUSUAL_CALL_VOL,120,97500.0,8.12,16.71,0.003,6.6e-05,LONG_GAMMA,29068.5,UAC,ABOVE,381.5
2026-09-10 08:30:44,NQ,29700.0,PUT_BLOCK_SELL,34,2082500.0,612.5,27.28,-0.997,4.1e-05,LONG_GAMMA,29095.0,SAP,ABOVE,605.0
2026-09-10 08:33:45,NQ,29450.0,UNUSUAL_CALL_VOL,80,50000.0,6.25,15.63,0.002,4.3e-05,LONG_GAMMA,29083.75,UAC,ABOVE,366.25
2026-09-10 08:37:45,NQ,29500.0,UNUSUAL_CALL_VOL,51,19762.0,3.88,14.37,0.001,1.7e-05,LONG_GAMMA,29127.0,UAC,ABOVE,373.0
2026-09-10 08:41:44,NQ,29130.0,CALL_BLOCK_BUY,70,805000.0,115.0,14.36,0.683,0.00317,LONG_GAMMA,29182.0,BAC,BELOW,-52.0
2026-09-10 08:58:44,NQ,29450.0,UNUSUAL_CALL_VOL,92,34500.0,3.75,13.35,0.0,1.7e-05,SHORT_GAMMA,29110.25,UAC,ABOVE,339.75
2026-09-10 08:59:44,NQ,29450.0,UNUSUAL_CALL_VOL,79,29230.0,3.7,13.48,0.0,1.3e-05,SHORT_GAMMA,29099.5,UAC,ABOVE,350.5
2026-09-10 09:09:44,NQ,29450.0,UNUSUAL_CALL_VOL,62,24335.0,3.92,12.99,0.0,1.6e-05,LONG_GAMMA,29121.0,UAC,ABOVE,329.0
2026-09-10 09:10:44,NQ,29450.0,UNUSUAL_CALL_VOL,50,21625.0,4.33,12.77,0.001,2.5e-05,LONG_GAMMA,29140.5,UAC,ABOVE,309.5
2026-09-10 09:20:44,NQ,29450.0,UNUSUAL_CALL_VOL,108,42930.0,3.97,11.74,0.001,2.1e-05,SHORT_GAMMA,29162.25,UAC,ABOVE,287.75
2026-09-10 09:21:44,NQ,28990.0,UNUSUAL_PUT_VOL,50,94375.0,18.88,13.1,-0.033,0.000752,LONG_GAMMA,29167.0,UAP,BELOW,-177.0
2026-09-10 09:22:45,NQ,29450.0,UNUSUAL_CALL_VOL,52,20540.0,3.95,11.37,0.001,2.8e-05,LONG_GAMMA,29178.25,UAC,ABOVE,271.75
2026-09-10 09:25:44,NQ,28500.0,UNUSUAL_PUT_VOL,67,5862.0,0.88,21.94,-0.0,0.0,SHORT_GAMMA,29246.5,UAP,BELOW,-746.5
2026-09-10 09:31:45,NQ,29100.0,UNUSUAL_PUT_VOL,110,273625.0,24.88,12.46,-0.067,0.001432,SHORT_GAMMA,29234.75,UAP,BELOW,-134.75
2026-09-10 09:36:44,NQ,29450.0,UNUSUAL_CALL_VOL,51,46538.0,9.12,10.64,0.007,0.000238,SHORT_GAMMA,29256.75,UAC,ABOVE,193.25
2026-09-10 09:38:45,NQ,29350.0,UNUSUAL_CALL_VOL,58,180525.0,31.12,11.0,0.146,0.002879,SHORT_GAMMA,29265.0,UAC,ABOVE,85.0
2026-09-10 09:51:44,NQ,29250.0,UNUSUAL_CALL_VOL,87,396938.0,45.62,10.25,0.34,0.00505,LONG_GAMMA,29219.0,UAC,ATM,31.0
2026-09-10 09:52:44,NQ,29250.0,UNUSUAL_CALL_VOL,100,551250.0,55.12,9.87,0.456,0.005682,SHORT_GAMMA,29241.25,UAC,ATM,8.75
2026-09-10 11:00:45,NQ,29450.0,UNUSUAL_CALL_VOL,106,20670.0,1.95,8.92,0.0,1e-06,SHORT_GAMMA,29216.75,UAC,ABOVE,233.25
2026-09-10 11:01:45,NQ,29450.0,UNUSUAL_CALL_VOL,57,11400.0,2.0,9.0,0.0,2e-06,SHORT_GAMMA,29221.0,UAC,ABOVE,229.0
2026-09-10 11:11:45,NQ,29100.0,UNUSUAL_PUT_VOL,70,189000.0,27.0,9.61,-0.113,0.003275,SHORT_GAMMA,29170.0,UAP,BELOW,-70.0
2026-09-10 11:19:45,NQ,29450.0,UNUSUAL_CALL_VOL,50,6875.0,1.38,9.66,0.0,0.0,SHORT_GAMMA,29180.5,UAC,ABOVE,269.5
2026-09-10 12:09:44,NQ,28400.0,UNUSUAL_PUT_VOL,100,3500.0,0.35,22.38,-0.0,0.0,SHORT_GAMMA,29232.75,UAP,BELOW,-832.75
2026-09-10 12:11:44,NQ,29240.0,UNUSUAL_CALL_VOL,50,204375.0,40.88,7.35,0.511,0.010371,SHORT_GAMMA,29240.5,UAC,ATM,-0.5
2026-09-10 12:19:44,NQ,29240.0,UNUSUAL_CALL_VOL,72,213300.0,29.62,6.55,0.316,0.010643,SHORT_GAMMA,29223.5,UAC,ATM,16.5
2026-09-10 12:22:44,NQ,28300.0,UNUSUAL_PUT_VOL,141,3172.0,0.23,23.79,-0.0,0.0,SHORT_GAMMA,29217.75,UAP,BELOW,-917.75
