Time,Activo,SPOT,absorption_score,exhaustion_score,failed_squeeze_flag,bullish_absorption,bearish_absorption,dealer_absorption
2026-07-13 18:38:57,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:39:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:40:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:41:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:42:56,NDX,29264.1,0.0,25.0,0,0,0,0
2026-07-13 18:43:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:44:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:45:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:46:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:47:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:48:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:49:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:50:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:51:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:52:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:53:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:54:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:55:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:56:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:57:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:58:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 18:59:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:00:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:01:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:02:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:03:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:04:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:05:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:06:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:07:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:08:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:09:56,NDX,29264.1,0.0,0.0,0,0,0,0
2026-07-13 19:10:56,NDX,29264.1,0.0,0.0,0,0,0,0
