SPX: Timestamp,SPX: Open,SPX: High,SPX: Low,SPX: Close,SPX: Volume
29-08-2025 16:18:00,6460.26,6460.26,6460.26,6460.26,0.00
29-08-2025 16:15:00,6460.26,6460.26,6460.26,6460.26,0.00
29-08-2025 16:12:00,6460.26,6460.26,6460.26,6460.26,0.00
29-08-2025 16:09:00,6460.26,6460.26,6460.26,6460.26,0.00
29-08-2025 16:06:00,6460.26,6460.26,6460.26,6460.26,0.00
29-08-2025 16:03:00,6460.26,6460.26,6460.26,6460.26,0.00
29-08-2025 16:00:00,6460.82,6461.07,6460.26,6460.26,0.00
29-08-2025 15:57:00,6454.94,6461.82,6454.75,6461.82,0.00
29-08-2025 15:54:00,6453.29,6455.04,6450.45,6455.03,0.00
29-08-2025 15:51:00,6453.30,6455.76,6452.08,6453.34,0.00
29-08-2025 15:48:00,6463.87,6463.88,6453.49,6453.49,0.00
29-08-2025 15:45:00,6460.59,6463.82,6459.88,6463.82,0.00
29-08-2025 15:42:00,6458.93,6461.53,6458.72,6460.61,0.00
29-08-2025 15:39:00,6456.22,6459.23,6456.19,6458.87,0.00
29-08-2025 15:36:00,6454.54,6456.70,6454.19,6456.25,0.00
29-08-2025 15:33:00,6458.44,6458.96,6454.59,6454.59,0.00
29-08-2025 15:30:00,6458.49,6460.37,6458.49,6458.54,0.00
29-08-2025 15:27:00,6459.62,6459.62,6457.03,6458.48,0.00
29-08-2025 15:24:00,6459.54,6460.58,6459.33,6459.68,0.00
29-08-2025 15:21:00,6461.77,6462.62,6459.29,6459.54,0.00
29-08-2025 15:18:00,6460.34,6461.71,6459.91,6461.71,0.00
29-08-2025 15:15:00,6458.74,6460.52,6458.58,6460.36,0.00
29-08-2025 15:12:00,6458.88,6459.82,6458.23,6458.76,0.00
29-08-2025 15:09:00,6460.79,6460.86,6458.88,6458.88,0.00
29-08-2025 15:06:00,6458.98,6460.89,6458.38,6460.79,0.00
29-08-2025 15:03:00,6457.21,6459.56,6457.13,6459.05,0.00
29-08-2025 15:00:00,6457.58,6457.93,6456.01,6457.19,0.00
29-08-2025 14:57:00,6456.57,6457.56,6456.04,6457.56,0.00
29-08-2025 14:54:00,6456.59,6457.11,6455.74,6456.53,0.00
29-08-2025 14:51:00,6456.39,6456.97,6454.80,6456.59,0.00
29-08-2025 14:48:00,6456.90,6457.09,6455.98,6456.46,0.00
29-08-2025 14:45:00,6455.74,6457.14,6455.64,6456.91,0.00
29-08-2025 14:42:00,6457.65,6457.96,6455.77,6455.78,0.00
29-08-2025 14:39:00,6458.76,6458.76,6456.59,6457.67,0.00
29-08-2025 14:36:00,6459.97,6459.99,6458.48,6458.69,0.00
29-08-2025 14:33:00,6458.54,6459.99,6458.06,6459.96,0.00
29-08-2025 14:30:00,6455.53,6458.82,6455.53,6458.55,0.00
29-08-2025 14:27:00,6455.52,6455.92,6454.75,6455.56,0.00
29-08-2025 14:24:00,6457.01,6457.62,6455.44,6455.56,0.00
29-08-2025 14:21:00,6454.96,6456.85,6454.90,6456.85,0.00
29-08-2025 14:18:00,6458.40,6458.47,6454.17,6454.72,0.00
29-08-2025 14:15:00,6458.19,6459.47,6457.63,6458.43,0.00
29-08-2025 14:12:00,6458.93,6459.87,6457.32,6458.05,0.00
29-08-2025 14:09:00,6458.68,6459.95,6458.20,6458.92,0.00
29-08-2025 14:06:00,6455.69,6458.92,6455.58,6458.62,0.00
29-08-2025 14:03:00,6456.65,6457.48,6455.39,6455.67,0.00
29-08-2025 14:00:00,6459.54,6459.55,6456.16,6456.59,0.00
29-08-2025 13:57:00,6460.37,6460.45,6456.92,6459.50,0.00
29-08-2025 13:54:00,6461.37,6461.78,6460.04,6460.36,0.00
29-08-2025 13:51:00,6458.94,6462.71,6458.94,6461.41,0.00
29-08-2025 13:48:00,6458.10,6459.41,6457.80,6459.03,0.00
29-08-2025 13:45:00,6456.43,6458.47,6456.37,6458.10,0.00
29-08-2025 13:42:00,6455.96,6456.61,6455.07,6456.37,0.00
29-08-2025 13:39:00,6454.92,6456.88,6454.67,6455.98,0.00
29-08-2025 13:36:00,6452.64,6455.05,6452.14,6454.88,0.00
29-08-2025 13:33:00,6451.37,6453.01,6451.37,6452.64,0.00
29-08-2025 13:30:00,6452.38,6455.14,6451.34,6451.34,0.00
29-08-2025 13:27:00,6453.17,6453.30,6452.09,6452.24,0.00
29-08-2025 13:24:00,6451.27,6453.34,6451.15,6453.16,0.00
29-08-2025 13:21:00,6451.90,6453.21,6450.44,6451.29,0.00
29-08-2025 13:18:00,6447.81,6451.99,6447.81,6451.88,0.00
29-08-2025 13:15:00,6451.10,6451.62,6448.23,6448.23,0.00
29-08-2025 13:12:00,6451.46,6452.53,6450.62,6451.08,0.00
29-08-2025 13:09:00,6454.09,6455.05,6450.94,6451.47,0.00
29-08-2025 13:06:00,6451.64,6454.70,6450.91,6454.04,0.00
29-08-2025 13:03:00,6456.39,6456.39,6451.61,6451.67,0.00
29-08-2025 13:00:00,6460.17,6460.17,6455.58,6456.52,0.00
29-08-2025 12:57:00,6460.34,6461.53,6460.19,6460.22,0.00
29-08-2025 12:54:00,6459.99,6461.73,6459.99,6460.36,0.00
29-08-2025 12:51:00,6460.26,6460.26,6459.22,6460.00,0.00
29-08-2025 12:48:00,6461.95,6462.15,6459.15,6460.25,0.00
29-08-2025 12:45:00,6462.17,6462.87,6461.75,6461.97,0.00
29-08-2025 12:42:00,6461.71,6462.11,6460.97,6462.03,0.00
29-08-2025 12:39:00,6461.50,6462.06,6460.67,6461.54,0.00
29-08-2025 12:36:00,6461.25,6461.70,6459.88,6461.47,0.00
29-08-2025 12:33:00,6459.24,6461.22,6459.04,6461.21,0.00
29-08-2025 12:30:00,6454.81,6459.41,6454.81,6459.21,0.00
29-08-2025 12:27:00,6456.73,6456.90,6454.34,6454.80,0.00
29-08-2025 12:24:00,6458.54,6459.60,6456.62,6456.68,0.00
29-08-2025 12:21:00,6458.66,6459.48,6458.32,6458.54,0.00
29-08-2025 12:18:00,6459.88,6459.88,6457.24,6458.69,0.00
29-08-2025 12:15:00,6458.71,6460.37,6458.70,6459.95,0.00
29-08-2025 12:12:00,6457.48,6459.34,6457.39,6458.67,0.00
29-08-2025 12:09:00,6456.72,6458.08,6456.17,6457.67,0.00
29-08-2025 12:06:00,6453.56,6456.82,6453.55,6456.76,0.00
29-08-2025 12:03:00,6455.31,6457.13,6453.54,6453.54,0.00
29-08-2025 12:00:00,6451.31,6455.56,6450.95,6455.30,0.00
29-08-2025 11:57:00,6452.13,6453.34,6450.28,6451.30,0.00
29-08-2025 11:54:00,6451.11,6453.37,6451.11,6452.17,0.00
29-08-2025 11:51:00,6450.78,6453.84,6450.78,6451.23,0.00
29-08-2025 11:48:00,6453.42,6454.04,6450.55,6450.76,0.00
29-08-2025 11:45:00,6454.67,6455.05,6453.49,6453.56,0.00
29-08-2025 11:42:00,6456.86,6456.86,6454.50,6454.64,0.00
29-08-2025 11:39:00,6456.70,6456.78,6454.25,6456.70,0.00
29-08-2025 11:36:00,6453.98,6457.71,6453.98,6456.74,0.00
29-08-2025 11:33:00,6453.78,6455.58,6453.11,6453.98,0.00
29-08-2025 11:30:00,6457.03,6457.97,6453.48,6453.72,0.00
29-08-2025 11:27:00,6460.17,6460.17,6456.38,6456.99,0.00
29-08-2025 11:24:00,6457.11,6460.30,6457.11,6460.20,0.00
29-08-2025 11:21:00,6456.82,6458.10,6454.83,6457.07,0.00
29-08-2025 11:18:00,6456.43,6457.21,6454.54,6456.82,0.00
29-08-2025 11:15:00,6456.54,6458.28,6456.25,6456.47,0.00
29-08-2025 11:12:00,6457.23,6459.16,6456.53,6456.53,0.00
29-08-2025 11:09:00,6457.31,6460.16,6456.97,6457.53,0.00
29-08-2025 11:06:00,6453.82,6458.51,6453.00,6457.38,0.00
29-08-2025 11:03:00,6452.84,6454.72,6452.35,6453.69,0.00
29-08-2025 11:00:00,6450.60,6454.87,6449.88,6452.82,0.00
29-08-2025 10:57:00,6450.03,6450.62,6447.89,6450.41,0.00
29-08-2025 10:54:00,6446.94,6452.50,6446.53,6449.96,0.00
29-08-2025 10:51:00,6446.09,6448.37,6444.57,6446.81,0.00
29-08-2025 10:48:00,6452.55,6453.33,6445.97,6446.09,0.00
29-08-2025 10:45:00,6455.04,6455.90,6451.75,6452.53,0.00
29-08-2025 10:42:00,6460.05,6462.18,6455.10,6455.25,0.00
29-08-2025 10:39:00,6461.26,6463.37,6459.99,6459.99,0.00
29-08-2025 10:36:00,6458.21,6461.96,6458.21,6461.16,0.00
29-08-2025 10:33:00,6459.10,6461.79,6458.55,6458.60,0.00
29-08-2025 10:30:00,6459.17,6460.05,6456.21,6459.03,0.00
29-08-2025 10:27:00,6452.02,6459.11,6451.87,6459.11,0.00
29-08-2025 10:24:00,6457.18,6458.06,6451.30,6452.00,0.00
29-08-2025 10:21:00,6457.93,6460.39,6456.47,6457.21,0.00
29-08-2025 10:18:00,6454.76,6457.84,6451.07,6457.76,0.00
29-08-2025 10:15:00,6455.87,6455.87,6449.52,6454.72,0.00
29-08-2025 10:12:00,6452.31,6456.42,6451.06,6455.89,0.00
29-08-2025 10:09:00,6452.30,6456.33,6450.60,6452.57,0.00
29-08-2025 10:06:00,6454.71,6456.74,6451.16,6452.15,0.00
29-08-2025 10:03:00,6467.98,6469.10,6454.81,6454.83,0.00
29-08-2025 10:00:00,6467.93,6473.55,6467.61,6468.08,0.00
29-08-2025 09:57:00,6468.40,6470.04,6466.82,6468.00,0.00
29-08-2025 09:54:00,6475.05,6475.65,6467.97,6468.27,0.00
29-08-2025 09:51:00,6473.16,6476.25,6473.16,6475.22,0.00
29-08-2025 09:48:00,6475.16,6477.13,6470.80,6473.28,0.00
29-08-2025 09:45:00,6483.51,6483.51,6474.31,6475.17,0.00
29-08-2025 09:42:00,6484.31,6486.21,6480.63,6483.77,0.00
29-08-2025 09:39:00,6484.48,6484.94,6480.87,6484.39,0.00
29-08-2025 09:36:00,6486.10,6487.68,6482.44,6484.42,0.00
29-08-2025 09:33:00,6487.50,6487.60,6485.24,6486.05,0.00
29-08-2025 09:30:00,6489.28,6491.76,6486.70,6487.60,0.00
28-08-2025 16:45:00,6501.86,6501.86,6501.86,6501.86,0.00
28-08-2025 16:18:00,6501.86,6501.86,6501.86,6501.86,0.00
28-08-2025 16:15:00,6501.86,6501.86,6501.86,6501.86,0.00
28-08-2025 16:12:00,6501.86,6501.86,6501.86,6501.86,0.00
28-08-2025 16:09:00,6501.86,6501.86,6501.86,6501.86,0.00
28-08-2025 16:06:00,6501.86,6501.86,6501.86,6501.86,0.00
28-08-2025 16:03:00,6501.86,6501.86,6501.86,6501.86,0.00
28-08-2025 16:00:00,6502.01,6502.02,6501.86,6501.86,0.00
28-08-2025 15:57:00,6505.89,6506.40,6501.27,6502.31,0.00
28-08-2025 15:54:00,6506.39,6508.23,6503.48,6505.90,0.00
28-08-2025 15:51:00,6502.99,6506.59,6501.36,6506.37,0.00
28-08-2025 15:48:00,6506.81,6506.88,6502.55,6502.94,0.00
28-08-2025 15:45:00,6504.51,6507.14,6504.29,6506.82,0.00
