Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT,Side,Rel,Moneyness
2026-09-02 09:36:42,USO,140.0,CALL_BLOCK_SELL,303,64388.0,2.12,48.79,0.507,0.074828,SHORT_GAMMA,139.95,SAC,ATM,0.05
2026-09-02 09:48:42,USO,135.0,UNUSUAL_PUT_VOL,714,32130.0,0.45,49.22,-0.156,0.044501,LONG_GAMMA,140.19,UAP,BELOW,-5.19
2026-09-02 09:49:42,USO,150.0,UNUSUAL_CALL_VOL,702,10881.0,0.15,53.94,0.061,0.020544,LONG_GAMMA,140.41,UAC,ABOVE,9.59
2026-09-02 10:24:42,USO,150.0,UNUSUAL_CALL_VOL,1470,24990.0,0.17,52.11,0.068,0.023155,LONG_GAMMA,141.09,UAC,ABOVE,8.91
2026-09-02 10:27:42,USO,140.0,CALL_BLOCK_SELL,310,82460.0,2.66,48.71,0.583,0.073379,LONG_GAMMA,140.97,SAC,BELOW,-0.97
2026-09-02 11:33:11,USO,140.0,UNUSUAL_PUT_VOL,300,42150.0,1.41,45.83,-0.391,0.077433,SHORT_GAMMA,141.23,UAP,BELOW,-1.23
2026-09-02 11:33:11,USO,139.0,UNUSUAL_PUT_VOL,300,30900.0,1.03,45.63,-0.315,0.071937,SHORT_GAMMA,141.23,UAP,BELOW,-2.23
2026-09-02 13:04:28,USO,151.0,UNUSUAL_CALL_VOL,589,7362.0,0.12,51.35,0.054,0.019958,LONG_GAMMA,141.73,UAC,ABOVE,9.27
2026-09-02 13:19:08,USO,136.0,UNUSUAL_PUT_VOL,290,11600.0,0.4,50.17,-0.143,0.042169,LONG_GAMMA,141.46,UAP,BELOW,-5.46
2026-09-02 13:19:08,USO,133.0,UNUSUAL_PUT_VOL,290,4350.0,0.15,53.51,-0.06,0.020795,LONG_GAMMA,141.46,UAP,BELOW,-8.46
2026-09-02 13:23:14,USO,148.0,UNUSUAL_CALL_VOL,261,7960.0,0.3,47.0,0.124,0.040745,LONG_GAMMA,141.94,UAC,ABOVE,6.06
2026-09-02 13:32:53,USO,140.0,PUT_BLOCK_SELL,2603,343596.0,1.32,43.4,-0.395,0.083704,SHORT_GAMMA,141.1,SAP,BELOW,-1.1
2026-09-02 14:11:42,USO,144.0,CALL_BLOCK_BUY,1482,111891.0,0.76,43.04,0.275,0.073526,SHORT_GAMMA,141.14,BAC,ABOVE,2.86
2026-09-02 14:47:55,USO,140.0,PUT_BLOCK_BUY,585,67275.0,1.15,42.56,-0.367,0.084343,SHORT_GAMMA,141.4,BAP,BELOW,-1.4
2026-09-02 14:47:55,USO,120.0,CALL_BLOCK_BUY,30,65346.0,21.42,20.0,1.0,0.0,SHORT_GAMMA,141.4,BAC,BELOW,-21.4
