strike,oi_c,oi_p,vol_c,vol_p,oi_net,vol_net,gex,vex,dex,inv_gex,inv_vex_call,inv_vex_put,inv_net
7405.0,458.0,269.0,0.0,0.0,189.0,0.0,1139347.3662974853,0.0,-26840.809609596876,0.0,0.0,0.0,0.0
7400.0,4404.0,325.0,0.0,0.0,4079.0,0.0,11279210.352853829,0.0,-31923.336285719466,0.0,0.0,0.0,0.0
7395.0,501.0,5.0,0.0,0.0,496.0,0.0,1326482.6641270455,0.0,-433.2245953431129,0.0,0.0,0.0,0.0
7390.0,411.0,1.0,0.0,0.0,410.0,0.0,1122288.85594649,0.0,-44.427823752345084,0.0,0.0,0.0,0.0
7385.0,470.0,1.0,0.0,0.0,469.0,0.0,1324813.2396263764,0.0,-35.48928591656605,0.0,0.0,0.0,0.0
7380.0,952.0,0.0,0.0,0.0,952.0,0.0,2772690.382880905,0.0,132.73517042179915,0.0,0.0,0.0,0.0
7375.0,1698.0,16.0,1.0,0.0,1682.0,1.0,5114972.4272039635,3012.3512527702965,-1359.3340785995651,0.005891598181372921,0.005891598181372921,0.0,1.0
7370.0,699.0,0.0,0.0,0.0,699.0,0.0,2180111.916955255,0.0,100.78873709215257,0.0,0.0,0.0,0.0
7365.0,402.0,0.0,0.0,0.0,402.0,0.0,1299574.6320978608,0.0,59.01568327806266,0.0,0.0,0.0,0.0
7360.0,416.0,5.0,0.0,0.0,411.0,0.0,1395545.3915775896,0.0,-437.76855237967516,0.0,0.0,0.0,0.0
7355.0,1898.0,4.0,0.0,0.0,1894.0,0.0,6615311.810410357,0.0,-110.41362672779886,0.0,0.0,0.0,0.0
7350.0,3065.0,12.0,1.0,0.0,3053.0,1.0,11071465.648523377,3612.2237026177418,-724.8155565215319,0.007079606915590315,0.007079606915590315,0.0,1.0
7345.0,1859.0,4.0,0.0,0.0,1855.0,0.0,6994769.503138538,0.0,-105.49423434887699,0.0,0.0,0.0,0.0
7340.0,692.0,0.0,0.0,0.0,692.0,0.0,2705467.1987474114,0.0,111.60039043150391,0.0,0.0,0.0,0.0
7335.0,642.0,0.0,0.0,0.0,642.0,0.0,2611605.3901668657,0.0,105.50109677360192,0.0,0.0,0.0,0.0
7330.0,642.0,0.0,3.0,0.0,642.0,3.0,2732315.8380474383,12767.83101891326,108.15528671336835,0.024965229317176284,0.024965229317176284,0.0,3.0
