SPX: Timestamp,SPX: Open,SPX: High,SPX: Low,SPX: Close,SPX: Volume
21-11-2025 16:57:00,6602.99,6602.99,6602.99,6602.99,0.00
21-11-2025 16:18:00,6602.99,6602.99,6602.99,6602.99,0.00
21-11-2025 16:15:00,6602.99,6602.99,6602.99,6602.99,0.00
21-11-2025 16:12:00,6602.99,6602.99,6602.99,6602.99,0.00
21-11-2025 16:09:00,6602.99,6602.99,6602.99,6602.99,0.00
21-11-2025 16:06:00,6602.99,6602.99,6602.99,6602.99,0.00
21-11-2025 16:03:00,6602.99,6602.99,6602.99,6602.99,0.00
21-11-2025 16:00:00,6603.65,6603.65,6602.96,6602.99,0.00
21-11-2025 15:57:00,6599.64,6603.80,6596.99,6603.80,0.00
21-11-2025 15:54:00,6606.87,6607.23,6598.54,6599.90,0.00
21-11-2025 15:51:00,6615.02,6616.81,6606.83,6606.83,0.00
21-11-2025 15:48:00,6622.44,6623.47,6614.35,6615.59,0.00
21-11-2025 15:45:00,6614.36,6625.71,6613.90,6622.74,0.00
21-11-2025 15:42:00,6616.51,6617.14,6612.01,6614.29,0.00
21-11-2025 15:39:00,6620.98,6621.81,6615.01,6616.74,0.00
21-11-2025 15:36:00,6624.00,6626.58,6616.85,6620.86,0.00
21-11-2025 15:33:00,6606.41,6626.16,6605.83,6624.11,0.00
21-11-2025 15:30:00,6611.12,6611.12,6605.38,6606.47,0.00
21-11-2025 15:27:00,6622.03,6622.18,6611.38,6611.40,0.00
21-11-2025 15:24:00,6624.46,6625.53,6620.01,6622.05,0.00
21-11-2025 15:21:00,6631.68,6633.08,6624.40,6624.40,0.00
21-11-2025 15:18:00,6632.82,6634.15,6629.29,6631.90,0.00
21-11-2025 15:15:00,6631.77,6633.68,6629.01,6632.80,0.00
21-11-2025 15:12:00,6630.82,6636.04,6629.04,6631.76,0.00
21-11-2025 15:09:00,6630.97,6632.67,6627.89,6630.77,0.00
21-11-2025 15:06:00,6630.53,6634.10,6628.81,6630.86,0.00
21-11-2025 15:03:00,6634.07,6636.13,6629.19,6630.61,0.00
21-11-2025 15:00:00,6632.20,6635.96,6631.19,6634.19,0.00
21-11-2025 14:57:00,6631.49,6632.85,6626.19,6632.18,0.00
21-11-2025 14:54:00,6628.92,6633.83,6625.20,6630.73,0.00
21-11-2025 14:51:00,6639.60,6642.10,6629.48,6629.48,0.00
21-11-2025 14:48:00,6637.72,6643.77,6637.72,6639.81,0.00
21-11-2025 14:45:00,6639.90,6640.13,6634.00,6637.62,0.00
21-11-2025 14:42:00,6650.21,6650.39,6637.69,6639.73,0.00
21-11-2025 14:39:00,6653.81,6656.89,6647.48,6649.70,0.00
21-11-2025 14:36:00,6649.03,6654.08,6649.03,6654.06,0.00
21-11-2025 14:33:00,6647.56,6649.17,6643.58,6649.17,0.00
21-11-2025 14:30:00,6657.30,6659.62,6647.52,6647.53,0.00
21-11-2025 14:27:00,6658.23,6658.32,6654.27,6657.44,0.00
21-11-2025 14:24:00,6657.06,6660.05,6655.14,6658.02,0.00
21-11-2025 14:21:00,6657.21,6659.54,6655.46,6656.98,0.00
21-11-2025 14:18:00,6648.77,6657.40,6644.83,6657.22,0.00
21-11-2025 14:15:00,6647.62,6650.67,6645.27,6649.25,0.00
21-11-2025 14:12:00,6648.23,6649.40,6644.80,6647.43,0.00
21-11-2025 14:09:00,6650.64,6654.79,6646.98,6648.20,0.00
21-11-2025 14:06:00,6646.36,6652.41,6643.81,6651.00,0.00
21-11-2025 14:03:00,6641.41,6647.95,6640.68,6646.07,0.00
21-11-2025 14:00:00,6637.06,6643.30,6637.06,6641.44,0.00
21-11-2025 13:57:00,6639.78,6640.60,6632.19,6637.37,0.00
21-11-2025 13:54:00,6646.55,6646.55,6636.80,6639.64,0.00
21-11-2025 13:51:00,6651.84,6654.22,6642.85,6647.27,0.00
21-11-2025 13:48:00,6622.38,6654.63,6622.10,6652.23,0.00
21-11-2025 13:45:00,6622.20,6623.46,6618.09,6622.21,0.00
21-11-2025 13:42:00,6616.99,6622.76,6616.99,6622.14,0.00
21-11-2025 13:39:00,6618.77,6621.38,6615.34,6616.63,0.00
21-11-2025 13:36:00,6609.29,6619.01,6609.29,6618.71,0.00
21-11-2025 13:33:00,6609.88,6611.89,6605.06,6609.33,0.00
21-11-2025 13:30:00,6597.94,6610.62,6595.05,6609.97,0.00
21-11-2025 13:27:00,6592.59,6598.00,6588.97,6597.96,0.00
21-11-2025 13:24:00,6591.63,6596.60,6589.28,6592.74,0.00
21-11-2025 13:21:00,6591.57,6597.91,6591.45,6591.66,0.00
21-11-2025 13:18:00,6586.74,6592.66,6584.27,6591.50,0.00
21-11-2025 13:15:00,6589.99,6589.99,6583.68,6586.88,0.00
21-11-2025 13:12:00,6593.08,6596.02,6589.44,6589.94,0.00
21-11-2025 13:09:00,6595.70,6599.95,6589.82,6592.73,0.00
21-11-2025 13:06:00,6597.65,6602.72,6595.23,6595.51,0.00
21-11-2025 13:03:00,6614.51,6614.51,6597.27,6597.98,0.00
21-11-2025 13:00:00,6615.91,6618.41,6611.97,6614.40,0.00
21-11-2025 12:57:00,6617.28,6617.55,6612.47,6615.70,0.00
21-11-2025 12:54:00,6615.53,6624.31,6612.28,6617.30,0.00
21-11-2025 12:51:00,6619.86,6621.12,6614.55,6615.57,0.00
21-11-2025 12:48:00,6623.09,6627.95,6619.80,6619.80,0.00
21-11-2025 12:45:00,6626.19,6629.06,6619.80,6623.12,0.00
21-11-2025 12:42:00,6621.60,6627.65,6620.65,6626.10,0.00
21-11-2025 12:39:00,6619.66,6622.85,6616.68,6621.62,0.00
21-11-2025 12:36:00,6624.14,6629.22,6619.04,6619.82,0.00
21-11-2025 12:33:00,6623.71,6625.46,6621.76,6624.14,0.00
21-11-2025 12:30:00,6617.91,6623.59,6617.91,6623.56,0.00
21-11-2025 12:27:00,6622.70,6622.70,6612.97,6617.38,0.00
21-11-2025 12:24:00,6620.69,6624.89,6620.69,6622.70,0.00
21-11-2025 12:21:00,6612.90,6620.75,6610.04,6620.75,0.00
21-11-2025 12:18:00,6617.48,6620.57,6609.88,6612.74,0.00
21-11-2025 12:15:00,6620.46,6621.59,6616.23,6617.71,0.00
21-11-2025 12:12:00,6624.90,6625.59,6617.75,6620.27,0.00
21-11-2025 12:09:00,6620.57,6626.33,6620.39,6624.72,0.00
21-11-2025 12:06:00,6616.49,6621.04,6614.65,6620.51,0.00
21-11-2025 12:03:00,6610.99,6619.52,6609.08,6616.20,0.00
21-11-2025 12:00:00,6621.17,6622.71,6609.56,6611.01,0.00
21-11-2025 11:57:00,6609.54,6621.77,6609.13,6621.08,0.00
21-11-2025 11:54:00,6602.92,6609.65,6600.28,6609.58,0.00
21-11-2025 11:51:00,6594.20,6605.00,6593.68,6603.22,0.00
21-11-2025 11:48:00,6587.21,6595.05,6587.21,6594.05,0.00
21-11-2025 11:45:00,6587.84,6587.88,6581.89,6586.71,0.00
21-11-2025 11:42:00,6586.62,6590.22,6586.05,6587.82,0.00
21-11-2025 11:39:00,6585.96,6588.72,6581.99,6586.60,0.00
21-11-2025 11:36:00,6576.69,6587.42,6576.41,6586.22,0.00
21-11-2025 11:33:00,6572.31,6578.01,6570.74,6576.45,0.00
21-11-2025 11:30:00,6573.49,6577.72,6567.49,6572.84,0.00
21-11-2025 11:27:00,6563.58,6573.55,6563.36,6573.53,0.00
21-11-2025 11:24:00,6557.21,6566.10,6557.21,6563.41,0.00
21-11-2025 11:21:00,6549.90,6560.61,6547.66,6557.13,0.00
21-11-2025 11:18:00,6548.53,6551.21,6534.41,6549.77,0.00
21-11-2025 11:15:00,6547.21,6553.96,6545.31,6548.38,0.00
21-11-2025 11:12:00,6542.18,6551.58,6539.48,6547.50,0.00
21-11-2025 11:09:00,6540.89,6547.14,6538.27,6542.12,0.00
21-11-2025 11:06:00,6526.48,6542.47,6525.07,6540.60,0.00
21-11-2025 11:03:00,6536.23,6537.48,6525.51,6526.40,0.00
21-11-2025 11:00:00,6541.92,6546.62,6535.24,6536.28,0.00
21-11-2025 10:57:00,6556.54,6556.54,6541.74,6541.74,0.00
21-11-2025 10:54:00,6546.58,6556.93,6546.58,6556.67,0.00
21-11-2025 10:51:00,6553.26,6553.26,6540.86,6546.09,0.00
21-11-2025 10:48:00,6553.06,6557.08,6547.43,6552.80,0.00
21-11-2025 10:45:00,6542.40,6554.33,6537.75,6552.78,0.00
21-11-2025 10:42:00,6531.28,6545.95,6529.71,6542.45,0.00
21-11-2025 10:39:00,6529.79,6536.46,6523.53,6531.53,0.00
21-11-2025 10:36:00,6530.68,6532.97,6521.92,6529.72,0.00
21-11-2025 10:33:00,6550.56,6552.27,6530.56,6530.84,0.00
21-11-2025 10:30:00,6543.83,6553.13,6539.93,6551.12,0.00
21-11-2025 10:27:00,6557.30,6560.12,6540.63,6543.99,0.00
