Time,Activo,SPOT,absorption_score,exhaustion_score,failed_squeeze_flag,bullish_absorption,bearish_absorption,dealer_absorption
2026-06-17 17:12:26,NQ,30184.0,0.0,0.0,0,0,0,0
2026-06-17 17:12:35,NQ,30191.5,0.0,0.0,0,0,0,0
2026-06-17 17:13:35,NQ,30200.75,0.0,0.0,0,0,0,0
2026-06-17 17:14:35,NQ,30196.5,0.0,0.0,0,0,0,0
2026-06-17 17:15:35,NQ,30201.75,0.0,25.0,0,0,0,0
2026-06-17 17:16:35,NQ,30192.0,0.0,0.0,0,0,0,0
2026-06-17 17:17:35,NQ,30196.0,0.0,0.0,0,0,0,0
2026-06-17 17:18:35,NQ,30186.5,0.0,0.0,0,0,0,0
2026-06-17 17:19:35,NQ,30183.0,0.0,0.0,0,0,0,0
2026-06-17 17:20:35,NQ,30207.5,0.0,0.0,0,0,0,0
2026-06-17 17:21:34,NQ,30217.5,0.0,0.0,0,0,0,0
2026-06-17 17:22:34,NQ,30224.0,0.0,0.0,0,0,0,0
2026-06-17 17:23:34,NQ,30240.75,0.0,0.0,0,0,0,0
2026-06-17 17:24:34,NQ,30243.5,0.0,0.0,0,0,0,0
2026-06-17 17:25:34,NQ,30242.25,0.0,0.0,0,0,0,0
2026-06-17 17:26:35,NQ,30243.75,0.0,0.0,0,0,0,0
2026-06-17 17:27:34,NQ,30236.75,0.0,0.0,0,0,0,0
2026-06-17 17:28:34,NQ,30236.75,0.0,0.0,0,0,0,0
2026-06-17 17:29:34,NQ,30227.25,0.0,0.0,0,0,0,0
2026-06-17 17:30:34,NQ,30225.5,0.0,0.0,0,0,0,0
2026-06-17 17:31:34,NQ,30233.25,0.0,0.0,0,0,0,0
2026-06-17 17:32:34,NQ,30235.0,0.0,0.0,0,0,0,0
2026-06-17 17:33:34,NQ,30223.0,0.0,0.0,0,0,0,0
2026-06-17 17:34:34,NQ,30226.0,0.0,0.0,0,0,0,0
2026-06-17 17:35:34,NQ,30231.0,0.0,0.0,0,0,0,0
2026-06-17 17:36:34,NQ,30244.0,0.0,0.0,0,0,0,0
2026-06-17 17:37:34,NQ,30243.75,0.0,0.0,0,0,0,0
2026-06-17 17:38:34,NQ,30233.25,0.0,0.0,0,0,0,0
2026-06-17 17:39:34,NQ,30236.75,0.0,0.0,0,0,0,0
2026-06-17 17:40:34,NQ,30233.75,0.0,0.0,0,0,0,0
2026-06-17 17:41:34,NQ,30230.75,0.0,0.0,0,0,0,0
2026-06-17 17:42:35,NQ,30231.75,0.0,0.0,0,0,0,0
2026-06-17 17:43:35,NQ,30231.5,0.0,0.0,0,0,0,0
2026-06-17 17:44:35,NQ,30225.25,0.0,0.0,0,0,0,0
2026-06-17 17:45:35,NQ,30230.75,0.0,0.0,0,0,0,0
2026-06-17 17:46:35,NQ,30242.5,0.0,0.0,0,0,0,0
2026-06-17 17:47:35,NQ,30246.75,0.0,0.0,0,0,0,0
2026-06-17 17:48:35,NQ,30242.0,0.0,0.0,0,0,0,0
2026-06-17 17:49:35,NQ,30250.75,0.0,0.0,0,0,0,0
2026-06-17 17:50:35,NQ,30253.5,0.0,0.0,0,0,0,0
2026-06-17 17:51:35,NQ,30255.25,0.0,0.0,0,0,0,0
2026-06-17 17:52:35,NQ,30254.75,0.0,0.0,0,0,0,0
2026-06-17 17:53:35,NQ,30252.0,0.0,0.0,0,0,0,0
2026-06-17 17:54:35,NQ,30258.25,0.0,35.0,0,0,0,0
2026-06-17 17:55:35,NQ,30254.5,0.0,35.0,0,0,0,0
2026-06-17 17:56:35,NQ,30246.25,0.0,35.0,0,0,0,0
2026-06-17 17:57:35,NQ,30241.25,0.0,35.0,0,0,0,0
2026-06-17 17:58:35,NQ,30236.25,0.0,0.0,0,0,0,0
2026-06-17 17:59:36,NQ,30236.5,0.0,0.0,0,0,0,0
2026-06-17 18:00:35,NQ,30237.75,0.0,0.0,0,0,0,0
2026-06-17 18:01:35,NQ,30239.75,0.0,0.0,0,0,0,0
2026-06-17 18:02:35,NQ,30241.25,0.0,0.0,0,0,0,0
2026-06-17 18:03:34,NQ,30245.25,0.0,0.0,0,0,0,0
2026-06-17 18:04:34,NQ,30249.0,0.0,0.0,0,0,0,0
2026-06-17 18:05:34,NQ,30251.5,0.0,0.0,0,0,0,0
2026-06-17 18:06:34,NQ,30228.25,30.0,0.0,0,0,0,0
2026-06-17 18:07:34,NQ,30236.75,0.0,35.0,0,0,0,0
2026-06-17 18:08:34,NQ,30242.5,0.0,35.0,0,0,0,0
2026-06-17 18:09:34,NQ,30246.25,0.0,35.0,0,0,0,0
2026-06-17 18:10:34,NQ,30247.0,0.0,35.0,0,0,0,0
2026-06-17 18:11:34,NQ,30250.75,0.0,0.0,0,0,0,0
2026-06-17 18:12:34,NQ,30242.75,30.0,0.0,0,0,0,0
2026-06-17 18:13:34,NQ,30243.5,0.0,0.0,0,0,0,0
2026-06-17 18:14:34,NQ,30252.75,0.0,0.0,0,0,0,0
2026-06-17 18:15:34,NQ,30265.0,0.0,0.0,0,0,0,0
2026-06-17 18:16:34,NQ,30263.25,30.0,0.0,0,0,0,0
2026-06-17 18:17:34,NQ,30272.25,0.0,0.0,0,0,0,0
2026-06-17 18:18:34,NQ,30271.5,50.0,0.0,0,1,0,0
2026-06-17 18:19:34,NQ,30272.5,20.0,0.0,0,0,0,0
2026-06-17 18:20:34,NQ,30279.25,0.0,0.0,0,0,0,0
2026-06-17 18:21:34,NQ,30282.5,0.0,0.0,0,0,0,0
2026-06-17 18:22:34,NQ,30289.75,0.0,0.0,0,0,0,0
2026-06-17 18:23:34,NQ,30293.75,0.0,0.0,0,0,0,0
2026-06-17 18:24:34,NQ,30293.75,30.0,0.0,0,0,0,0
2026-06-17 18:25:34,NQ,30292.0,30.0,0.0,0,0,0,0
2026-06-17 18:26:34,NQ,30293.75,0.0,0.0,0,0,0,0
2026-06-17 18:27:34,NQ,30291.25,30.0,0.0,0,0,0,0
2026-06-17 18:28:34,NQ,30295.0,0.0,0.0,0,0,0,0
2026-06-17 18:29:34,NQ,30293.0,30.0,0.0,0,0,0,0
2026-06-17 18:30:34,NQ,30292.75,30.0,0.0,0,0,0,0
2026-06-17 18:31:34,NQ,30295.0,0.0,0.0,0,0,0,0
2026-06-17 18:32:34,NQ,30294.75,30.0,0.0,0,0,0,0
2026-06-17 18:33:34,NQ,30289.25,30.0,0.0,0,0,0,0
2026-06-17 18:34:34,NQ,30294.75,0.0,0.0,0,0,0,0
2026-06-17 18:35:34,NQ,30294.25,30.0,0.0,0,0,0,0
2026-06-17 18:36:34,NQ,30283.75,30.0,0.0,0,0,0,0
2026-06-17 18:37:34,NQ,30280.25,30.0,0.0,0,0,0,0
2026-06-17 18:38:34,NQ,30274.0,30.0,0.0,0,0,0,0
2026-06-17 18:39:34,NQ,30274.0,30.0,0.0,0,0,0,0
2026-06-17 18:40:34,NQ,30280.75,0.0,0.0,0,0,0,0
2026-06-17 18:41:34,NQ,30271.5,30.0,0.0,0,0,0,0
2026-06-17 18:42:34,NQ,30273.75,0.0,0.0,0,0,0,0
2026-06-17 18:43:34,NQ,30280.5,0.0,0.0,0,0,0,0
2026-06-17 18:44:34,NQ,30270.75,30.0,0.0,0,0,0,0
2026-06-17 18:45:34,NQ,30273.75,0.0,0.0,0,0,0,0
2026-06-17 18:46:34,NQ,30274.75,0.0,0.0,0,0,0,0
2026-06-17 18:47:34,NQ,30277.5,0.0,0.0,0,0,0,0
2026-06-17 18:48:34,NQ,30280.5,0.0,0.0,0,0,0,0
2026-06-17 18:49:34,NQ,30288.5,0.0,0.0,0,0,0,0
2026-06-17 18:50:34,NQ,30281.5,30.0,0.0,0,0,0,0
2026-06-17 18:51:34,NQ,30283.75,0.0,0.0,0,0,0,0
2026-06-17 18:52:34,NQ,30279.25,30.0,0.0,0,0,0,0
2026-06-17 18:53:34,NQ,30295.75,0.0,0.0,0,0,0,0
2026-06-17 18:54:34,NQ,30290.25,30.0,0.0,0,0,0,0
2026-06-17 18:55:34,NQ,30288.75,30.0,0.0,0,0,0,0
2026-06-17 18:56:34,NQ,30287.75,30.0,0.0,0,0,0,0
2026-06-17 18:57:34,NQ,30287.25,30.0,0.0,0,0,0,0
2026-06-17 18:58:34,NQ,30290.75,0.0,0.0,0,0,0,0
2026-06-17 18:59:34,NQ,30301.75,0.0,0.0,0,0,0,0
2026-06-17 19:00:34,NQ,30320.5,0.0,0.0,0,0,0,0
2026-06-17 19:01:34,NQ,30341.0,0.0,0.0,0,0,0,0
2026-06-17 19:02:34,NQ,30359.0,0.0,0.0,0,0,0,0
2026-06-17 19:03:34,NQ,30362.25,0.0,0.0,0,0,0,0
2026-06-17 19:04:34,NQ,30354.75,30.0,0.0,0,0,0,0
2026-06-17 19:05:34,NQ,30365.0,0.0,0.0,0,0,0,0
2026-06-17 19:06:34,NQ,30384.0,0.0,0.0,0,0,0,0
2026-06-17 19:07:34,NQ,30403.25,0.0,0.0,0,0,0,0
