Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-08-11 18:02:39,VIX,BULLISH_CALL_SWEEP,BULLISH,6,83868,1840055.0,True,15.28
2026-08-11 18:02:39,VIX,BEARISH_PUT_SWEEP,BEARISH,4,38757,3543460.0,True,15.28
2026-08-12 08:32:36,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.95
2026-08-12 08:34:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.93
2026-08-12 08:41:36,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.93
2026-08-12 08:45:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.88
2026-08-12 08:56:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.79
2026-08-12 09:03:36,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.85
2026-08-12 09:41:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.79
2026-08-12 09:49:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.86
2026-08-12 10:01:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.88
2026-08-12 10:22:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.85
2026-08-12 11:29:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.8
2026-08-12 11:37:36,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.76
2026-08-12 11:37:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.76
2026-08-12 11:45:37,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.69
2026-08-12 11:52:37,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.67
2026-08-12 11:57:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.67
2026-08-12 12:07:40,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.66
2026-08-12 12:48:38,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.59
2026-08-12 13:03:37,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.58
2026-08-12 13:20:36,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.55
2026-08-12 13:43:36,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.51
2026-08-12 13:48:37,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.51
2026-08-12 14:05:37,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.51
2026-08-12 14:42:37,VIX,HEDGE_CHASE_SWEEP,BEARISH,,,,,14.4
2026-08-12 14:45:37,VIX,HEDGE_CHASE_SWEEP,BULLISH,,,,,14.41
