2026-04-29 19:28:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:32:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:33:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:34:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:35:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:36:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:37:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:38:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:39:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:40:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:41:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:42:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
2026-04-29 19:43:00,27230.0,,27160.0,,26900.0,26790.0,27329.77,,,,,27700.0,26500.0,27160.0,27500.0,27160.0,27500.0,26500.0,26600.0,27336.21,27186.99
