Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-06-14 16:58:10,QQQ,BULLISH_CALL_SWEEP,BULLISH,13,160363,66686192.0,True,722.98
2026-06-14 16:58:10,QQQ,BEARISH_PUT_SWEEP,BEARISH,13,96439,27328447.0,True,722.98
2026-06-14 16:58:10,QQQ,VOL_CRUSH_SWEEP,NEUTRAL,,,133001414.0,,722.98
2026-06-14 17:06:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,13,160363,66686192.0,True,722.98
2026-06-14 17:06:00,QQQ,BEARISH_PUT_SWEEP,BEARISH,13,96439,27328447.0,True,722.98
2026-06-14 17:06:00,QQQ,VOL_CRUSH_SWEEP,NEUTRAL,,,133001414.0,,722.98
2026-06-14 19:01:59,QQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,731.94
2026-06-15 00:01:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,12,156185,60768055.0,True,735.46
2026-06-15 00:01:00,QQQ,BEARISH_PUT_SWEEP,BEARISH,8,67924,24219983.0,True,735.46
2026-06-15 00:01:00,QQQ,VOL_CRUSH_SWEEP,NEUTRAL,,,114854927.0,,735.46
2026-06-15 08:32:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,5,16992,4279250.0,True,738.82
2026-06-15 08:37:00,QQQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,739.88
2026-06-15 08:40:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,3,9475,1916012.0,True,738.75
2026-06-15 08:40:00,QQQ,BEARISH_PUT_SWEEP,BEARISH,4,7676,2028531.0,True,738.75
2026-06-15 08:47:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,3,6706,1181400.0,True,740.69
2026-06-15 08:48:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,3,5565,1338859.0,True,740.88
2026-06-15 08:49:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,3,7400,1852784.0,True,741.34
2026-06-15 08:50:59,QQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,741.55
2026-06-15 08:55:00,QQQ,BEARISH_PUT_SWEEP,BEARISH,3,5677,1186940.0,True,741.24
2026-06-15 08:56:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,4,7324,2490792.0,True,741.08
2026-06-15 08:57:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,4,6474,1645642.0,True,740.59
2026-06-15 08:57:00,QQQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,740.59
2026-06-15 08:58:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,3,9441,2043340.0,True,740.88
2026-06-15 09:00:00,QQQ,BEARISH_PUT_SWEEP,BEARISH,3,10197,1999026.0,True,739.59
2026-06-15 09:01:00,QQQ,BEARISH_PUT_SWEEP,BEARISH,3,6015,1454108.0,True,739.76
2026-06-15 09:04:00,QQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,740.61
2026-06-15 09:15:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,3,5123,937573.0,True,740.28
2026-06-15 09:15:00,QQQ,VOL_CRUSH_SWEEP,NEUTRAL,,,2794009.0,,740.28
2026-06-15 09:16:00,QQQ,BULLISH_CALL_SWEEP,BULLISH,3,6376,1127904.0,True,740.04
2026-06-15 09:23:00,QQQ,VOL_CRUSH_SWEEP,NEUTRAL,,,2037667.0,,739.86
2026-06-15 09:32:00,QQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,740.85
2026-06-15 09:33:00,QQQ,VOL_CRUSH_SWEEP,NEUTRAL,,,1768375.0,,740.33
2026-06-15 09:58:00,QQQ,VOL_CRUSH_SWEEP,NEUTRAL,,,2136960.0,,741.61
2026-06-15 10:00:00,QQQ,VOL_CRUSH_SWEEP,NEUTRAL,,,2140709.0,,741.33
2026-06-15 10:05:00,QQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,742.14
