Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-09-01 17:50:38,GLD,BULLISH_CALL_SWEEP,BULLISH,13,18251,2981160.0,True,396.84
2026-09-01 17:50:38,GLD,BEARISH_PUT_SWEEP,BEARISH,20,19786,6688445.0,True,396.84
2026-09-01 17:50:38,GLD,VOL_CRUSH_SWEEP,NEUTRAL,,,1593886.0,,396.84
2026-09-02 00:00:32,GLD,BULLISH_CALL_SWEEP,BULLISH,13,18251,2981160.0,True,395.15
2026-09-02 00:00:32,GLD,BEARISH_PUT_SWEEP,BEARISH,20,19786,6688445.0,True,395.15
2026-09-02 00:00:32,GLD,VOL_CRUSH_SWEEP,NEUTRAL,,,1593886.0,,395.15
2026-09-02 08:37:41,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,400.29
2026-09-02 08:38:42,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,400.14
2026-09-02 08:46:41,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,401.31
2026-09-02 08:47:41,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,401.07
2026-09-02 08:50:41,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,400.9
2026-09-02 08:51:41,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,400.9
2026-09-02 08:51:41,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,400.9
2026-09-02 08:52:41,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,401.04
2026-09-02 08:58:41,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,401.71
2026-09-02 09:01:41,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,401.7
2026-09-02 09:12:42,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,402.74
2026-09-02 09:14:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,402.5
2026-09-02 09:26:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,402.41
2026-09-02 09:30:42,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,402.07
2026-09-02 09:34:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,402.31
2026-09-02 09:38:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,402.07
2026-09-02 09:39:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,401.98
2026-09-02 09:49:42,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,401.78
2026-09-02 09:56:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,401.44
2026-09-02 10:04:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,401.54
2026-09-02 10:14:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,401.12
2026-09-02 10:34:42,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,401.02
2026-09-02 10:38:42,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,400.75
2026-09-02 10:42:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,400.61
2026-09-02 11:01:42,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,401.21
2026-09-02 11:08:47,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,400.92
2026-09-02 11:29:45,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,400.66
2026-09-02 11:43:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,400.43
2026-09-02 11:55:19,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,400.86
2026-09-02 12:10:11,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,400.88
2026-09-02 12:27:29,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,400.74
2026-09-02 14:26:42,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,402.05
2026-09-02 14:47:55,GLD,BULLISH_CALL_SWEEP,BULLISH,3,1140,127062.0,True,402.32
2026-09-02 14:50:04,GLD,HEDGE_CHASE_SWEEP,BULLISH,,,,,402.38
2026-09-02 15:10:05,GLD,HEDGE_CHASE_SWEEP,BEARISH,,,,,402.55
