NDX: Timestamp,NDX: Open,NDX: High,NDX: Low,NDX: Close,NDX: Volume
21-11-2025 17:15:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 17:12:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 17:09:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 17:06:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 17:03:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 17:00:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:57:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:54:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:51:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:48:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:45:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:42:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:39:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:36:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:33:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:30:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:27:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:24:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:21:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:18:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:15:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:12:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:09:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:06:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:03:00,24239.57,24239.57,24239.57,24239.57,0.00
21-11-2025 16:00:00,24238.02,24239.57,24238.02,24239.57,0.00
21-11-2025 15:57:00,24220.72,24239.83,24214.54,24239.83,0.00
21-11-2025 15:54:00,24262.95,24274.59,24218.56,24221.68,0.00
21-11-2025 15:51:00,24317.89,24326.01,24266.52,24266.52,0.00
21-11-2025 15:48:00,24351.98,24355.05,24315.48,24319.67,0.00
21-11-2025 15:45:00,24315.75,24364.52,24314.26,24353.30,0.00
21-11-2025 15:42:00,24328.36,24331.98,24306.05,24315.58,0.00
21-11-2025 15:39:00,24350.62,24353.09,24322.16,24329.43,0.00
21-11-2025 15:36:00,24362.34,24375.58,24332.95,24350.24,0.00
21-11-2025 15:33:00,24284.76,24374.30,24282.50,24364.01,0.00
21-11-2025 15:30:00,24312.81,24315.17,24284.64,24285.48,0.00
21-11-2025 15:27:00,24368.88,24369.85,24318.61,24318.61,0.00
21-11-2025 15:24:00,24376.82,24382.48,24357.56,24368.62,0.00
21-11-2025 15:21:00,24409.01,24413.58,24376.89,24376.89,0.00
21-11-2025 15:18:00,24412.76,24419.76,24398.10,24410.86,0.00
21-11-2025 15:15:00,24404.63,24416.51,24392.23,24412.23,0.00
21-11-2025 15:12:00,24396.72,24422.14,24390.36,24404.53,0.00
21-11-2025 15:09:00,24391.76,24402.71,24381.55,24395.96,0.00
21-11-2025 15:06:00,24379.11,24395.45,24375.80,24391.61,0.00
21-11-2025 15:03:00,24393.92,24403.06,24370.51,24378.89,0.00
21-11-2025 15:00:00,24382.87,24401.36,24379.05,24394.59,0.00
21-11-2025 14:57:00,24383.67,24389.30,24358.48,24385.60,0.00
21-11-2025 14:54:00,24372.04,24393.88,24357.39,24381.71,0.00
21-11-2025 14:51:00,24418.29,24431.96,24373.60,24373.60,0.00
21-11-2025 14:48:00,24416.51,24443.70,24414.85,24421.07,0.00
21-11-2025 14:45:00,24433.37,24433.37,24401.05,24415.15,0.00
21-11-2025 14:42:00,24473.83,24474.78,24422.22,24429.94,0.00
21-11-2025 14:39:00,24486.38,24504.05,24460.71,24472.21,0.00
21-11-2025 14:36:00,24468.42,24490.81,24468.42,24487.12,0.00
21-11-2025 14:33:00,24466.59,24468.74,24445.82,24468.58,0.00
21-11-2025 14:30:00,24508.96,24518.19,24466.22,24466.33,0.00
21-11-2025 14:27:00,24510.95,24514.29,24494.03,24509.27,0.00
21-11-2025 14:24:00,24508.72,24521.84,24498.57,24509.10,0.00
21-11-2025 14:21:00,24507.12,24520.04,24500.95,24507.78,0.00
21-11-2025 14:18:00,24465.63,24507.01,24448.55,24506.92,0.00
21-11-2025 14:15:00,24458.39,24473.73,24444.25,24469.58,0.00
21-11-2025 14:12:00,24459.61,24467.08,24446.22,24456.09,0.00
21-11-2025 14:09:00,24464.27,24488.22,24449.48,24459.13,0.00
21-11-2025 14:06:00,24446.87,24475.12,24436.77,24466.30,0.00
21-11-2025 14:03:00,24422.82,24455.30,24418.66,24447.17,0.00
21-11-2025 14:00:00,24400.51,24426.91,24400.45,24423.78,0.00
21-11-2025 13:57:00,24412.14,24416.11,24377.95,24400.50,0.00
21-11-2025 13:54:00,24437.23,24437.23,24392.33,24411.58,0.00
21-11-2025 13:51:00,24463.00,24475.44,24420.74,24440.79,0.00
21-11-2025 13:48:00,24313.21,24475.49,24312.75,24464.49,0.00
21-11-2025 13:45:00,24310.65,24316.47,24296.21,24312.85,0.00
21-11-2025 13:42:00,24283.50,24313.67,24281.03,24310.16,0.00
21-11-2025 13:39:00,24289.47,24299.70,24272.77,24279.49,0.00
21-11-2025 13:36:00,24251.78,24291.34,24251.78,24289.29,0.00
21-11-2025 13:33:00,24253.78,24261.31,24230.82,24250.21,0.00
21-11-2025 13:30:00,24191.47,24255.92,24181.20,24254.05,0.00
21-11-2025 13:27:00,24168.98,24193.41,24155.71,24193.41,0.00
21-11-2025 13:24:00,24165.92,24188.01,24153.80,24170.05,0.00
21-11-2025 13:21:00,24172.13,24200.08,24165.17,24165.69,0.00
21-11-2025 13:18:00,24147.18,24176.84,24135.60,24171.78,0.00
21-11-2025 13:15:00,24160.42,24160.54,24135.21,24148.00,0.00
21-11-2025 13:12:00,24175.18,24190.43,24158.95,24160.81,0.00
21-11-2025 13:09:00,24182.31,24202.62,24160.27,24174.21,0.00
21-11-2025 13:06:00,24191.95,24214.26,24180.25,24181.76,0.00
21-11-2025 13:03:00,24267.17,24267.17,24191.93,24192.96,0.00
21-11-2025 13:00:00,24275.52,24284.71,24255.88,24266.73,0.00
21-11-2025 12:57:00,24284.06,24285.56,24262.12,24275.51,0.00
21-11-2025 12:54:00,24279.35,24315.20,24264.20,24283.51,0.00
21-11-2025 12:51:00,24287.31,24296.64,24268.88,24279.24,0.00
21-11-2025 12:48:00,24306.43,24329.37,24286.88,24286.88,0.00
21-11-2025 12:45:00,24322.00,24332.68,24288.60,24306.73,0.00
21-11-2025 12:42:00,24293.98,24320.17,24288.94,24320.00,0.00
21-11-2025 12:39:00,24295.69,24308.82,24273.54,24294.85,0.00
21-11-2025 12:36:00,24321.86,24339.23,24291.21,24295.28,0.00
21-11-2025 12:33:00,24316.37,24329.96,24312.28,24321.83,0.00
21-11-2025 12:30:00,24284.09,24316.01,24284.09,24316.01,0.00
21-11-2025 12:27:00,24310.25,24310.25,24263.42,24281.61,0.00
21-11-2025 12:24:00,24296.61,24316.57,24296.61,24310.37,0.00
21-11-2025 12:21:00,24252.56,24296.74,24246.67,24296.74,0.00
21-11-2025 12:18:00,24276.61,24291.34,24238.19,24251.96,0.00
21-11-2025 12:15:00,24285.40,24289.91,24263.87,24276.81,0.00
21-11-2025 12:12:00,24305.44,24305.91,24272.87,24284.06,0.00
