Time,MAXGEX,MINGEX,MAXVEX,MINVEX,MAXDEX,MINDEX,ZERO,BAC,SAC,BAP,SAP,MAXCP,MINCP,LONGGAMMA,SHORTGAMMA,LONGCALLS,SHORTCALLS,LONGPUTS,SHORTPUTS,INV_BAC,INV_SAC,INV_BAP,INV_SAP,NET_CALL_FLOW,NET_PUT_FLOW,ZERO_OI,SPOT
2026-06-17 17:12:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:12:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:13:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:14:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:15:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:16:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:17:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:18:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:19:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:20:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:21:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:22:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:23:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:24:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:25:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:26:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:27:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:28:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:29:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:30:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:31:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:32:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:33:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:34:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:35:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:36:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:37:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:38:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:39:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:40:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:41:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:42:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:43:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:44:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:45:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:46:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:47:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:48:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:49:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:50:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:51:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:52:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:53:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:54:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:55:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:56:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:57:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:58:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 17:59:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:00:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:01:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:02:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:03:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:04:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:05:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:06:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:07:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:08:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:09:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:10:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:11:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:12:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:13:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:14:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:15:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:16:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:17:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:18:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:19:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:20:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:21:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:22:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:23:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:24:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:25:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:26:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:27:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:28:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:29:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:30:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:31:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:32:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:33:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:34:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:35:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:36:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:37:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:38:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:39:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:40:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:41:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:42:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:43:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:44:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:45:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:46:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:47:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:48:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:49:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:50:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:51:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:52:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:53:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:54:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:55:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:56:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:57:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
2026-06-17 18:58:00,,18.5,80.0,,18.0,21.0,18.44,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.44,18.44
