NDX: Timestamp,NDX: Open,NDX: High,NDX: Low,NDX: Close,NDX: Volume
29-08-2025 17:15:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 17:12:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 17:09:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 17:06:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 17:03:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 17:00:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:57:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:54:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:51:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:48:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:45:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:42:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:39:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:36:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:33:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:30:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:27:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:24:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:21:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:18:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:15:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:12:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:09:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:06:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:03:00,23415.42,23415.42,23415.42,23415.42,0.00
29-08-2025 16:00:00,23421.00,23421.00,23415.42,23415.42,0.00
29-08-2025 15:57:00,23388.81,23418.88,23388.81,23418.88,0.00
29-08-2025 15:54:00,23385.73,23393.69,23375.79,23389.21,0.00
29-08-2025 15:51:00,23399.81,23406.43,23391.37,23391.92,0.00
29-08-2025 15:48:00,23444.06,23444.23,23399.74,23399.97,0.00
29-08-2025 15:45:00,23428.32,23444.03,23426.08,23444.03,0.00
29-08-2025 15:42:00,23419.33,23431.88,23419.33,23428.62,0.00
29-08-2025 15:39:00,23408.41,23420.77,23407.83,23419.43,0.00
29-08-2025 15:36:00,23399.13,23410.33,23399.13,23408.30,0.00
29-08-2025 15:33:00,23416.78,23417.27,23398.96,23398.96,0.00
29-08-2025 15:30:00,23414.98,23422.68,23414.98,23416.94,0.00
29-08-2025 15:27:00,23419.48,23419.48,23410.58,23415.37,0.00
29-08-2025 15:24:00,23421.00,23425.04,23418.16,23419.59,0.00
29-08-2025 15:21:00,23430.92,23435.54,23420.06,23420.88,0.00
29-08-2025 15:18:00,23427.41,23430.77,23423.99,23430.77,0.00
29-08-2025 15:15:00,23418.26,23428.53,23417.99,23427.38,0.00
29-08-2025 15:12:00,23417.18,23421.77,23414.89,23418.44,0.00
29-08-2025 15:09:00,23421.33,23424.84,23417.62,23417.62,0.00
29-08-2025 15:06:00,23412.51,23421.46,23409.97,23421.46,0.00
29-08-2025 15:03:00,23410.23,23414.33,23410.09,23413.02,0.00
29-08-2025 15:00:00,23409.25,23412.60,23404.77,23410.40,0.00
29-08-2025 14:57:00,23401.66,23409.85,23399.77,23409.85,0.00
29-08-2025 14:54:00,23398.35,23401.40,23397.69,23401.33,0.00
29-08-2025 14:51:00,23397.20,23399.29,23390.33,23398.37,0.00
29-08-2025 14:48:00,23397.01,23398.14,23392.87,23397.25,0.00
29-08-2025 14:45:00,23394.45,23399.06,23392.93,23397.20,0.00
29-08-2025 14:42:00,23400.49,23401.98,23393.49,23394.42,0.00
29-08-2025 14:39:00,23406.42,23406.62,23395.43,23400.56,0.00
29-08-2025 14:36:00,23412.38,23412.78,23404.48,23406.15,0.00
29-08-2025 14:33:00,23409.00,23412.64,23405.96,23412.44,0.00
29-08-2025 14:30:00,23390.92,23410.01,23390.92,23408.98,0.00
29-08-2025 14:27:00,23394.62,23395.71,23387.42,23390.91,0.00
29-08-2025 14:24:00,23405.15,23405.47,23394.39,23394.68,0.00
29-08-2025 14:21:00,23393.47,23404.91,23393.47,23404.91,0.00
29-08-2025 14:18:00,23410.83,23411.24,23386.08,23392.30,0.00
29-08-2025 14:15:00,23409.37,23415.77,23406.33,23411.06,0.00
29-08-2025 14:12:00,23410.58,23415.39,23404.62,23409.20,0.00
29-08-2025 14:09:00,23410.95,23415.78,23408.70,23410.61,0.00
29-08-2025 14:06:00,23395.69,23413.08,23395.65,23411.09,0.00
29-08-2025 14:03:00,23397.77,23402.69,23394.63,23396.22,0.00
29-08-2025 14:00:00,23408.92,23408.92,23397.16,23398.62,0.00
29-08-2025 13:57:00,23411.06,23411.74,23396.75,23408.40,0.00
29-08-2025 13:54:00,23417.87,23418.91,23411.08,23411.18,0.00
29-08-2025 13:51:00,23405.84,23422.02,23405.84,23417.98,0.00
29-08-2025 13:48:00,23397.74,23407.82,23397.63,23405.95,0.00
29-08-2025 13:45:00,23391.04,23399.37,23391.04,23397.89,0.00
29-08-2025 13:42:00,23387.94,23391.25,23382.71,23390.99,0.00
29-08-2025 13:39:00,23382.84,23392.92,23382.30,23388.30,0.00
29-08-2025 13:36:00,23374.10,23384.11,23369.00,23382.70,0.00
29-08-2025 13:33:00,23374.04,23376.31,23369.94,23374.26,0.00
29-08-2025 13:30:00,23376.07,23390.07,23374.57,23374.57,0.00
29-08-2025 13:27:00,23384.97,23384.97,23375.00,23375.71,0.00
29-08-2025 13:24:00,23374.88,23385.99,23374.65,23384.95,0.00
29-08-2025 13:21:00,23373.02,23381.01,23372.02,23375.02,0.00
29-08-2025 13:18:00,23353.96,23373.19,23353.96,23372.97,0.00
29-08-2025 13:15:00,23371.05,23372.80,23356.56,23356.95,0.00
29-08-2025 13:12:00,23375.29,23378.93,23368.73,23370.99,0.00
29-08-2025 13:09:00,23391.54,23393.83,23373.44,23375.34,0.00
29-08-2025 13:06:00,23381.03,23396.23,23376.47,23391.85,0.00
29-08-2025 13:03:00,23407.11,23407.11,23381.15,23381.15,0.00
29-08-2025 13:00:00,23428.24,23428.24,23402.41,23408.29,0.00
29-08-2025 12:57:00,23429.65,23435.65,23429.58,23430.56,0.00
29-08-2025 12:54:00,23429.39,23434.88,23428.95,23429.80,0.00
29-08-2025 12:51:00,23431.70,23431.70,23425.11,23429.62,0.00
29-08-2025 12:48:00,23435.26,23436.55,23426.08,23431.98,0.00
29-08-2025 12:45:00,23433.35,23438.58,23432.87,23435.43,0.00
29-08-2025 12:42:00,23432.52,23433.69,23431.46,23433.43,0.00
29-08-2025 12:39:00,23427.90,23431.98,23426.79,23431.98,0.00
29-08-2025 12:36:00,23428.84,23429.51,23422.66,23427.90,0.00
29-08-2025 12:33:00,23422.96,23428.67,23421.27,23428.67,0.00
29-08-2025 12:30:00,23404.71,23423.42,23404.71,23422.91,0.00
29-08-2025 12:27:00,23413.57,23413.80,23403.51,23404.38,0.00
29-08-2025 12:24:00,23420.89,23424.09,23412.98,23412.98,0.00
29-08-2025 12:21:00,23422.07,23427.33,23420.09,23420.89,0.00
29-08-2025 12:18:00,23428.70,23428.70,23417.56,23422.18,0.00
29-08-2025 12:15:00,23422.48,23429.92,23422.41,23429.17,0.00
29-08-2025 12:12:00,23415.40,23424.29,23414.53,23422.39,0.00
29-08-2025 12:09:00,23402.75,23416.08,23402.40,23415.93,0.00
29-08-2025 12:06:00,23388.70,23402.78,23388.50,23402.64,0.00
29-08-2025 12:03:00,23400.92,23405.66,23388.64,23388.64,0.00
29-08-2025 12:00:00,23384.85,23401.84,23382.80,23401.03,0.00
29-08-2025 11:57:00,23391.72,23395.27,23379.09,23384.55,0.00
29-08-2025 11:54:00,23394.46,23401.06,23391.77,23391.80,0.00
29-08-2025 11:51:00,23390.96,23409.57,23390.96,23395.08,0.00
29-08-2025 11:48:00,23402.15,23404.98,23390.49,23390.80,0.00
29-08-2025 11:45:00,23410.82,23410.82,23401.73,23402.16,0.00
29-08-2025 11:42:00,23420.29,23420.29,23410.30,23410.63,0.00
29-08-2025 11:39:00,23419.19,23420.33,23407.11,23419.99,0.00
29-08-2025 11:36:00,23408.12,23425.69,23408.12,23419.30,0.00
29-08-2025 11:33:00,23415.35,23420.33,23405.71,23408.03,0.00
29-08-2025 11:30:00,23433.87,23437.89,23414.71,23414.84,0.00
29-08-2025 11:27:00,23448.03,23448.18,23431.48,23433.67,0.00
29-08-2025 11:24:00,23432.98,23449.23,23432.98,23448.78,0.00
29-08-2025 11:21:00,23428.61,23436.26,23420.78,23432.95,0.00
29-08-2025 11:18:00,23421.96,23428.76,23411.23,23428.76,0.00
29-08-2025 11:15:00,23419.15,23429.18,23418.47,23422.03,0.00
29-08-2025 11:12:00,23417.65,23428.62,23417.65,23419.02,0.00
29-08-2025 11:09:00,23414.90,23430.08,23413.80,23418.62,0.00
29-08-2025 11:06:00,23402.08,23420.91,23396.00,23414.98,0.00
29-08-2025 11:03:00,23395.22,23408.38,23395.22,23401.81,0.00
29-08-2025 11:00:00,23385.20,23404.91,23381.57,23395.68,0.00
29-08-2025 10:57:00,23390.28,23393.37,23370.94,23385.56,0.00
29-08-2025 10:54:00,23380.95,23403.42,23376.70,23389.91,0.00
29-08-2025 10:51:00,23384.78,23396.62,23377.44,23381.10,0.00
29-08-2025 10:48:00,23415.91,23418.51,23384.23,23384.76,0.00
29-08-2025 10:45:00,23425.80,23430.63,23413.86,23416.20,0.00
29-08-2025 10:42:00,23442.85,23454.88,23425.91,23426.89,0.00
29-08-2025 10:39:00,23456.46,23463.67,23442.53,23442.53,0.00
29-08-2025 10:36:00,23435.33,23460.32,23435.33,23455.61,0.00
29-08-2025 10:33:00,23445.05,23456.88,23437.02,23437.57,0.00
29-08-2025 10:30:00,23448.45,23454.01,23432.20,23444.98,0.00
29-08-2025 10:27:00,23407.16,23448.73,23407.16,23448.56,0.00
29-08-2025 10:24:00,23440.52,23447.01,23405.15,23408.44,0.00
29-08-2025 10:21:00,23435.19,23452.00,23432.58,23441.18,0.00
29-08-2025 10:18:00,23417.55,23439.60,23401.05,23434.69,0.00
29-08-2025 10:15:00,23412.05,23419.44,23385.67,23417.16,0.00
29-08-2025 10:12:00,23400.40,23419.07,23389.75,23413.20,0.00
29-08-2025 10:09:00,23404.08,23424.01,23396.60,23401.67,0.00
29-08-2025 10:06:00,23420.55,23428.85,23401.80,23403.74,0.00
29-08-2025 10:03:00,23477.58,23482.72,23422.44,23422.55,0.00
29-08-2025 10:00:00,23482.56,23499.43,23466.98,23478.08,0.00
29-08-2025 09:57:00,23470.11,23483.17,23462.88,23471.21,0.00
29-08-2025 09:54:00,23515.56,23516.80,23468.41,23470.30,0.00
29-08-2025 09:51:00,23495.97,23523.97,23495.97,23515.99,0.00
29-08-2025 09:48:00,23499.23,23516.33,23479.36,23496.08,0.00
29-08-2025 09:45:00,23553.77,23553.77,23492.54,23499.58,0.00
29-08-2025 09:42:00,23569.88,23577.32,23541.04,23555.49,0.00
29-08-2025 09:39:00,23576.06,23576.26,23547.27,23569.73,0.00
29-08-2025 09:36:00,23590.67,23595.98,23564.25,23575.74,0.00
29-08-2025 09:33:00,23595.13,23595.13,23581.74,23590.96,0.00
29-08-2025 09:30:00,23607.54,23607.54,23591.64,23595.37,0.00
28-08-2025 17:15:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 17:12:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 17:09:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 17:06:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 17:03:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 17:00:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:57:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:54:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:51:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:48:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:45:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:42:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:39:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:36:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:33:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:30:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:27:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:24:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:21:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:18:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:15:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:12:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:09:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:06:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:03:00,23703.45,23703.45,23703.45,23703.45,0.00
28-08-2025 16:00:00,23702.19,23703.45,23702.19,23703.45,0.00
28-08-2025 15:57:00,23717.68,23720.68,23699.76,23704.69,0.00
28-08-2025 15:54:00,23734.11,23741.23,23714.40,23718.09,0.00
28-08-2025 15:51:00,23719.68,23734.73,23717.61,23733.22,0.00
28-08-2025 15:48:00,23733.96,23737.61,23717.69,23721.26,0.00
28-08-2025 15:45:00,23725.61,23734.85,23724.31,23734.06,0.00
28-08-2025 15:42:00,23727.84,23728.32,23722.32,23725.28,0.00
28-08-2025 15:39:00,23718.64,23729.21,23716.60,23727.75,0.00
28-08-2025 15:36:00,23723.52,23723.99,23714.88,23718.44,0.00
28-08-2025 15:33:00,23713.57,23723.48,23710.49,23723.25,0.00
28-08-2025 15:30:00,23715.54,23716.69,23710.29,23713.59,0.00
28-08-2025 15:27:00,23713.74,23720.37,23713.74,23715.24,0.00
28-08-2025 15:24:00,23715.43,23716.95,23711.41,23712.88,0.00
28-08-2025 15:21:00,23718.42,23721.49,23714.51,23715.57,0.00
28-08-2025 15:18:00,23718.51,23723.10,23718.17,23718.24,0.00
28-08-2025 15:15:00,23725.03,23725.03,23716.64,23718.71,0.00
28-08-2025 15:12:00,23723.87,23729.64,23723.87,23725.25,0.00
28-08-2025 15:09:00,23723.60,23728.77,23723.26,23723.94,0.00
28-08-2025 15:06:00,23722.53,23726.50,23722.39,23723.46,0.00
28-08-2025 15:03:00,23731.82,23731.82,23717.33,23722.29,0.00
28-08-2025 15:00:00,23727.47,23734.63,23726.03,23731.88,0.00
28-08-2025 14:57:00,23726.99,23730.56,23726.56,23727.52,0.00
28-08-2025 14:54:00,23723.06,23728.27,23722.36,23726.83,0.00
28-08-2025 14:51:00,23720.51,23724.47,23717.78,23723.07,0.00
28-08-2025 14:48:00,23721.08,23722.84,23716.98,23720.89,0.00
28-08-2025 14:45:00,23718.84,23723.90,23718.21,23720.92,0.00
28-08-2025 14:42:00,23723.00,23726.32,23718.76,23718.94,0.00
28-08-2025 14:39:00,23713.82,23723.31,23713.82,23722.73,0.00
28-08-2025 14:36:00,23717.07,23718.19,23710.98,23713.93,0.00
28-08-2025 14:33:00,23717.04,23720.89,23716.29,23717.00,0.00
28-08-2025 14:30:00,23715.31,23720.67,23715.09,23717.20,0.00
28-08-2025 14:27:00,23710.19,23716.26,23710.19,23715.45,0.00
28-08-2025 14:24:00,23706.62,23714.35,23706.62,23710.13,0.00
28-08-2025 14:21:00,23707.86,23709.91,23705.87,23706.51,0.00
28-08-2025 14:18:00,23704.34,23707.82,23703.61,23707.68,0.00
28-08-2025 14:15:00,23704.55,23707.39,23700.90,23704.67,0.00
