Time,Activo,SPOT,absorption_score,exhaustion_score,failed_squeeze_flag,bullish_absorption,bearish_absorption,dealer_absorption
2026-09-24 09:29:36,RTY,2845.5,0.0,0.0,0,0,0,0
2026-09-24 09:30:35,RTY,2845.4,0.0,0.0,0,0,0,0
2026-09-24 09:31:35,RTY,2846.5,0.0,0.0,0,0,0,0
2026-09-24 09:32:35,RTY,2846.9,0.0,0.0,0,0,0,0
2026-09-24 09:33:35,RTY,2847.7,0.0,0.0,0,0,0,0
2026-09-24 09:34:35,RTY,2849.9,0.0,0.0,0,0,0,0
2026-09-24 09:35:35,RTY,2848.4,0.0,35.0,0,0,0,0
2026-09-24 09:36:35,RTY,2847.7,0.0,15.0,0,0,0,0
2026-09-24 09:37:35,RTY,2848.6,0.0,15.0,0,0,0,0
2026-09-24 09:38:35,RTY,2848.0,0.0,0.0,0,0,0,0
2026-09-24 09:39:35,RTY,2847.0,0.0,35.0,0,0,0,0
2026-09-24 09:40:35,RTY,2845.9,0.0,35.0,0,0,0,0
2026-09-24 09:41:35,RTY,2845.5,0.0,35.0,0,0,0,0
2026-09-24 09:42:35,RTY,2845.3,0.0,35.0,0,0,0,0
2026-09-24 09:43:35,RTY,2843.2,0.0,0.0,0,0,0,0
2026-09-24 09:44:35,RTY,2842.5,0.0,0.0,0,0,0,0
2026-09-24 09:45:35,RTY,2841.8,0.0,0.0,0,0,0,0
2026-09-24 09:46:35,RTY,2841.8,0.0,0.0,0,0,0,0
2026-09-24 09:47:35,RTY,2842.2,35.0,0.0,0,0,0,0
2026-09-24 09:48:35,RTY,2841.4,35.0,0.0,0,0,0,0
2026-09-24 09:49:35,RTY,2841.6,35.0,0.0,0,0,0,0
2026-09-24 09:50:35,RTY,2842.7,20.0,0.0,0,0,0,0
2026-09-24 09:51:35,RTY,2841.6,35.0,0.0,0,0,0,0
2026-09-24 09:52:35,RTY,2841.7,20.0,35.0,0,0,0,0
2026-09-24 09:53:35,RTY,2841.1,20.0,35.0,0,0,0,0
2026-09-24 09:54:36,RTY,2841.1,20.0,35.0,0,0,0,0
2026-09-24 09:55:35,RTY,2840.6,20.0,35.0,0,0,0,0
2026-09-24 09:56:35,RTY,2840.1,20.0,0.0,0,0,0,0
2026-09-24 09:57:35,RTY,2839.7,20.0,0.0,0,0,0,0
2026-09-24 09:58:35,RTY,2839.0,20.0,0.0,0,0,0,0
2026-09-24 09:59:35,RTY,2838.5,20.0,0.0,0,0,0,0
2026-09-24 10:00:35,RTY,2839.1,20.0,0.0,0,0,0,0
2026-09-24 10:01:36,RTY,2838.9,20.0,0.0,0,0,0,0
2026-09-24 10:02:35,RTY,2838.2,20.0,0.0,0,0,0,0
2026-09-24 10:03:35,RTY,2837.9,0.0,0.0,0,0,0,0
2026-09-24 10:04:35,RTY,2838.5,30.0,0.0,0,0,0,0
2026-09-24 10:05:35,RTY,2837.9,0.0,0.0,0,0,0,0
2026-09-24 10:06:35,RTY,2838.0,30.0,0.0,0,0,0,0
2026-09-24 10:07:35,RTY,2837.9,0.0,0.0,0,0,0,0
2026-09-24 10:08:35,RTY,2838.0,30.0,35.0,0,0,0,0
2026-09-24 10:09:35,RTY,2837.9,0.0,35.0,0,0,0,0
2026-09-24 10:10:35,RTY,2838.1,30.0,35.0,0,0,0,0
2026-09-24 10:11:35,RTY,2837.0,0.0,35.0,0,0,0,0
2026-09-24 10:12:35,RTY,2836.5,0.0,0.0,0,0,0,0
2026-09-24 10:13:36,RTY,2835.0,0.0,0.0,0,0,0,0
2026-09-24 10:14:36,RTY,2834.8,0.0,35.0,0,0,0,0
2026-09-24 10:15:35,RTY,2835.7,30.0,35.0,0,0,0,0
2026-09-24 10:16:35,RTY,2837.3,30.0,35.0,0,0,0,0
2026-09-24 10:17:35,RTY,2837.1,0.0,35.0,0,0,0,0
2026-09-24 10:18:35,RTY,2835.9,0.0,0.0,0,0,0,0
2026-09-24 10:19:35,RTY,2836.0,30.0,0.0,0,0,0,0
2026-09-24 10:20:35,RTY,2834.9,0.0,0.0,0,0,0,0
2026-09-24 10:21:35,RTY,2834.0,0.0,0.0,0,0,0,0
2026-09-24 10:22:35,RTY,2834.2,30.0,0.0,0,0,0,0
2026-09-24 10:23:35,RTY,2835.5,30.0,0.0,0,0,0,0
2026-09-24 10:24:36,RTY,2836.6,30.0,0.0,0,0,0,0
2026-09-24 10:25:35,RTY,2835.0,0.0,0.0,0,0,0,0
2026-09-24 10:26:35,RTY,2835.2,30.0,0.0,0,0,0,0
2026-09-24 10:27:35,RTY,2834.0,0.0,35.0,0,0,0,0
2026-09-24 10:28:35,RTY,2833.8,20.0,0.0,0,0,0,0
2026-09-24 10:29:35,RTY,2833.1,40.0,0.0,0,0,0,0
2026-09-24 10:30:35,RTY,2833.8,85.0,0.0,0,0,1,0
2026-09-24 10:31:35,RTY,2833.8,70.0,0.0,0,0,1,1
2026-09-24 10:32:35,RTY,2833.4,55.0,0.0,0,0,1,0
2026-09-24 10:33:35,RTY,2834.0,85.0,35.0,0,0,1,1
2026-09-24 10:34:35,RTY,2833.9,40.0,35.0,0,0,0,0
2026-09-24 10:35:35,RTY,2833.5,40.0,35.0,0,0,0,0
2026-09-24 10:36:35,RTY,2833.1,40.0,35.0,0,0,0,0
2026-09-24 10:37:35,RTY,2832.4,20.0,35.0,0,0,0,0
2026-09-24 10:38:35,RTY,2833.3,65.0,35.0,0,0,1,1
2026-09-24 10:39:35,RTY,2832.2,35.0,35.0,0,0,0,0
2026-09-24 10:40:35,RTY,2832.3,50.0,0.0,0,0,1,0
2026-09-24 10:41:35,RTY,2831.8,35.0,0.0,0,0,0,0
2026-09-24 10:42:35,RTY,2832.1,50.0,0.0,0,0,1,0
2026-09-24 10:43:35,RTY,2832.5,50.0,0.0,0,0,1,0
2026-09-24 10:44:35,RTY,2833.3,50.0,0.0,0,0,1,0
2026-09-24 10:45:35,RTY,2834.5,30.0,0.0,0,0,0,0
2026-09-24 10:46:35,RTY,2833.4,0.0,0.0,0,0,0,0
2026-09-24 10:47:35,RTY,2832.4,0.0,0.0,0,0,0,0
2026-09-24 10:48:35,RTY,2831.8,0.0,0.0,0,0,0,0
2026-09-24 10:49:35,RTY,2831.0,0.0,15.0,0,0,0,0
2026-09-24 10:50:36,RTY,2831.5,30.0,35.0,0,0,0,0
2026-09-24 10:51:35,RTY,2832.2,30.0,35.0,0,0,0,0
2026-09-24 10:52:35,RTY,2832.8,30.0,35.0,0,0,0,0
2026-09-24 10:53:35,RTY,2833.8,30.0,0.0,0,0,0,0
2026-09-24 10:54:35,RTY,2833.1,0.0,0.0,0,0,0,0
2026-09-24 10:55:35,RTY,2833.3,30.0,0.0,0,0,0,0
2026-09-24 10:56:35,RTY,2833.1,0.0,0.0,0,0,0,0
2026-09-24 10:57:36,RTY,2833.7,30.0,0.0,0,0,0,0
2026-09-24 10:58:35,RTY,2833.3,0.0,35.0,0,0,0,0
2026-09-24 10:59:35,RTY,2833.1,0.0,35.0,0,0,0,0
2026-09-24 11:00:35,RTY,2831.2,0.0,35.0,0,0,0,0
2026-09-24 11:01:35,RTY,2830.7,0.0,0.0,0,0,0,0
2026-09-24 11:02:35,RTY,2831.4,30.0,0.0,0,0,0,0
2026-09-24 11:03:35,RTY,2830.4,0.0,0.0,0,0,0,0
2026-09-24 11:04:35,RTY,2831.6,30.0,0.0,0,0,0,0
2026-09-24 11:05:35,RTY,2831.9,30.0,0.0,0,0,0,0
2026-09-24 11:06:35,RTY,2831.5,0.0,35.0,0,0,0,0
2026-09-24 11:07:35,RTY,2830.3,0.0,35.0,0,0,0,0
2026-09-24 11:08:35,RTY,2830.3,30.0,35.0,0,0,0,0
2026-09-24 11:09:35,RTY,2831.2,30.0,35.0,0,0,0,0
2026-09-24 11:10:35,RTY,2832.0,30.0,0.0,0,0,0,0
2026-09-24 11:12:35,RTY,2831.9,0.0,0.0,0,0,0,0
2026-09-24 11:13:35,RTY,2832.0,30.0,0.0,0,0,0,0
2026-09-24 11:14:35,RTY,2832.4,30.0,0.0,0,0,0,0
2026-09-24 11:15:36,RTY,2836.0,30.0,0.0,0,0,0,0
2026-09-24 11:16:36,RTY,2845.6,30.0,0.0,0,0,0,0
2026-09-24 11:17:36,RTY,2851.8,30.0,0.0,0,0,0,0
2026-09-24 11:18:36,RTY,2855.8,30.0,0.0,0,0,0,0
2026-09-24 11:19:36,RTY,2851.6,0.0,0.0,0,0,0,0
2026-09-24 11:20:36,RTY,2854.0,30.0,0.0,0,0,0,0
2026-09-24 11:21:35,RTY,2851.8,0.0,0.0,0,0,0,0
2026-09-24 11:22:36,RTY,2853.1,30.0,0.0,0,0,0,0
2026-09-24 11:23:36,RTY,2853.8,30.0,0.0,0,0,0,0
2026-09-24 11:24:36,RTY,2852.9,0.0,0.0,0,0,0,0
2026-09-24 11:25:35,RTY,2852.9,30.0,0.0,0,0,0,0
2026-09-24 11:26:35,RTY,2851.3,0.0,0.0,0,0,0,0
2026-09-24 11:27:35,RTY,2851.8,65.0,0.0,0,0,1,0
2026-09-24 11:28:35,RTY,2852.6,50.0,0.0,0,0,1,0
2026-09-24 11:29:35,RTY,2851.8,55.0,0.0,0,0,1,0
2026-09-24 11:30:35,RTY,2850.8,0.0,0.0,0,0,0,0
2026-09-24 11:31:35,RTY,2849.2,0.0,0.0,0,0,0,0
2026-09-24 11:32:37,RTY,2846.7,0.0,35.0,0,0,0,0
2026-09-24 11:33:35,RTY,2849.2,70.0,35.0,0,0,1,0
2026-09-24 11:34:36,RTY,2848.7,0.0,35.0,0,0,0,0
2026-09-24 11:35:35,RTY,2849.2,50.0,35.0,0,0,1,0
2026-09-24 11:36:35,RTY,2852.2,30.0,0.0,0,0,0,0
2026-09-24 11:37:36,RTY,2853.8,30.0,0.0,0,0,0,0
2026-09-24 11:38:36,RTY,2854.0,30.0,0.0,0,0,0,0
2026-09-24 11:39:35,RTY,2854.8,30.0,35.0,0,0,0,0
2026-09-24 11:40:35,RTY,2856.1,30.0,35.0,0,0,0,0
2026-09-24 11:41:36,RTY,2859.7,30.0,35.0,0,0,0,0
2026-09-24 11:42:36,RTY,2860.8,30.0,35.0,0,0,0,0
2026-09-24 11:43:35,RTY,2859.4,0.0,35.0,0,0,0,0
2026-09-24 11:44:36,RTY,2856.3,0.0,35.0,0,0,0,0
2026-09-24 11:45:36,RTY,2854.2,0.0,0.0,0,0,0,0
2026-09-24 11:46:35,RTY,2854.8,30.0,0.0,0,0,0,0
2026-09-24 11:47:35,RTY,2854.6,0.0,0.0,0,0,0,0
2026-09-24 11:48:35,RTY,2855.0,30.0,0.0,0,0,0,0
2026-09-24 11:49:35,RTY,2854.5,0.0,0.0,0,0,0,0
2026-09-24 11:50:36,RTY,2854.9,30.0,0.0,0,0,0,0
2026-09-24 11:51:35,RTY,2855.1,30.0,15.0,0,0,0,0
2026-09-24 11:52:35,RTY,2854.4,0.0,0.0,0,0,0,0
2026-09-24 11:53:36,RTY,2852.8,0.0,0.0,0,0,0,0
2026-09-24 11:54:36,RTY,2853.2,30.0,15.0,0,0,0,0
2026-09-24 11:55:35,RTY,2852.7,0.0,0.0,0,0,0,0
2026-09-24 11:56:36,RTY,2853.1,30.0,35.0,0,0,0,0
2026-09-24 11:57:35,RTY,2854.3,30.0,35.0,0,0,0,0
2026-09-24 11:58:36,RTY,2853.6,0.0,35.0,0,0,0,0
2026-09-24 11:59:35,RTY,2852.8,0.0,35.0,0,0,0,0
2026-09-24 12:00:35,RTY,2850.5,0.0,0.0,0,0,0,0
2026-09-24 12:01:36,RTY,2851.3,30.0,0.0,0,0,0,0
2026-09-24 12:02:35,RTY,2851.9,30.0,0.0,0,0,0,0
2026-09-24 12:03:35,RTY,2855.2,30.0,0.0,0,0,0,0
2026-09-24 12:04:35,RTY,2854.3,0.0,0.0,0,0,0,0
2026-09-24 12:05:35,RTY,2854.4,30.0,35.0,0,0,0,0
2026-09-24 12:06:35,RTY,2854.1,0.0,35.0,0,0,0,0
2026-09-24 12:07:35,RTY,2855.6,30.0,35.0,0,0,0,0
2026-09-24 12:08:35,RTY,2854.7,0.0,35.0,0,0,0,0
2026-09-24 12:09:35,RTY,2854.8,30.0,0.0,0,0,0,0
2026-09-24 12:10:36,RTY,2853.7,0.0,0.0,0,0,0,0
2026-09-24 12:11:36,RTY,2851.8,0.0,0.0,0,0,0,0
2026-09-24 12:12:35,RTY,2852.1,30.0,0.0,0,0,0,0
2026-09-24 12:13:35,RTY,2852.1,30.0,0.0,0,0,0,0
2026-09-24 12:14:36,RTY,2856.3,30.0,35.0,0,0,0,0
2026-09-24 12:15:36,RTY,2853.4,0.0,35.0,0,0,0,0
2026-09-24 12:16:36,RTY,2854.2,30.0,35.0,0,0,0,0
2026-09-24 12:17:35,RTY,2854.3,50.0,35.0,0,0,1,0
2026-09-24 12:18:35,RTY,2854.1,35.0,0.0,0,0,0,0
2026-09-24 12:19:36,RTY,2851.5,0.0,0.0,0,0,0,0
2026-09-24 12:20:36,RTY,2849.5,0.0,0.0,0,0,0,0
2026-09-24 12:21:36,RTY,2850.9,65.0,0.0,0,0,1,0
2026-09-24 12:22:36,RTY,2851.6,30.0,0.0,0,0,0,0
2026-09-24 12:23:36,RTY,2851.2,20.0,0.0,0,0,0,0
2026-09-24 12:24:36,RTY,2852.1,30.0,0.0,0,0,0,0
2026-09-24 12:25:36,RTY,2850.4,0.0,0.0,0,0,0,0
2026-09-24 12:26:36,RTY,2849.0,0.0,0.0,0,0,0,0
2026-09-24 12:27:37,RTY,2848.4,0.0,0.0,0,0,0,0
2026-09-24 12:28:36,RTY,2850.0,30.0,0.0,0,0,0,0
2026-09-24 12:29:36,RTY,2849.9,0.0,35.0,0,0,0,0
2026-09-24 12:30:36,RTY,2851.3,30.0,35.0,0,0,0,0
2026-09-24 12:31:36,RTY,2851.7,30.0,35.0,0,0,0,0
2026-09-24 12:32:36,RTY,2851.1,0.0,35.0,0,0,0,0
2026-09-24 12:33:36,RTY,2850.2,0.0,0.0,0,0,0,0
2026-09-24 12:34:36,RTY,2849.3,0.0,0.0,0,0,0,0
2026-09-24 12:35:35,RTY,2848.5,0.0,0.0,0,0,0,0
2026-09-24 12:36:35,RTY,2849.1,70.0,0.0,0,0,1,1
2026-09-24 12:37:35,RTY,2848.5,55.0,0.0,0,0,1,0
2026-09-24 12:38:36,RTY,2847.9,20.0,0.0,0,0,0,0
2026-09-24 12:39:36,RTY,2848.7,85.0,0.0,0,0,1,0
2026-09-24 12:40:35,RTY,2848.5,40.0,35.0,0,0,0,0
2026-09-24 12:41:35,RTY,2848.6,70.0,0.0,0,0,1,0
2026-09-24 12:42:35,RTY,2848.9,85.0,0.0,0,0,1,0
2026-09-24 12:43:36,RTY,2846.8,0.0,0.0,0,0,0,0
2026-09-24 12:44:36,RTY,2846.7,0.0,35.0,0,0,0,0
2026-09-24 12:45:36,RTY,2846.4,40.0,35.0,0,0,0,0
2026-09-24 12:46:36,RTY,2847.7,50.0,0.0,0,0,1,0
2026-09-24 12:47:35,RTY,2847.2,40.0,0.0,0,0,0,0
2026-09-24 12:48:35,RTY,2847.8,85.0,0.0,0,0,1,0
2026-09-24 12:49:35,RTY,2848.9,30.0,0.0,0,0,0,0
2026-09-24 12:50:35,RTY,2849.9,30.0,0.0,0,0,0,0
2026-09-24 12:51:35,RTY,2849.8,40.0,35.0,0,0,0,0
2026-09-24 12:52:35,RTY,2849.6,20.0,35.0,0,0,0,0
2026-09-24 12:53:35,RTY,2849.3,35.0,35.0,0,0,0,0
2026-09-24 12:54:35,RTY,2849.1,35.0,35.0,0,0,0,0
2026-09-24 12:55:35,RTY,2848.3,20.0,35.0,0,0,0,0
2026-09-24 12:56:35,RTY,2849.1,65.0,0.0,0,0,1,0
2026-09-24 12:57:35,RTY,2849.3,50.0,0.0,0,0,1,0
2026-09-24 12:58:35,RTY,2849.5,50.0,0.0,0,0,1,0
2026-09-24 12:59:35,RTY,2851.2,30.0,0.0,0,0,0,0
2026-09-24 13:00:35,RTY,2850.8,20.0,0.0,0,0,0,0
2026-09-24 13:01:35,RTY,2848.6,0.0,0.0,0,0,0,0
2026-09-24 13:02:36,RTY,2847.7,0.0,0.0,0,0,0,0
2026-09-24 13:03:36,RTY,2846.4,0.0,0.0,0,0,0,0
2026-09-24 13:04:35,RTY,2846.0,0.0,0.0,0,0,0,0
2026-09-24 13:05:35,RTY,2845.4,0.0,35.0,0,0,0,0
2026-09-24 13:06:35,RTY,2847.4,30.0,35.0,0,0,0,0
2026-09-24 13:07:35,RTY,2849.4,30.0,35.0,0,0,0,0
2026-09-24 13:08:35,RTY,2850.6,30.0,35.0,0,0,0,0
2026-09-24 13:09:35,RTY,2849.9,0.0,0.0,0,0,0,0
2026-09-24 13:10:35,RTY,2851.3,30.0,0.0,0,0,0,0
2026-09-24 13:11:36,RTY,2852.1,30.0,0.0,0,0,0,0
2026-09-24 13:12:36,RTY,2851.1,0.0,0.0,0,0,0,0
2026-09-24 13:13:35,RTY,2850.8,0.0,0.0,0,0,0,0
2026-09-24 13:14:36,RTY,2851.9,30.0,0.0,0,0,0,0
2026-09-24 13:15:36,RTY,2852.3,30.0,0.0,0,0,0,0
2026-09-24 13:16:35,RTY,2854.4,30.0,0.0,0,0,0,0
2026-09-24 13:17:35,RTY,2854.4,30.0,0.0,0,0,0,0
2026-09-24 13:18:35,RTY,2855.5,50.0,0.0,0,0,1,0
2026-09-24 13:19:35,RTY,2853.6,20.0,0.0,0,0,0,0
2026-09-24 13:20:35,RTY,2852.1,0.0,0.0,0,0,0,0
2026-09-24 13:21:36,RTY,2852.2,50.0,35.0,0,0,1,0
2026-09-24 13:22:36,RTY,2852.9,65.0,35.0,0,0,1,0
2026-09-24 13:23:36,RTY,2853.5,50.0,35.0,0,0,1,0
2026-09-24 13:24:36,RTY,2854.0,65.0,35.0,0,0,1,0
2026-09-24 13:25:35,RTY,2855.6,30.0,0.0,0,0,0,0
2026-09-24 13:26:36,RTY,2857.9,30.0,0.0,0,0,0,0
2026-09-24 13:27:35,RTY,2857.5,0.0,0.0,0,0,0,0
2026-09-24 13:28:36,RTY,2856.9,20.0,0.0,0,0,0,0
2026-09-24 13:29:36,RTY,2857.1,50.0,0.0,0,0,1,0
2026-09-24 13:30:36,RTY,2857.7,50.0,0.0,0,0,1,0
2026-09-24 13:31:36,RTY,2856.0,20.0,0.0,0,0,0,0
2026-09-24 13:32:35,RTY,2855.8,0.0,0.0,0,0,0,0
2026-09-24 13:33:35,RTY,2855.7,20.0,0.0,0,0,0,0
2026-09-24 13:34:35,RTY,2854.8,0.0,0.0,0,0,0,0
2026-09-24 13:35:35,RTY,2853.6,0.0,0.0,0,0,0,0
2026-09-24 13:36:36,RTY,2853.8,30.0,0.0,0,0,0,0
2026-09-24 13:37:35,RTY,2855.5,30.0,0.0,0,0,0,0
2026-09-24 13:38:35,RTY,2855.3,0.0,0.0,0,0,0,0
2026-09-24 13:39:35,RTY,2859.7,30.0,0.0,0,0,0,0
2026-09-24 13:40:35,RTY,2856.9,0.0,0.0,0,0,0,0
2026-09-24 13:41:35,RTY,2856.5,0.0,0.0,0,0,0,0
2026-09-24 13:42:35,RTY,2856.1,0.0,0.0,0,0,0,0
2026-09-24 13:43:35,RTY,2855.8,0.0,0.0,0,0,0,0
2026-09-24 13:44:35,RTY,2856.1,30.0,0.0,0,0,0,0
2026-09-24 13:45:35,RTY,2856.0,0.0,0.0,0,0,0,0
2026-09-24 13:46:35,RTY,2855.4,0.0,0.0,0,0,0,0
2026-09-24 13:47:35,RTY,2855.5,30.0,0.0,0,0,0,0
2026-09-24 13:48:35,RTY,2856.3,30.0,0.0,0,0,0,0
2026-09-24 13:49:35,RTY,2855.9,0.0,0.0,0,0,0,0
2026-09-24 13:50:35,RTY,2856.5,30.0,0.0,0,0,0,0
2026-09-24 13:51:35,RTY,2857.0,30.0,0.0,0,0,0,0
2026-09-24 13:52:35,RTY,2858.6,30.0,0.0,0,0,0,0
2026-09-24 13:53:36,RTY,2858.1,0.0,0.0,0,0,0,0
2026-09-24 13:54:36,RTY,2857.4,0.0,0.0,0,0,0,0
2026-09-24 13:55:35,RTY,2857.5,30.0,0.0,0,0,0,0
2026-09-24 13:56:35,RTY,2858.1,30.0,0.0,0,0,0,0
