2025-12-03 08:40:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:41:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:42:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:43:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:44:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:45:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:46:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:47:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:48:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:49:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:50:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:51:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:52:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:53:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:54:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:55:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:56:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:57:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:58:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 08:59:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 09:00:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 09:01:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 09:02:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 09:03:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 09:04:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 09:05:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 09:06:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
2025-12-03 09:07:00,25600,,,,24500,,,,,,,,,,,,,,,25555.857
