Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-08-26 08:35:54,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29145.6
2026-08-26 08:45:54,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29230.72
2026-08-26 08:45:54,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29230.72
2026-08-26 08:46:54,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29215.74
2026-08-26 08:48:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29222.77
2026-08-26 08:52:55,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29226.83
2026-08-26 08:57:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29246.85
2026-08-26 08:59:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29261.89
2026-08-26 09:02:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29242.43
2026-08-26 09:03:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29251.92
2026-08-26 09:11:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29205.01
2026-08-26 09:11:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29205.01
2026-08-26 09:16:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29176.82
2026-08-26 09:17:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29182.58
2026-08-26 09:20:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29171.64
2026-08-26 09:21:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29156.89
2026-08-26 09:25:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29137.02
2026-08-26 09:44:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29158.69
2026-08-26 09:50:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29186.95
2026-08-26 10:05:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29201.31
2026-08-26 10:09:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29207.66
2026-08-26 10:24:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29178.66
2026-08-26 10:32:52,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29185.1
2026-08-26 10:40:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29198.18
2026-08-26 10:40:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29198.18
2026-08-26 10:51:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29183.37
2026-08-26 10:55:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29173.08
2026-08-26 10:56:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29174.69
2026-08-26 11:02:53,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29141.02
2026-08-26 11:05:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29152.81
2026-08-26 11:13:52,NDX,HEDGE_CHASE_SWEEP,BULLISH,,,,,29143.28
2026-08-26 11:22:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29146.24
2026-08-26 11:26:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29139.8
2026-08-26 11:29:53,NDX,HEDGE_CHASE_SWEEP,BEARISH,,,,,29143.53
