Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-08-25 20:57:20,NVDA,BULLISH_CALL_SWEEP,BULLISH,17,445662,129653903.0,True,213.05
2026-08-25 20:57:20,NVDA,BEARISH_PUT_SWEEP,BEARISH,9,102145,34908156.0,True,213.05
2026-08-25 20:57:20,NVDA,VOL_CRUSH_SWEEP,NEUTRAL,,,112607081.0,,213.05
2026-08-26 00:00:19,NVDA,BULLISH_CALL_SWEEP,BULLISH,17,445662,129653903.0,True,213.83
2026-08-26 00:00:19,NVDA,BEARISH_PUT_SWEEP,BEARISH,9,102145,34908156.0,True,213.83
2026-08-26 00:00:19,NVDA,VOL_CRUSH_SWEEP,NEUTRAL,,,112607081.0,,213.83
2026-08-26 08:30:56,NVDA,VOL_CRUSH_SWEEP,NEUTRAL,,,633038.0,,212.48
2026-08-26 08:31:54,NVDA,VOL_CRUSH_SWEEP,NEUTRAL,,,1241718.0,,213.06
2026-08-26 08:33:54,NVDA,VOL_CRUSH_SWEEP,NEUTRAL,,,892453.0,,212.3
2026-08-26 08:33:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,212.3
2026-08-26 08:35:21,NVDA,BULLISH_CALL_SWEEP,BULLISH,6,3358,1163538.0,True,211.59
2026-08-26 08:36:56,NVDA,BEARISH_PUT_SWEEP,BEARISH,3,1122,704303.0,True,211.4
2026-08-26 08:36:56,NVDA,VOL_CRUSH_SWEEP,NEUTRAL,,,929508.0,,211.4
2026-08-26 08:38:53,NVDA,VOL_CRUSH_SWEEP,NEUTRAL,,,636210.0,,211.75
2026-08-26 08:44:54,NVDA,BULLISH_CALL_SWEEP,BULLISH,4,3096,361600.0,True,212.9
2026-08-26 08:45:55,NVDA,VOL_CRUSH_SWEEP,NEUTRAL,,,1427145.0,,213.3
2026-08-26 08:49:54,NVDA,BULLISH_CALL_SWEEP,BULLISH,3,1562,454913.0,True,212.45
2026-08-26 08:49:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,212.45
2026-08-26 08:51:54,NVDA,BULLISH_CALL_SWEEP,BULLISH,3,1760,649447.0,True,212.15
2026-08-26 08:55:54,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,212.4
2026-08-26 08:59:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,212.65
2026-08-26 09:02:55,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,212.23
2026-08-26 09:08:53,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,211.89
2026-08-26 09:11:54,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,211.68
2026-08-26 09:15:53,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,211.33
2026-08-26 09:18:53,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,211.31
2026-08-26 09:20:54,NVDA,BULLISH_CALL_SWEEP,BULLISH,3,1061,251307.0,True,210.87
2026-08-26 09:22:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.77
2026-08-26 09:24:54,NVDA,BULLISH_CALL_SWEEP,BULLISH,3,1126,369162.0,True,210.54
2026-08-26 09:25:53,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.52
2026-08-26 09:29:53,NVDA,BULLISH_CALL_SWEEP,BULLISH,3,919,479527.0,True,210.57
2026-08-26 09:37:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.55
2026-08-26 09:48:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,211.04
2026-08-26 09:54:54,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,211.12
2026-08-26 09:55:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,211.18
2026-08-26 09:57:54,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,211.13
2026-08-26 10:05:53,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,211.21
2026-08-26 10:41:55,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,211.25
2026-08-26 10:56:53,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.99
2026-08-26 11:01:54,NVDA,BULLISH_CALL_SWEEP,BULLISH,3,746,969743.0,True,210.34
2026-08-26 11:11:53,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.29
2026-08-26 11:15:54,NVDA,BULLISH_CALL_SWEEP,BULLISH,3,1577,459711.0,True,209.94
2026-08-26 11:24:54,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,210.32
2026-08-26 11:35:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,209.99
2026-08-26 12:06:54,NVDA,BULLISH_CALL_SWEEP,BULLISH,3,1963,335226.0,True,209.81
2026-08-26 12:24:54,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,210.22
2026-08-26 12:31:55,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,209.97
2026-08-26 12:36:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.09
2026-08-26 12:42:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.13
2026-08-26 12:55:56,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.47
2026-08-26 13:08:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.81
2026-08-26 13:12:41,NVDA,BULLISH_CALL_SWEEP,BULLISH,4,1125,568610.0,True,210.51
2026-08-26 13:13:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.41
2026-08-26 13:19:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.57
2026-08-26 13:20:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.68
2026-08-26 13:40:55,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.71
2026-08-26 13:44:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,210.5
2026-08-26 13:55:53,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,211.01
2026-08-26 13:56:54,NVDA,VOL_CRUSH_SWEEP,NEUTRAL,,,498489.0,,211.06
2026-08-26 14:06:54,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,211.23
2026-08-26 14:09:55,NVDA,HEDGE_CHASE_SWEEP,BEARISH,,,,,211.12
2026-08-26 14:17:54,NVDA,HEDGE_CHASE_SWEEP,BULLISH,,,,,211.08
2026-08-26 14:28:54,NVDA,BULLISH_CALL_SWEEP,BULLISH,3,1749,307555.0,True,210.91
