Time,Activo,SPOT,pin_probability,liquidity_void_score,dealer_trap_score,nearest_wall_strike,magnet_strike,wall_above_strike,wall_below_strike
2026-07-27 16:34:46,QQQ,682.8,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:35:45,QQQ,682.8,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:36:45,QQQ,682.8,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:37:45,QQQ,682.8,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:38:45,QQQ,682.6,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:39:45,QQQ,682.75,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:40:45,QQQ,682.6,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:41:45,QQQ,682.7,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:42:45,QQQ,682.8,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:43:45,QQQ,682.8,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:44:45,QQQ,682.8,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:45:45,QQQ,682.8,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:46:45,QQQ,682.7,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:47:45,QQQ,682.7,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:48:45,QQQ,682.86,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:49:45,QQQ,682.86,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:50:45,QQQ,682.86,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:51:45,QQQ,682.7,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:52:45,QQQ,682.7,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:53:45,QQQ,682.64,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:54:45,QQQ,682.65,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:55:45,QQQ,682.65,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:56:45,QQQ,682.6,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:57:45,QQQ,682.64,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:58:45,QQQ,682.6,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 16:59:45,QQQ,682.69,0.6,0.0,0.0,680.0,683.0,690.0,680.0
2026-07-27 17:00:46,QQQ,682.68,0.15,0.0,0.0,670.0,683.0,700.0,670.0
2026-07-27 17:01:45,QQQ,682.34,0.15,0.0,0.0,670.0,682.0,700.0,670.0
2026-07-27 17:02:45,QQQ,682.12,0.15,0.0,0.0,670.0,682.0,700.0,670.0
2026-07-27 17:03:46,QQQ,682.31,0.15,0.0,0.0,670.0,682.0,700.0,670.0
2026-07-27 17:04:45,QQQ,682.12,0.15,0.0,0.0,670.0,682.0,700.0,670.0
2026-07-27 17:05:45,QQQ,682.06,0.15,0.0,0.0,670.0,682.0,700.0,670.0
2026-07-27 17:06:45,QQQ,682.0,0.15,0.0,0.0,670.0,682.0,700.0,670.0
2026-07-27 17:07:45,QQQ,681.8,0.15,0.0,0.0,670.0,682.0,700.0,670.0
2026-07-27 17:08:45,QQQ,681.82,0.15,0.0,0.0,670.0,682.0,700.0,670.0
2026-07-27 17:09:45,QQQ,681.76,0.15,0.0,0.0,670.0,682.0,700.0,670.0
2026-07-27 17:10:45,QQQ,681.71,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:11:45,QQQ,681.63,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:12:45,QQQ,681.62,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:13:45,QQQ,681.3,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:14:46,QQQ,681.31,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:15:45,QQQ,681.28,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:16:45,QQQ,681.22,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:17:45,QQQ,681.38,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:18:45,QQQ,681.38,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:19:45,QQQ,681.36,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:20:45,QQQ,681.24,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:21:45,QQQ,681.3,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:22:45,QQQ,681.34,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:23:45,QQQ,681.39,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:24:46,QQQ,681.1,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:25:45,QQQ,680.93,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:26:45,QQQ,680.92,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:27:45,QQQ,680.87,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:28:45,QQQ,680.74,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:29:45,QQQ,680.58,0.15,0.0,0.0,670.0,680.0,700.0,670.0
2026-07-27 17:30:45,QQQ,680.71,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:31:45,QQQ,680.86,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:32:46,QQQ,681.03,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:33:45,QQQ,680.94,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:34:45,QQQ,680.86,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:35:46,QQQ,681.13,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:36:45,QQQ,681.17,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:37:45,QQQ,680.87,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:38:45,QQQ,680.84,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:39:45,QQQ,680.94,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:40:46,QQQ,680.8,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:41:45,QQQ,680.8,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:42:45,QQQ,680.75,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:43:45,QQQ,680.73,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:44:45,QQQ,680.64,0.15,0.0,0.0,670.0,681.0,700.0,670.0
2026-07-27 17:45:45,QQQ,680.69,0.15,0.0,0.0,670.0,681.0,700.0,670.0
