Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT,Side,Rel,Moneyness
2026-08-18 08:32:35,NDX,29800.0,UNUSUAL_CALL_VOL,50,138000.0,27.6,26.83,0.216,0.001356,SHORT_GAMMA,29627.62,UAC,ABOVE,172.38
2026-08-18 08:35:35,NDX,29700.0,UNUSUAL_CALL_VOL,51,228735.0,44.85,24.6,0.335,0.00185,SHORT_GAMMA,29614.21,UAC,ABOVE,85.79
2026-08-18 08:39:45,NDX,29910.0,UNUSUAL_CALL_VOL,107,76505.0,7.15,24.49,0.076,0.000731,LONG_GAMMA,29626.99,UAC,ABOVE,283.01
2026-08-18 08:42:45,NDX,29930.0,UNUSUAL_CALL_VOL,326,229830.0,7.05,23.14,0.081,0.000815,LONG_GAMMA,29669.83,UAC,ABOVE,260.17
2026-08-18 08:43:45,NDX,29670.0,UNUSUAL_PUT_VOL,104,907920.0,87.3,20.81,-0.58,0.002369,LONG_GAMMA,29634.93,UAP,ATM,35.07
2026-08-18 08:52:45,NDX,29600.0,UNUSUAL_PUT_VOL,51,493425.0,96.75,22.35,-0.604,0.002208,LONG_GAMMA,29552.52,UAP,ABOVE,47.48
2026-08-18 08:58:46,NDX,29800.0,UNUSUAL_CALL_VOL,64,50560.0,7.9,23.49,0.087,0.000874,LONG_GAMMA,29550.46,UAC,ABOVE,249.54
2026-08-18 09:01:45,NDX,29550.0,PUT_BLOCK_BUY,203,1621970.0,79.9,24.26,-0.514,0.002131,LONG_GAMMA,29541.76,BAP,ATM,8.24
2026-08-18 09:01:45,NDX,29500.0,PUT_BLOCK_BUY,202,1131200.0,56.0,24.04,-0.407,0.002093,LONG_GAMMA,29541.76,BAP,ATM,-41.76
2026-08-18 09:16:45,NDX,29470.0,UNUSUAL_PUT_VOL,103,509850.0,49.5,23.49,-0.385,0.002158,LONG_GAMMA,29520.09,UAP,BELOW,-50.09
2026-08-18 09:16:45,NDX,29460.0,UNUSUAL_PUT_VOL,133,623770.0,46.9,23.9,-0.366,0.002087,LONG_GAMMA,29520.09,UAP,BELOW,-60.09
2026-08-18 09:20:45,NDX,29880.0,UNUSUAL_CALL_VOL,70,15575.0,2.23,23.34,0.029,0.00038,LONG_GAMMA,29544.99,UAC,ABOVE,335.01
2026-08-18 09:20:45,NDX,29800.0,UNUSUAL_CALL_VOL,74,36630.0,4.95,21.98,0.063,0.00075,LONG_GAMMA,29544.99,UAC,ABOVE,255.01
2026-08-18 09:20:45,NDX,29170.0,UNUSUAL_PUT_VOL,70,39550.0,5.65,31.06,-0.052,0.000455,LONG_GAMMA,29544.99,UAP,BELOW,-374.99
2026-08-18 09:20:45,NDX,29090.0,UNUSUAL_PUT_VOL,71,26092.0,3.68,33.39,-0.033,0.000294,LONG_GAMMA,29544.99,UAP,BELOW,-454.99
2026-08-18 09:23:45,NDX,29380.0,UNUSUAL_PUT_VOL,50,114250.0,22.85,24.57,-0.208,0.001564,LONG_GAMMA,29527.04,UAP,BELOW,-147.04
2026-08-18 09:25:45,NDX,30250.0,UNUSUAL_CALL_VOL,52,1430.0,0.28,33.01,0.003,3.7e-05,LONG_GAMMA,29563.82,UAC,ABOVE,686.18
2026-08-18 09:25:45,NDX,29850.0,UNUSUAL_CALL_VOL,58,18125.0,3.12,22.0,0.042,0.000547,LONG_GAMMA,29563.82,UAC,ABOVE,286.18
2026-08-18 09:26:45,NDX,29880.0,UNUSUAL_CALL_VOL,50,12125.0,2.42,21.86,0.034,0.000459,LONG_GAMMA,29579.11,UAC,ABOVE,300.89
2026-08-18 09:26:45,NDX,29800.0,UNUSUAL_CALL_VOL,52,32240.0,6.2,20.95,0.081,0.000958,LONG_GAMMA,29579.11,UAC,ABOVE,220.89
2026-08-18 09:26:45,NDX,29170.0,UNUSUAL_PUT_VOL,50,24250.0,4.85,32.51,-0.044,0.000382,LONG_GAMMA,29579.11,UAP,BELOW,-409.11
2026-08-18 09:26:45,NDX,29090.0,UNUSUAL_PUT_VOL,50,16000.0,3.2,34.85,-0.028,0.000249,LONG_GAMMA,29579.11,UAP,BELOW,-489.11
2026-08-18 09:35:45,NDX,29560.0,UNUSUAL_PUT_VOL,100,532500.0,53.25,21.03,-0.446,0.002558,SHORT_GAMMA,29579.73,UAP,ATM,-19.73
2026-08-18 09:35:45,NDX,29550.0,UNUSUAL_PUT_VOL,100,502500.0,50.25,21.5,-0.422,0.002477,SHORT_GAMMA,29579.73,UAP,ATM,-29.73
2026-08-18 09:39:45,NDX,29380.0,UNUSUAL_PUT_VOL,201,287430.0,14.3,24.32,-0.146,0.001288,LONG_GAMMA,29565.19,UAP,BELOW,-185.19
2026-08-18 09:53:45,NDX,29160.0,UNUSUAL_PUT_VOL,110,50050.0,4.55,27.68,-0.049,0.000517,LONG_GAMMA,29482.23,UAP,BELOW,-322.23
2026-08-18 09:53:45,NDX,29130.0,UNUSUAL_PUT_VOL,100,36750.0,3.67,28.49,-0.04,0.000421,LONG_GAMMA,29482.23,UAP,BELOW,-352.23
2026-08-18 09:59:45,NDX,29380.0,UNUSUAL_PUT_VOL,202,757500.0,37.5,22.9,-0.336,0.002264,LONG_GAMMA,29446.63,UAP,BELOW,-66.63
2026-08-18 10:35:46,NDX,29550.0,UNUSUAL_CALL_VOL,143,384670.0,26.9,18.87,0.318,0.00286,LONG_GAMMA,29489.93,UAC,ABOVE,60.07
2026-08-18 10:35:46,NDX,29500.0,UNUSUAL_CALL_VOL,142,690830.0,48.65,19.62,0.472,0.003068,LONG_GAMMA,29489.93,UAC,ATM,10.07
2026-08-18 10:39:46,NDX,29380.0,UNUSUAL_PUT_VOL,96,173760.0,18.1,20.08,-0.223,0.002266,LONG_GAMMA,29479.14,UAP,BELOW,-99.14
2026-08-18 10:42:46,NDX,29380.0,UNUSUAL_PUT_VOL,123,172815.0,14.05,20.11,-0.182,0.002015,LONG_GAMMA,29497.72,UAP,BELOW,-117.72
2026-08-18 10:59:46,NDX,29380.0,UNUSUAL_PUT_VOL,100,89500.0,8.95,21.4,-0.121,0.001491,LONG_GAMMA,29536.55,UAP,BELOW,-156.55
2026-08-18 11:38:45,NDX,29910.0,UNUSUAL_CALL_VOL,107,3478.0,0.33,24.96,0.005,0.000104,LONG_GAMMA,29536.97,UAC,ABOVE,373.03
