717.0,0.0,0,0
716.0,0.0,0,0
715.0,0.0,0,0
714.0,0.0,0,0
713.0,0.0,0,0
712.0,0.0,0,0
711.0,0.0,0,0
710.0,0.0,0,0
709.0,0.0,0,0
708.0,0.0,0,0
707.0,9.34270713928662e-98,0,0
706.0,3.352414631307268e-97,0,0
705.0,1.7406562248703475e-95,0,0
704.0,8.25211454230596e-95,0,0
703.0,2.151566689158001e-93,0,0
702.0,3.4558324669808216e-92,0,0
701.0,5.268093639017472e-91,0,0
700.0,5.363337497508354e-89,0,0
699.0,3.058204706178739e-88,0,0
698.0,1.393812427439588e-86,0,0
697.0,7.804537509266167e-85,0,0
696.0,4.653055422098143e-83,0,0
695.0,-2.0230423823103307e-16,0,0
694.0,8.861742258144137e-79,0,0
693.0,1.3147105163595072e-76,0,0
692.0,6.2977945151287175e-74,0,0
691.0,-36.959305177185925,0,0
690.0,-4.479230375953153e-24,0,0
689.0,-0.2817434787028999,0,0
688.0,-46466.12492459495,0,0
687.0,-49134977.02381791,0,0
686.0,-1795270302.0431557,0,0
685.0,-75818980732.11258,0,0
684.0,-845.570501787262,0,0
683.0,1.7573254053022357e-25,0,0
682.0,-1.693955157000833e-55,0,0
681.0,-1.9113813920566874e-42,0,0
680.0,-3.866976642728002e-46,0,0
679.0,-9.94512788138868e-70,0,0
678.0,-5.002802461492403e-73,0,0
677.0,-7.644203062515383e-76,0,0
676.0,-2.2788309881355997e-78,0,0
675.0,-2.8532920016464243e-80,0,0
674.0,-1.8360293138309028e-82,0,0
673.0,-1.8282808537289956e-84,0,0
672.0,-6.132053074562197e-86,0,0
671.0,-1.432835704934138e-87,0,0
670.0,-6.44496240263828e-89,0,0
669.0,-2.4897353467810736e-90,0,0
668.0,-1.3515653424457136e-91,0,0
667.0,-1.0170728453671078e-92,0,0
666.0,-8.987867711243127e-94,0,0
665.0,-9.426882606529575e-95,0,0
664.0,-4.197431420755813e-96,0,0
663.0,-2.867680361425133e-97,0,0
662.0,0.0,0,0
661.0,0.0,0,0
660.0,0.0,0,0
659.0,0.0,0,0
658.0,0.0,0,0
657.0,0.0,0,0
656.0,0.0,0,0
655.0,0.0,0,0
654.0,0.0,0,0
653.0,0.0,0,0
