677,164158.80
676,392534.75
675,1140615.40
674,919273.79
673,1550610.27
672,2790988.51
671,3924972.47
670,10352206.65
669,6328580.50
668,6228055.17
667,6802673.70
666,2566227.95
665,-17518993.47
664,-17119875.80
663,-6994662.09
662,-6789873.04
661,-3907513.25
660,-6792366.96
659,-2113669.64
658,-1377435.72
657,-1267383.84
656,-785178.68
655,-1331440.30
654,-610128.59
653,-391772.75
652,-332733.29
651,-191801.93
650,-633700.02
649,-103199.21
648,-128116.65
647,-50788.61
646,-48053.77
645,-213255.08
644,-17409.45
643,-41717.85
