612,8553.98
611,9318.90
610,83601.30
609,29821.37
608,34205.82
607,51738.35
606,39090.85
605,200539.11
604,317913.01
603,835867.46
602,1627131.24
601,6065188.86
600,23165653.31
599,7813392.51
598,695162.45
597,-5522148.30
596,-4203240.63
595,-2710856.19
594,-1339196.45
593,-506612.86
592,-435891.58
591,-199605.05
590,-490563.84
589,-104552.74
588,-138893.23
587,-50439.20
586,-37046.61
585,-117679.04
584,-44740.57
583,-30824.36
582,-43997.90
581,-21939.43
580,-52031.95
579,-9950.58
578,-11772.08
