Time,CallPremiumBuy,CallPremiumSell,PutPremiumBuy,PutPremiumSell,NetDeltaFlow,NetGammaFlow,NetCharmFlow,FlowVelocity,FlowAcceleration,FlowImbalance,FlowImbalance5m,FlowImbalance15m,FlowImbalanceCycle,CycleCallPremBuy,CyclePutPremBuy,CharmVelocity,CharmAcceleration,GammaRegime,DealerState,Regime,Confidence,Bias,Risk,BullishScore,BearishScore,VolatilityScore,SqueezeScore,PanicScore,BullishScoreRaw,BearishScoreRaw,Events,MaxCallFlowStrike,MaxPutFlowStrike,SPOT
2026-06-09 17:03:00,126271325.0,158300264.0,146737924.0,92004135.0,-197876.7,664379.73,2198249450.78,0.0,0.0,-0.075,-0.075,-0.075,-0.075,126271325.0,146737924.0,0.0,0.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.6,NEUTRAL,LOW,20.0,30.124902685511465,30.0,30.0,0.0,20.0,30.1,,732.0,740.0,735.64
2026-06-09 17:04:00,126271325.0,158300264.0,146737924.0,92004135.0,-197876.7,664379.73,2198249450.78,11352425.0,-22704850.0,-0.075,-0.075,-0.075,0.0,0.0,0.0,0.0,0.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.6,NEUTRAL,MEDIUM,20.0,30.1,37.0,30.0,0.0,20.0,30.1,,732.0,740.0,735.7
2026-06-09 17:05:00,126271325.0,158300264.0,146737924.0,92004135.0,-197876.7,664379.73,2198249450.78,7568283.0,-22704850.0,-0.075,-0.075,-0.075,0.0,0.0,0.0,0.0,0.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.6,NEUTRAL,MEDIUM,20.0,30.1,41.5,30.0,0.0,20.0,30.1,,732.0,740.0,735.99
2026-06-09 17:06:00,126271325.0,158300264.0,146737924.0,92004135.0,-197876.7,664379.73,2198249450.78,5676212.0,-11352425.0,-0.075,-0.075,-0.075,0.0,0.0,0.0,0.0,0.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.65,BULLISH,MEDIUM,25.2,24.9,44.5,30.0,0.0,35.0,15.1,,732.0,740.0,735.64
2026-06-09 17:07:00,126271325.0,158300264.0,146737924.0,92004135.0,-197876.7,664379.73,2198249450.78,4540970.0,-11352425.0,-0.075,-0.075,-0.075,0.0,0.0,0.0,0.0,0.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.6,NEUTRAL,MEDIUM,23.4,26.7,46.4,30.0,0.0,20.0,30.1,,732.0,740.0,735.97
2026-06-09 17:08:00,126271325.0,158300264.0,146737924.0,92004135.0,-197876.7,664379.73,2198249450.78,0.0,0.0,-0.075,0.0,-0.075,0.0,0.0,0.0,0.0,0.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.65,BULLISH,LOW,27.5,22.6,40.7,30.0,0.0,35.0,15.1,,732.0,740.0,735.65
2026-06-09 17:09:00,126271325.0,158300264.0,146737924.0,92004135.0,-197876.7,664379.73,2198249450.78,0.0,0.0,-0.075,0.0,-0.075,0.0,0.0,0.0,0.0,0.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.6,NEUTRAL,LOW,24.9,25.2,37.0,30.0,0.0,20.0,30.1,,732.0,740.0,736.07
2026-06-09 17:10:00,126271325.0,158300264.0,146737924.0,92004135.0,-197876.7,664379.73,2198249450.78,0.0,0.0,-0.075,0.0,-0.075,0.0,0.0,0.0,0.0,0.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.6,NEUTRAL,LOW,23.2,26.9,34.5,30.0,0.0,20.0,30.1,,732.0,740.0,736.0
2026-06-09 17:11:00,126271325.0,158300264.0,146737924.0,92004135.0,-197876.7,664379.73,2198249450.78,0.0,0.0,-0.075,0.0,-0.075,0.0,0.0,0.0,0.0,0.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.6,NEUTRAL,LOW,22.1,28.0,32.9,30.0,0.0,20.0,30.1,,732.0,740.0,735.91
2026-06-09 17:12:00,126271325.0,158300264.0,146737924.0,92004135.0,-197876.7,664379.73,2198249450.78,0.0,0.0,-0.075,0.0,-0.075,0.0,0.0,0.0,0.0,0.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.65,BULLISH,LOW,26.6,23.5,31.9,30.0,0.0,35.0,15.1,,732.0,740.0,735.84
