Time,CallPremiumBuy,CallPremiumSell,PutPremiumBuy,PutPremiumSell,NetDeltaFlow,NetGammaFlow,NetCharmFlow,FlowVelocity,FlowAcceleration,FlowImbalance,GammaRegime,DealerState,Regime,Confidence,Bias,Risk,BullishScore,BearishScore,VolatilityScore,SqueezeScore,PanicScore,Events,MaxCallFlowStrike,MaxPutFlowStrike,SPOT
2026-05-26 23:37:00,696.0,0.0,0.0,0.0,2.08,52.66,-3371.9,0.0,0.0,1.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,NEUTRAL,MEDIUM,45.0,35.0,50.0,35.0,30.0,,25.0,0.0,17.01
2026-05-26 23:38:00,696.0,0.0,0.0,0.0,2.08,52.66,-3371.9,348.0,-696.0,1.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.31,NEUTRAL,HIGH,45.0,35.0,70.0,35.0,30.0,,25.0,0.0,17.01
2026-05-26 23:39:00,696.0,0.0,0.0,0.0,2.08,52.66,-3371.9,232.0,-696.0,1.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.31,NEUTRAL,HIGH,45.0,35.0,70.0,35.0,30.0,,25.0,0.0,17.01
2026-05-26 23:40:00,696.0,0.0,0.0,0.0,2.08,52.66,-3371.9,174.0,-348.0,1.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.31,NEUTRAL,HIGH,45.0,35.0,70.0,35.0,30.0,,25.0,0.0,17.01
2026-05-26 23:41:00,696.0,0.0,0.0,0.0,2.08,52.66,-3371.9,139.0,-348.0,1.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.31,NEUTRAL,HIGH,45.0,35.0,70.0,35.0,30.0,,25.0,0.0,17.01
2026-05-26 23:42:00,696.0,0.0,0.0,0.0,2.08,52.66,-3371.9,0.0,0.0,1.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,NEUTRAL,MEDIUM,45.0,35.0,50.0,35.0,30.0,,25.0,0.0,17.01
2026-05-26 23:43:00,696.0,0.0,0.0,0.0,2.08,52.66,-3371.9,0.0,0.0,1.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,NEUTRAL,MEDIUM,45.0,35.0,50.0,35.0,30.0,,25.0,0.0,17.01
2026-05-26 23:44:00,696.0,0.0,0.0,0.0,2.08,52.66,-3371.9,0.0,0.0,1.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,NEUTRAL,MEDIUM,45.0,35.0,50.0,35.0,30.0,,25.0,0.0,17.01
2026-05-26 23:45:00,696.0,0.0,0.0,0.0,2.08,52.66,-3371.9,0.0,0.0,1.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,NEUTRAL,MEDIUM,45.0,35.0,50.0,35.0,30.0,,25.0,0.0,17.01
2026-05-26 23:46:00,696.0,0.0,0.0,0.0,2.08,52.66,-3371.9,0.0,0.0,1.0,POSITIVE,LONG_GAMMA,DEALER_LONG_GAMMA,0.35,NEUTRAL,MEDIUM,45.0,35.0,50.0,35.0,30.0,,25.0,0.0,17.01
