Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT
2026-07-28 17:09:53,RTY,2830.0,UNUSUAL_PUT_VOL,112,2240.0,0.2,31.08,-0.001,8.4e-05,SHORT_GAMMA,2966.2
2026-07-29 00:00:53,RTY,2960.0,PUT_BLOCK_BUY,238,508725.0,21.38,26.28,-0.545,0.012337,SHORT_GAMMA,2955.9
2026-07-29 06:31:39,RTY,2960.0,UNUSUAL_PUT_VOL,248,347200.0,14.0,28.91,-0.349,0.013851,SHORT_GAMMA,2970.1
2026-07-29 13:11:39,RTY,2980.0,PUT_BLOCK_BUY,114,458850.0,40.25,26.11,-1.0,0.000126,LONG_GAMMA,2942.6
2026-07-29 15:09:41,RTY,2980.0,PUT_BLOCK_BUY,228,1539000.0,67.5,20.0,-1.0,0.0,LONG_GAMMA,2905.7
2026-07-29 15:09:41,RTY,2940.0,UNUSUAL_CALL_VOL,171,2138.0,0.12,12.46,0.0,0.0,LONG_GAMMA,2905.7
2026-07-29 15:09:41,RTY,2930.0,UNUSUAL_CALL_VOL,119,1488.0,0.12,9.95,0.0,0.0,LONG_GAMMA,2905.7
2026-07-29 15:09:41,RTY,2930.0,UNUSUAL_PUT_VOL,111,193140.0,17.4,20.0,-1.0,0.0,LONG_GAMMA,2905.7
2026-07-29 15:09:41,RTY,2920.0,UNUSUAL_PUT_VOL,125,93750.0,7.5,20.0,-1.0,0.0,LONG_GAMMA,2905.7
2026-07-29 15:09:41,RTY,2910.0,UNUSUAL_PUT_VOL,117,6435.0,0.55,20.0,-1.0,0.0,LONG_GAMMA,2905.7
2026-07-29 15:09:41,RTY,2900.0,UNUSUAL_PUT_VOL,188,1410.0,0.08,2.87,0.0,0.0,LONG_GAMMA,2905.7
