Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT
2026-06-03 08:34:39,VIX,21.0,CALL_BLOCK_SELL,5623,351438.0,0.62,122.64,0.173,0.065159,SHORT_GAMMA,16.19
2026-06-03 08:42:39,VIX,21.0,UNUSUAL_CALL_VOL,2550,161925.0,0.64,123.54,0.182,0.066327,SHORT_GAMMA,16.29
2026-06-03 08:44:39,VIX,21.0,UNUSUAL_CALL_VOL,2442,155067.0,0.64,123.54,0.184,0.066656,LONG_GAMMA,16.32
2026-06-03 08:45:39,VIX,21.0,CALL_BLOCK_BUY,9296,604272.0,0.65,124.85,0.191,0.067196,LONG_GAMMA,16.37
2026-06-03 08:49:39,VIX,25.0,UNUSUAL_CALL_VOL,2030,71050.0,0.35,1.5,0.0,0.0,LONG_GAMMA,16.6
2026-06-03 08:49:39,VIX,19.0,CALL_BLOCK_BUY,7706,728217.0,0.95,107.62,0.302,0.098675,LONG_GAMMA,16.6
2026-06-03 08:50:39,VIX,21.0,UNUSUAL_CALL_VOL,2500,161250.0,0.65,124.43,0.207,0.069836,LONG_GAMMA,16.63
2026-06-03 08:50:39,VIX,20.5,CALL_BLOCK_BUY,3065,216082.0,0.7,120.52,0.227,0.075964,LONG_GAMMA,16.63
2026-06-03 08:56:39,VIX,20.0,CALL_BLOCK_SELL,3000,220500.0,0.73,113.36,0.222,0.080919,LONG_GAMMA,16.39
2026-06-03 08:56:39,VIX,16.0,UNUSUAL_PUT_VOL,2000,40000.0,0.2,57.21,-0.387,0.206282,LONG_GAMMA,16.39
2026-06-03 09:01:39,VIX,20.5,UNUSUAL_CALL_VOL,3065,193095.0,0.63,114.23,0.183,0.072206,LONG_GAMMA,16.26
2026-06-03 09:02:39,VIX,20.5,CALL_BLOCK_BUY,6130,386190.0,0.63,114.24,0.185,0.072603,LONG_GAMMA,16.29
2026-06-03 09:03:39,VIX,30.0,UNUSUAL_CALL_VOL,2998,55463.0,0.18,1.72,0.0,0.0,LONG_GAMMA,16.25
2026-06-03 09:03:39,VIX,20.5,CALL_BLOCK_BUY,6130,380060.0,0.62,113.38,0.18,0.072055,LONG_GAMMA,16.25
2026-06-03 09:09:39,VIX,20.5,UNUSUAL_CALL_VOL,2541,157542.0,0.62,113.4,0.178,0.071644,LONG_GAMMA,16.22
2026-06-03 09:16:39,VIX,21.0,CALL_BLOCK_BUY,5000,277500.0,0.55,116.57,0.152,0.063352,LONG_GAMMA,16.1
2026-06-03 09:34:39,VIX,24.0,UNUSUAL_CALL_VOL,2000,62000.0,0.31,133.5,0.081,0.03554,LONG_GAMMA,15.99
2026-06-03 09:59:39,VIX,18.0,CALL_BLOCK_BUY,30000,3210000.0,1.07,90.01,0.298,0.121134,LONG_GAMMA,16.09
2026-06-03 09:59:39,VIX,17.5,CALL_BLOCK_BUY,7500,915000.0,1.22,84.5,0.342,0.136684,LONG_GAMMA,16.09
2026-06-03 09:59:39,VIX,17.5,PUT_BLOCK_BUY,7500,742500.0,0.99,77.16,-0.678,0.146222,LONG_GAMMA,16.09
2026-06-03 10:01:40,VIX,15.0,UNUSUAL_PUT_VOL,9334,42003.0,0.04,53.58,-0.246,0.185773,LONG_GAMMA,16.01
2026-06-03 10:24:39,VIX,16.0,UNUSUAL_PUT_VOL,5000,105000.0,0.21,58.44,-0.438,0.211452,LONG_GAMMA,16.15
2026-06-03 10:25:39,VIX,16.0,UNUSUAL_PUT_VOL,5000,102500.0,0.21,57.89,-0.436,0.213136,LONG_GAMMA,16.16
2026-06-03 10:27:39,VIX,16.0,UNUSUAL_PUT_VOL,4733,97027.0,0.21,57.9,-0.448,0.214923,LONG_GAMMA,16.1
2026-06-03 10:30:39,VIX,20.0,CALL_BLOCK_SELL,15000,1072500.0,0.71,111.98,0.191,0.076648,LONG_GAMMA,16.05
2026-06-03 10:30:39,VIX,18.0,CALL_BLOCK_SELL,4800,540000.0,1.12,94.09,0.304,0.11729,LONG_GAMMA,16.05
2026-06-03 10:30:39,VIX,18.0,PUT_BLOCK_SELL,4800,616800.0,1.29,78.83,-0.741,0.129657,LONG_GAMMA,16.05
2026-06-03 10:38:39,VIX,19.5,CALL_BLOCK_BUY,2850,225150.0,0.79,107.54,0.224,0.087071,LONG_GAMMA,16.2
2026-06-03 10:53:40,VIX,19.5,UNUSUAL_CALL_VOL,2290,180910.0,0.79,107.58,0.23,0.087888,LONG_GAMMA,16.26
2026-06-03 10:54:40,VIX,22.0,UNUSUAL_CALL_VOL,3100,148800.0,0.48,125.78,0.138,0.054717,LONG_GAMMA,16.25
2026-06-03 11:24:39,VIX,19.5,CALL_BLOCK_BUY,10980,872910.0,0.8,108.05,0.248,0.090201,LONG_GAMMA,16.45
2026-06-03 11:25:40,VIX,25.0,UNUSUAL_CALL_VOL,3500,113750.0,0.33,147.42,0.1,0.036727,LONG_GAMMA,16.49
2026-06-03 11:34:39,VIX,21.5,PUT_BLOCK_BUY,3463,1463118.0,4.22,106.29,-0.886,0.056553,LONG_GAMMA,16.31
2026-06-03 11:34:39,VIX,21.0,CALL_BLOCK_SELL,4251,240181.0,0.56,117.87,0.168,0.06623,LONG_GAMMA,16.31
2026-06-03 12:03:39,VIX,45.0,UNUSUAL_CALL_VOL,5000,30000.0,0.06,2.2,0.0,0.0,LONG_GAMMA,16.29
2026-06-03 12:03:39,VIX,40.0,UNUSUAL_CALL_VOL,5000,42500.0,0.09,2.08,0.0,0.0,LONG_GAMMA,16.29
2026-06-03 12:08:39,VIX,18.0,UNUSUAL_CALL_VOL,2100,231000.0,1.1,92.5,0.319,0.120929,LONG_GAMMA,16.22
2026-06-03 12:08:39,VIX,18.0,PUT_BLOCK_BUY,2100,274050.0,1.31,80.48,-0.714,0.132296,LONG_GAMMA,16.22
2026-06-03 12:08:39,VIX,17.5,PUT_BLOCK_BUY,5000,482500.0,0.96,75.57,-0.664,0.151159,LONG_GAMMA,16.22
2026-06-03 14:29:39,VIX,20.0,UNUSUAL_CALL_VOL,2000,140000.0,0.7,111.43,0.196,0.078245,LONG_GAMMA,16.16
2026-06-03 14:41:39,VIX,22.0,CALL_BLOCK_BUY,24000,1044000.0,0.43,121.95,0.114,0.050432,LONG_GAMMA,15.99
2026-06-03 14:41:39,VIX,19.0,CALL_BLOCK_BUY,12008,972648.0,0.81,98.3,0.216,0.094888,LONG_GAMMA,15.99
2026-06-03 14:41:39,VIX,18.0,CALL_BLOCK_BUY,6000,624000.0,1.04,88.46,0.28,0.121227,LONG_GAMMA,15.99
2026-06-03 14:41:39,VIX,17.5,CALL_BLOCK_BUY,2880,342720.0,1.19,82.9,0.322,0.137921,LONG_GAMMA,15.99
2026-06-03 14:41:39,VIX,17.5,PUT_BLOCK_BUY,5760,584640.0,1.02,79.54,-0.687,0.141974,LONG_GAMMA,15.99
