Time,Activo,SPOT,pin_probability,liquidity_void_score,dealer_trap_score,nearest_wall_strike,magnet_strike,wall_above_strike,wall_below_strike
2026-05-28 18:25:41,RTY,2938.9,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:26:41,RTY,2938.9,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:27:41,RTY,2938.8,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:28:41,RTY,2938.9,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:29:41,RTY,2938.8,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:30:41,RTY,2938.1,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:31:41,RTY,2938.4,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:32:41,RTY,2938.4,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:33:41,RTY,2938.7,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:34:41,RTY,2938.6,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:35:41,RTY,2938.3,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:36:41,RTY,2938.4,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:37:41,RTY,2938.5,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:38:41,RTY,2938.3,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:39:41,RTY,2938.3,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:40:41,RTY,2938.4,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:41:41,RTY,2938.3,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:42:41,RTY,2938.4,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:43:41,RTY,2938.4,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:44:41,RTY,2938.4,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:45:41,RTY,2938.1,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:46:41,RTY,2937.4,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:47:41,RTY,2937.4,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:48:41,RTY,2936.8,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:49:41,RTY,2937.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:50:41,RTY,2937.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:51:41,RTY,2937.4,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:52:41,RTY,2936.7,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:53:41,RTY,2937.1,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:54:41,RTY,2937.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:55:41,RTY,2937.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:56:41,RTY,2937.2,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:57:41,RTY,2937.4,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:58:41,RTY,2937.8,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 18:59:41,RTY,2937.7,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:00:41,RTY,2937.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:01:41,RTY,2936.7,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:02:41,RTY,2936.4,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:03:41,RTY,2936.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:04:41,RTY,2936.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:05:41,RTY,2936.8,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:06:41,RTY,2936.5,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:07:41,RTY,2936.2,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:08:41,RTY,2936.7,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:09:41,RTY,2936.5,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:10:41,RTY,2937.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:11:41,RTY,2936.9,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:12:41,RTY,2937.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:13:41,RTY,2936.8,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:14:41,RTY,2936.7,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:15:41,RTY,2936.7,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:16:41,RTY,2937.4,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:17:41,RTY,2937.4,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:18:41,RTY,2937.3,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:19:41,RTY,2937.4,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:20:41,RTY,2937.9,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:21:41,RTY,2937.2,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:22:41,RTY,2936.6,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:23:41,RTY,2937.2,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:24:41,RTY,2937.1,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:25:41,RTY,2937.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:26:41,RTY,2938.5,0.55,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:27:41,RTY,2937.8,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:28:41,RTY,2937.3,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:29:41,RTY,2937.1,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:30:41,RTY,2936.4,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:31:41,RTY,2936.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:32:41,RTY,2935.1,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:33:41,RTY,2935.4,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:34:41,RTY,2934.5,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:35:41,RTY,2935.1,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:36:41,RTY,2935.3,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:37:41,RTY,2935.2,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:38:41,RTY,2935.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:39:41,RTY,2934.9,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:40:41,RTY,2934.2,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:41:41,RTY,2933.9,0.15,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:42:41,RTY,2934.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:43:41,RTY,2934.8,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:44:41,RTY,2934.7,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:45:41,RTY,2934.3,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:46:41,RTY,2934.2,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:47:41,RTY,2933.9,0.15,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:48:41,RTY,2934.1,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:49:41,RTY,2934.3,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:50:41,RTY,2934.6,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:51:41,RTY,2934.2,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:52:41,RTY,2934.3,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:53:41,RTY,2933.5,0.15,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:54:41,RTY,2933.7,0.15,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:55:41,RTY,2933.7,0.15,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:56:41,RTY,2934.0,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:57:41,RTY,2934.2,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:58:41,RTY,2934.2,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
2026-05-28 19:59:41,RTY,2934.3,0.35,100,0.0,2940.0,3180.0,2940.0,2720.0
