6560,7024.25
6555,285.28
6550,9946.84
6545,308.20
6540,8858.25
6535,7805.40
6530,16050.99
6525,21717.77
6520,25624.66
6515,27093.81
6510,34158.12
6505,46314.89
6500,110853.60
6495,78180.78
6490,67820.62
6485,66147.28
6480,56502.65
6475,35485.72
6470,28404.36
6465,1699.16
6460,-18948.37
6455,-43169.04
6450,-101870.55
6445,-87673.43
6440,-85316.11
6435,-123336.38
6430,-106688.30
6425,-75789.69
6420,-75961.82
6415,-33842.91
6410,-42793.16
6405,-17757.50
6400,-32609.03
6395,-13233.45
6390,-13142.67
6385,-7650.52
6380,-6726.39
6375,-5284.29
6370,-4997.25
6365,-2702.67
6360,-2343.87
6355,-2958.81
6350,-3003.13
6345,-1351.17
6340,-1326.95
6335,-1119.69
