Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-08-17 08:36:09,UVXY,HEDGE_CHASE_SWEEP,BULLISH,,,,,20.06
2026-08-17 08:47:09,UVXY,HEDGE_CHASE_SWEEP,BULLISH,,,,,20.07
2026-08-17 08:52:34,UVXY,HEDGE_CHASE_SWEEP,BULLISH,,,,,20.07
2026-08-17 09:17:46,UVXY,HEDGE_CHASE_SWEEP,BEARISH,,,,,20.05
2026-08-17 09:18:31,UVXY,HEDGE_CHASE_SWEEP,BEARISH,,,,,20.05
2026-08-17 09:21:43,UVXY,HEDGE_CHASE_SWEEP,BEARISH,,,,,20.06
2026-08-17 09:44:53,UVXY,HEDGE_CHASE_SWEEP,BEARISH,,,,,20.15
2026-08-17 09:52:09,UVXY,HEDGE_CHASE_SWEEP,BULLISH,,,,,20.16
2026-08-17 10:27:00,UVXY,HEDGE_CHASE_SWEEP,BEARISH,,,,,20.19
2026-08-17 12:10:09,UVXY,HEDGE_CHASE_SWEEP,BEARISH,,,,,20.5
2026-08-17 12:33:05,UVXY,HEDGE_CHASE_SWEEP,BEARISH,,,,,20.52
2026-08-17 12:34:09,UVXY,HEDGE_CHASE_SWEEP,BEARISH,,,,,20.52
2026-08-17 14:49:09,UVXY,HEDGE_CHASE_SWEEP,BULLISH,,,,,20.29
2026-08-17 15:05:13,UVXY,HEDGE_CHASE_SWEEP,BEARISH,,,,,20.32
