Time,Activo,Type,Direction,NumStrikes,TotalContracts,TotalPremium,IsLadder,SPOT
2026-08-17 08:47:09,SQQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,36.1
2026-08-17 08:54:52,SQQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,35.9
2026-08-17 09:18:31,SQQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,36.05
2026-08-17 10:17:09,SQQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,35.77
2026-08-17 10:41:05,SQQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,35.95
2026-08-17 11:26:30,SQQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,36.01
2026-08-17 11:32:46,SQQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,36.02
2026-08-17 12:35:09,SQQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,36.41
2026-08-17 13:28:31,SQQQ,HEDGE_CHASE_SWEEP,BULLISH,,,,,36.4
2026-08-17 13:28:31,SQQQ,HEDGE_CHASE_SWEEP,BEARISH,,,,,36.4
