2025-05-11 18:05:00,20100,,20275,,19500,,20175,,,,,20500,19400,19800,19500
2025-05-11 18:06:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:07:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:08:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:09:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:10:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:11:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:12:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:13:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:14:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:15:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:16:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:17:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:18:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:19:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:20:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:21:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:22:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:23:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:24:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:25:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:26:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:27:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:28:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:29:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:30:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:31:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:32:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:33:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:34:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:35:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:36:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:37:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:38:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:39:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:40:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:41:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:42:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:43:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:45:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:46:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:47:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:48:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:49:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:50:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:51:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:52:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:53:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:54:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:55:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:56:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:57:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:58:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 18:59:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:00:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:01:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:02:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:03:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:04:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:05:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:06:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:07:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:08:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:09:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:10:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:11:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:12:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:13:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:14:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:15:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:16:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:17:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:18:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:19:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:20:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:21:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:22:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
2025-05-11 19:23:00,20100,,20275,,19500,,20175,,,,,20500,19400,,
