2025-05-11 18:05:00,-8133271.05322562,-9349498.45686422,4913223.8354046,1028291,133213715.183911,26294466.09,-246.961756682742,387171.84
2025-05-11 18:06:00,-8133678.27048648,-9349559.71810596,-357735.792802342,-122581,-7539655.35052112,-1877081.67,5.4994954569492,-28041.82
2025-05-11 18:07:00,-8135017.2951376,-9349132.00408124,0,0,0,0,0,0
2025-05-11 18:08:00,-8135387.84527065,-9349187.11806705,0,0,0,0,0,0
2025-05-11 18:09:00,-8137478.32066222,-9351834.24772157,0,0,0,0,0,0
2025-05-11 18:10:00,-8135485.54542873,-9353399.35158219,0,0,0,0,0,0
2025-05-11 18:11:00,-8135905.50709321,-9353462.8144402,0,0,0,0,0,0
2025-05-11 18:12:00,-8135986.70565446,-9353257.22789629,0,0,0,0,0,0
2025-05-11 18:13:00,-8138621.41873566,-9353546.30861844,0,0,0,0,0,0
2025-05-11 18:14:00,-8138991.20530943,-9353599.97938805,0,0,0,0,0,0
2025-05-11 18:15:00,-8138174.92046139,-9354507.89781537,0,0,0,0,0,0
2025-05-11 18:16:00,-8138555.87971205,-9354562.5228982,0,0,0,0,0,0
2025-05-11 18:17:00,-8140228.03102623,-9354085.16730057,0,0,0,0,0,0
2025-05-11 18:18:00,-8143161.74954216,-9355332.4110502,0,0,0,0,0,0
2025-05-11 18:19:00,-8143549.42395881,-9355387.76131957,0,0,0,0,0,0
2025-05-11 18:20:00,-8151677.74163441,-9358867.89156986,0,0,0,0,0,0
2025-05-11 18:21:00,-8162381.50499749,-9359348.4204942,0,0,0,0,0,0
2025-05-11 18:22:00,-8162748.67584689,-9359400.21674452,0,0,0,0,0,0
2025-05-11 18:23:00,-8157806.54259088,-9357844.32227071,0,0,0,0,0,0
2025-05-11 18:24:00,-8158175.75466343,-9357895.20429301,0,0,0,0,0,0
2025-05-11 18:25:00,-8154552.99013635,-9356623.60213165,0,0,0,0,0,0
2025-05-11 18:26:00,-8164823.19490545,-9361275.31605742,0,0,0,0,0,0
2025-05-11 18:27:00,-8165192.70109044,-9361325.96841504,0,0,0,0,0,0
2025-05-11 18:28:00,-8161849.89363758,-9362673.34254381,0,0,0,0,0,0
2025-05-11 18:29:00,-8162225.00396147,-9362725.28331452,0,0,0,0,0,0
2025-05-11 18:30:00,-8157066.09719065,-9360720.37062238,0,0,0,0,0,0
2025-05-11 18:31:00,-8165690.20288345,-9363073.03626524,0,0,0,0,0,0
2025-05-11 18:32:00,-8166077.51502794,-9363124.29438175,0,0,0,0,0,0
2025-05-11 18:33:00,-8169701.77904041,-9363696.3857959,0,0,0,0,0,0
