2025-05-11 18:05:00,43148537.7890492,33176.4317678441,-10755.8119243551,-397,-1633524.38281098,-303522.79,-10.1993805234852,-1029.43
2025-05-11 18:06:00,43156186.640298,33207.1392483831,1126.36711001091,287,166234.587848031,46979.64,0.767260608001661,175.19
2025-05-11 18:07:00,43152043.5782825,33184.6791058142,0,0,0,0,0,0
2025-05-11 18:08:00,43159003.6618478,33212.6270663206,0,0,0,0,0,0
2025-05-11 18:09:00,43155823.076764,33187.9285768623,0,0,0,0,0,0
2025-05-11 18:10:00,43154141.1604553,33174.8157401905,0,0,0,0,0,0
2025-05-11 18:11:00,43162075.8304401,33206.6818676859,0,0,0,0,0,0
2025-05-11 18:12:00,43153369.1297494,33182.9702410411,0,0,0,0,0,0
2025-05-11 18:13:00,43148212.4805394,33159.1460273295,0,0,0,0,0,0
2025-05-11 18:14:00,43155221.217963,33187.3013433224,0,0,0,0,0,0
2025-05-11 18:15:00,43143371.9577959,33162.4684206425,0,0,0,0,0,0
2025-05-11 18:16:00,43150606.5797685,33191.5407278309,0,0,0,0,0,0
2025-05-11 18:17:00,43147510.9627835,33173.7120931147,0,0,0,0,0,0
2025-05-11 18:18:00,43145121.6612433,33149.6413584558,0,0,0,0,0,0
2025-05-11 18:19:00,43152501.1690611,33179.2976261532,0,0,0,0,0,0
2025-05-11 18:20:00,43146977.8348288,33159.7274215358,0,0,0,0,0,0
2025-05-11 18:21:00,43144762.5428279,33141.4239641215,0,0,0,0,0,0
2025-05-11 18:22:00,43151757.0549014,33169.5420341463,0,0,0,0,0,0
2025-05-11 18:23:00,43141605.2578774,33145.6819998522,0,0,0,0,0,0
2025-05-11 18:24:00,43148657.3133956,33174.0419735852,0,0,0,0,0,0
2025-05-11 18:25:00,43144717.0527179,33152.6631406499,0,0,0,0,0,0
2025-05-11 18:26:00,43141510.1865396,33131.5848020933,0,0,0,0,0,0
2025-05-11 18:27:00,43148577.5419147,33160.0091197285,0,0,0,0,0,0
2025-05-11 18:28:00,43142305.0550032,33137.2903551476,0,0,0,0,0,0
2025-05-11 18:29:00,43149495.7865113,33166.2178007199,0,0,0,0,0,0
2025-05-11 18:30:00,43143544.498359,33147.6028469522,0,0,0,0,0,0
2025-05-11 18:31:00,43139748.5674387,33113.9255354894,0,0,0,0,0,0
2025-05-11 18:32:00,43147190.5444754,33143.8685128389,0,0,0,0,0,0
2025-05-11 18:33:00,43143528.6434327,33122.7698262818,0,0,0,0,0,0
2025-05-11 18:34:00,43138790.6652561,33105.2991498496,0,0,0,0,0,0
2025-05-11 18:35:00,43146123.2745274,33134.810051226,0,0,0,0,0,0
2025-05-11 18:36:00,43141993.267293,33105.2968120295,0,0,0,0,0,0
2025-05-11 18:37:00,43149108.6341953,33133.9382976656,0,0,0,0,0,0
2025-05-11 18:38:00,43145028.2295944,33116.2759666975,0,0,0,0,0,0
