Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT,Side,Rel,Moneyness
2026-08-31 08:35:19,VIX,15.0,UNUSUAL_PUT_VOL,5000,72500.0,0.15,67.72,-0.407,0.17716,SHORT_GAMMA,15.32,UAP,BELOW,-0.32
2026-08-31 08:39:21,VIX,28.0,UNUSUAL_CALL_VOL,2003,46069.0,0.23,1.52,0.0,0.0,SHORT_GAMMA,15.35,UAC,ABOVE,12.65
2026-08-31 08:39:21,VIX,20.0,UNUSUAL_CALL_VOL,2033,132145.0,0.65,99.38,0.126,0.064303,SHORT_GAMMA,15.35,UAC,ABOVE,4.65
2026-08-31 08:45:19,VIX,29.0,UNUSUAL_CALL_VOL,2000,43000.0,0.21,1.58,0.0,0.0,SHORT_GAMMA,15.42,UAC,ABOVE,13.58
2026-08-31 08:47:19,VIX,29.0,UNUSUAL_CALL_VOL,2000,43000.0,0.21,1.58,0.0,0.0,SHORT_GAMMA,15.44,UAC,ABOVE,13.56
2026-08-31 08:59:19,VIX,35.0,UNUSUAL_CALL_VOL,2400,31200.0,0.13,1.81,0.0,0.0,SHORT_GAMMA,15.28,UAC,ABOVE,19.72
2026-08-31 08:59:19,VIX,22.0,UNUSUAL_CALL_VOL,2401,114047.0,0.47,116.77,0.089,0.042797,SHORT_GAMMA,15.28,UAC,ABOVE,6.72
2026-08-31 09:00:19,VIX,35.0,UNUSUAL_CALL_VOL,2400,31200.0,0.13,1.81,0.0,0.0,SHORT_GAMMA,15.28,UAC,ABOVE,19.72
2026-08-31 09:00:19,VIX,22.0,UNUSUAL_CALL_VOL,2400,112800.0,0.47,116.3,0.088,0.042597,SHORT_GAMMA,15.28,UAC,ABOVE,6.72
2026-08-31 09:01:25,VIX,35.0,UNUSUAL_CALL_VOL,3000,39000.0,0.13,1.81,0.0,0.0,SHORT_GAMMA,15.28,UAC,ABOVE,19.72
2026-08-31 09:01:25,VIX,22.0,UNUSUAL_CALL_VOL,3000,141000.0,0.47,116.3,0.088,0.042596,SHORT_GAMMA,15.28,UAC,ABOVE,6.72
2026-08-31 09:02:19,VIX,35.0,UNUSUAL_CALL_VOL,4800,62400.0,0.13,1.81,0.0,0.0,SHORT_GAMMA,15.31,UAC,ABOVE,19.69
2026-08-31 09:02:19,VIX,22.0,CALL_BLOCK_BUY,4800,225600.0,0.47,116.3,0.089,0.042972,SHORT_GAMMA,15.31,BAC,ABOVE,6.69
2026-08-31 09:03:19,VIX,35.0,UNUSUAL_CALL_VOL,4601,59813.0,0.13,1.81,0.0,0.0,SHORT_GAMMA,15.31,UAC,ABOVE,19.69
2026-08-31 09:03:19,VIX,22.0,CALL_BLOCK_BUY,4601,216247.0,0.47,116.3,0.089,0.042971,SHORT_GAMMA,15.31,BAC,ABOVE,6.69
2026-08-31 09:04:19,VIX,35.0,UNUSUAL_CALL_VOL,9600,124800.0,0.13,1.81,0.0,0.0,SHORT_GAMMA,15.33,UAC,ABOVE,19.67
2026-08-31 09:04:19,VIX,22.0,CALL_BLOCK_BUY,9601,456047.0,0.47,116.78,0.091,0.043421,SHORT_GAMMA,15.33,BAC,ABOVE,6.67
2026-08-31 09:05:19,VIX,35.0,UNUSUAL_CALL_VOL,3900,50700.0,0.13,1.81,0.0,0.0,SHORT_GAMMA,15.33,UAC,ABOVE,19.67
2026-08-31 09:05:19,VIX,22.0,UNUSUAL_CALL_VOL,3900,183300.0,0.47,116.31,0.09,0.043225,SHORT_GAMMA,15.33,UAC,ABOVE,6.67
2026-08-31 09:11:19,VIX,35.0,UNUSUAL_CALL_VOL,5000,65000.0,0.13,1.81,0.0,0.0,SHORT_GAMMA,15.39,UAC,ABOVE,19.61
2026-08-31 09:11:19,VIX,22.0,CALL_BLOCK_BUY,5000,232500.0,0.46,115.86,0.092,0.043788,SHORT_GAMMA,15.39,BAC,ABOVE,6.61
2026-08-31 09:14:19,VIX,22.0,UNUSUAL_CALL_VOL,3263,153361.0,0.47,116.33,0.091,0.043601,SHORT_GAMMA,15.36,UAC,ABOVE,6.64
2026-08-31 09:14:19,VIX,19.0,UNUSUAL_CALL_VOL,2076,152586.0,0.73,85.71,0.142,0.080794,SHORT_GAMMA,15.36,UAC,ABOVE,3.64
2026-08-31 09:27:19,VIX,20.0,UNUSUAL_CALL_VOL,3000,190500.0,0.64,98.33,0.126,0.06483,SHORT_GAMMA,15.4,UAC,ABOVE,4.6
2026-08-31 10:09:20,VIX,18.0,PUT_BLOCK_BUY,1500,300750.0,2.0,122.97,-0.699,0.088595,SHORT_GAMMA,15.17,BAP,ABOVE,2.83
2026-08-31 10:23:19,VIX,30.0,UNUSUAL_CALL_VOL,5000,87500.0,0.17,1.59,0.0,0.0,SHORT_GAMMA,15.17,UAC,ABOVE,14.83
2026-08-31 10:23:19,VIX,19.0,CALL_BLOCK_SELL,5000,345000.0,0.69,82.59,0.116,0.074149,SHORT_GAMMA,15.17,SAC,ABOVE,3.83
2026-08-31 10:25:19,VIX,15.0,UNUSUAL_PUT_VOL,2500,37500.0,0.15,68.66,-0.439,0.180104,SHORT_GAMMA,15.14,UAP,BELOW,-0.14
2026-08-31 10:26:19,VIX,30.0,UNUSUAL_CALL_VOL,2600,45500.0,0.17,1.59,0.0,0.0,SHORT_GAMMA,15.17,UAC,ABOVE,14.83
2026-08-31 10:26:19,VIX,19.0,UNUSUAL_CALL_VOL,2600,176800.0,0.68,81.87,0.114,0.073727,SHORT_GAMMA,15.17,UAC,ABOVE,3.83
2026-08-31 11:41:19,VIX,19.0,UNUSUAL_CALL_VOL,2500,165000.0,0.66,80.55,0.113,0.07432,SHORT_GAMMA,15.22,UAC,ABOVE,3.78
2026-08-31 11:41:19,VIX,18.0,UNUSUAL_CALL_VOL,2500,195000.0,0.78,64.4,0.124,0.099477,SHORT_GAMMA,15.22,UAC,ABOVE,2.78
2026-08-31 11:42:19,VIX,19.0,UNUSUAL_CALL_VOL,2500,162500.0,0.65,79.82,0.107,0.072327,SHORT_GAMMA,15.17,UAC,ABOVE,3.83
