signal,n,win_rate,win_rate_barrier,expectancy,expectancy_R,n_barrier,mae,mfe,avg_duration,sharpe_like,sharpe_R,last_updated
PINNING_RISK,1000,0.475,0.471,-0.8998,-0.0282,1000,-3.0423,2.8883,60,-0.115,-0.057,2026-09-21 15:09:00
ZERO_CROSS_UP,1000,0.446,0.409,-2.3135,-0.0544,1000,-20.2539,15.9799,60,-0.047,-0.063,2026-09-21 15:15:59
VIX_REGIME_CONFIRM,1000,0.455,0.437,5.7834,0.0122,1000,-9.0598,8.2125,60,0.179,0.015,2026-09-21 15:17:59
SWEEP_ACCELERATION,286,0.402,0.156,2.0485,0.0099,674,-23.453,17.4991,60,0.042,0.015,2026-09-21 14:38:00
CALL_SURGE,154,0.409,0.379,-28.815,-0.0064,153,-73.0427,38.7641,60,-0.297,-0.006,2026-09-09 09:33:58
ZERO_CROSS_DOWN,1000,0.517,0.492,0.3771,0.0589,1000,-5.1966,4.7494,60,0.021,0.077,2026-09-21 15:05:00
ZERO_PROXIMITY_RESISTANCE,1000,0.37,0.361,3.1632,-0.0436,1000,-13.3173,10.883,60,0.051,-0.064,2026-09-21 15:17:59
IMBALANCE_REVERSAL,1000,0.447,0.403,0.1839,-0.0573,1000,-13.4491,13.5648,60,0.005,-0.073,2026-09-21 14:03:00
DELTA_DIVERGENCE_BEAR,1000,0.284,0.294,5.5059,-0.1073,1000,-13.686,8.6497,60,0.181,-0.146,2026-09-21 14:50:00
REGIME_TRADE_CONFIRM,1000,0.434,0.437,1.859,0.0791,1000,-8.1366,10.1768,60,0.062,0.111,2026-09-21 15:14:00
FAILED_SQUEEZE,227,0.326,0.248,-6.9586,-0.1021,218,-33.6779,41.126,60,-0.058,-0.114,2026-09-21 07:29:08
DELTA_DIVERGENCE_BULL,820,0.405,0.379,-0.4521,-0.0573,799,-13.0878,11.1457,60,-0.012,-0.066,2026-09-21 15:15:59
CHARM_MOMENTUM_EOD,262,0.366,0.359,-2.7665,-0.2514,262,-17.4812,13.2883,60,-0.054,-0.291,2026-09-08 15:12:34
ABSORPTION_REVERSAL,546,0.225,0.215,0.7698,-0.0343,517,-5.7305,4.4005,60,0.035,-0.058,2026-09-21 14:47:00
PUT_SURGE,59,0.593,0.492,-0.359,-0.0636,59,-13.4944,5.628,60,-0.021,-0.082,2026-09-21 11:54:00
WALL_REJECT_CALL,331,0.408,0.364,-0.1207,-0.0108,324,-6.8272,7.0196,60,-0.006,-0.014,2026-09-21 14:26:00
WALL_REJECT_PUT,54,0.167,0.17,0.8176,-0.0794,47,-2.4928,2.6158,60,0.056,-0.131,2026-09-21 09:39:01
HEDGE_PANIC,4,0.5,0.25,4.745,-0.5175,4,-3.95,4.2525,60,1.055,-0.536,2026-09-18 23:59:39
WALL_BREAK_CALL,85,0.012,0.012,-6.1042,-0.0868,85,-7.4887,0.2106,60,-0.284,-0.246,2026-09-17 19:47:27
WALL_BREAK_PUT,54,0.648,0.63,-1.4324,0.2706,54,-3.1991,4.4139,60,-0.316,0.316,2026-09-15 12:37:23
GAMMA_COMPRESSION_BREAKOUT,20,0.2,0.192,-2.4723,-0.2448,26,-15.8484,14.4247,60,-0.086,-0.277,2026-08-04 16:49:19
DEALER_UNWIND,6,0.333,0.167,-2.8317,-0.2783,6,-5.885,1.03,60,-0.381,-0.655,2026-09-03 16:01:46
