6070,160.00
6060,561.00
6050,4988.00
6040,-4062.00
6030,-801.00
6020,-2115.00
6010,-1456.00
6000,-7931.00
5990,-12756.00
5980,-3898.00
5970,-5780.00
5960,1776.00
5950,-10881.00
5940,-1464.00
5930,1637.00
5920,-7342.00
5910,-908.00
5900,913.00
5890,2180.00
5880,-169.00
5870,3950.00
5860,-297.00
5850,-2202.00
5840,344.00
5830,-1245.00
5820,749.00
5810,-1053.00
5800,1104.00
5790,1726.00
5780,157.00
5770,32.00
5760,-113.00
5750,-422.00
5740,-101.00
5730,-145.00
5720,-97.00
5710,-653.00
5700,-1828.00
5690,158.00
5680,-17.00
5670,-02.00
5660,03.00
5650,-07.00
5640,01.00
5630,-02.00
5620,05.00
