Time,MAXGEX,MINGEX,MAXVEX,MINVEX,MAXDEX,MINDEX,ZERO,BAC,SAC,BAP,SAP,MAXCP,MINCP,LONGGAMMA,SHORTGAMMA,LONGCALLS,SHORTCALLS,LONGPUTS,SHORTPUTS,INV_BAC,INV_SAC,INV_BAP,INV_SAP,NET_CALL_FLOW,NET_PUT_FLOW,ZERO_OI,SPOT
2026-06-21 16:58:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 16:59:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:00:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:01:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:02:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:03:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:04:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:05:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:06:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:07:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:08:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:09:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:10:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:11:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:12:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:13:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:14:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:15:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
2026-06-21 17:16:00,80.0,,80.0,,16.5,21.0,16.78,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.78,16.78
