signal,n,win_rate,win_rate_barrier,expectancy,expectancy_R,n_barrier,mae,mfe,avg_duration,sharpe_like,sharpe_R,last_updated
PINNING_RISK,1000,0.469,0.454,-2.2732,-0.0456,1000,-4.1363,4.1014,60,-0.15,-0.085,2026-09-18 23:59:39
ZERO_CROSS_UP,1000,0.448,0.42,-2.7652,-0.0358,1000,-20.2219,15.5777,60,-0.058,-0.041,2026-09-18 23:59:39
VIX_REGIME_CONFIRM,1000,0.373,0.356,1.6067,-0.035,1000,-6.756,6.9675,60,0.076,-0.049,2026-09-18 23:59:39
SWEEP_ACCELERATION,272,0.371,0.14,1.0129,-0.0143,651,-24.5935,16.122,60,0.021,-0.023,2026-09-18 23:59:39
CALL_SURGE,154,0.409,0.379,-28.815,-0.0064,153,-73.0427,38.7641,60,-0.297,-0.006,2026-09-09 09:33:58
ZERO_CROSS_DOWN,1000,0.515,0.498,1.1627,0.068,1000,-6.1385,5.0348,60,0.053,0.088,2026-09-18 23:59:39
ZERO_PROXIMITY_RESISTANCE,1000,0.385,0.371,-3.3324,-0.0157,1000,-7.4418,12.1258,60,-0.065,-0.023,2026-09-18 23:59:39
IMBALANCE_REVERSAL,1000,0.45,0.408,-0.684,-0.0475,1000,-13.7942,13.671,60,-0.019,-0.06,2026-09-17 22:46:02
DELTA_DIVERGENCE_BEAR,1000,0.287,0.309,5.2331,-0.0849,1000,-14.2835,9.8902,60,0.173,-0.11,2026-09-18 23:59:39
REGIME_TRADE_CONFIRM,1000,0.398,0.393,-0.4271,-0.0318,1000,-8.9746,8.0292,60,-0.016,-0.048,2026-09-18 23:59:39
FAILED_SQUEEZE,226,0.323,0.244,-6.9861,-0.103,217,-33.8026,41.3047,60,-0.058,-0.115,2026-09-18 23:59:39
DELTA_DIVERGENCE_BULL,778,0.389,0.361,-2.2503,-0.1032,757,-13.6571,9.6448,60,-0.066,-0.122,2026-09-18 23:59:39
CHARM_MOMENTUM_EOD,262,0.366,0.359,-2.7665,-0.2514,262,-17.4812,13.2883,60,-0.054,-0.291,2026-09-08 15:12:34
ABSORPTION_REVERSAL,531,0.23,0.219,-0.2346,-0.0096,502,-4.7586,4.3749,60,-0.012,-0.016,2026-09-18 23:59:39
PUT_SURGE,57,0.579,0.474,-0.3572,-0.0687,57,-13.9445,5.807,60,-0.02,-0.087,2026-09-17 21:39:54
WALL_REJECT_CALL,324,0.417,0.372,-0.2816,0.007,317,-6.7954,7.1525,60,-0.013,0.009,2026-09-16 13:45:13
WALL_REJECT_PUT,53,0.151,0.152,0.7814,-0.1137,46,-2.5387,2.6108,60,0.053,-0.202,2026-09-16 14:20:13
HEDGE_PANIC,4,0.5,0.25,4.745,-0.5175,4,-3.95,4.2525,60,1.055,-0.536,2026-09-18 23:59:39
WALL_BREAK_CALL,85,0.012,0.012,-6.1042,-0.0868,85,-7.4887,0.2106,60,-0.284,-0.246,2026-09-17 19:47:27
WALL_BREAK_PUT,54,0.648,0.63,-1.4324,0.2706,54,-3.1991,4.4139,60,-0.316,0.316,2026-09-15 12:37:23
GAMMA_COMPRESSION_BREAKOUT,20,0.2,0.192,-2.4723,-0.2448,26,-15.8484,14.4247,60,-0.086,-0.277,2026-08-04 16:49:19
DEALER_UNWIND,6,0.333,0.167,-2.8317,-0.2783,6,-5.885,1.03,60,-0.381,-0.655,2026-09-03 16:01:46
