Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT,Side,Rel,Moneyness
2026-09-17 08:36:09,GLD,410.0,UNUSUAL_CALL_VOL,341,8866.0,0.26,28.28,0.085,0.023248,LONG_GAMMA,400.59,UAC,ABOVE,9.41
2026-09-17 08:36:09,GLD,405.0,UNUSUAL_CALL_VOL,258,20898.0,0.81,25.02,0.235,0.052029,LONG_GAMMA,400.59,UAC,ABOVE,4.41
2026-09-17 08:36:09,GLD,400.0,CALL_BLOCK_BUY,358,94154.0,2.63,24.24,0.549,0.069217,LONG_GAMMA,400.59,BAC,ATM,-0.59
2026-09-17 08:36:09,GLD,400.0,PUT_BLOCK_BUY,455,87815.0,1.93,23.73,-0.45,0.070684,LONG_GAMMA,400.59,BAP,ATM,-0.59
2026-09-17 08:36:09,GLD,395.0,CALL_BLOCK_BUY,133,83125.0,6.25,26.18,0.824,0.041871,LONG_GAMMA,400.59,BAC,BELOW,-5.59
2026-09-17 08:36:09,GLD,390.0,CALL_BLOCK_SELL,50,54250.0,10.85,30.07,0.937,0.017395,LONG_GAMMA,400.59,SAC,BELOW,-10.59
2026-09-17 08:36:09,GLD,380.0,UNUSUAL_PUT_VOL,268,670.0,0.03,37.65,-0.008,0.002529,LONG_GAMMA,400.59,UAP,BELOW,-20.59
2026-09-17 08:43:20,GLD,400.0,CALL_BLOCK_SELL,1069,219145.0,2.05,24.54,0.466,0.068989,LONG_GAMMA,399.4,SAC,ABOVE,0.6
2026-09-17 08:50:46,GLD,405.0,UNUSUAL_CALL_VOL,835,61790.0,0.74,24.5,0.223,0.051882,SHORT_GAMMA,400.48,UAC,ABOVE,4.52
2026-09-17 08:50:46,GLD,395.0,UNUSUAL_PUT_VOL,597,32536.0,0.55,25.09,-0.17,0.042861,SHORT_GAMMA,400.48,UAP,BELOW,-5.48
2026-09-17 09:06:13,GLD,400.0,CALL_BLOCK_SELL,1227,304296.0,2.48,23.54,0.542,0.072038,SHORT_GAMMA,400.47,SAC,ATM,-0.47
2026-09-17 09:06:13,GLD,388.0,UNUSUAL_PUT_VOL,362,3801.0,0.1,30.42,-0.036,0.011111,SHORT_GAMMA,400.47,UAP,BELOW,-12.47
2026-09-17 09:14:01,GLD,414.0,UNUSUAL_CALL_VOL,824,10300.0,0.12,31.82,0.041,0.011825,SHORT_GAMMA,400.71,UAC,ABOVE,13.29
2026-09-17 09:14:01,GLD,407.0,UNUSUAL_CALL_VOL,844,41356.0,0.49,25.83,0.155,0.039539,SHORT_GAMMA,400.71,UAC,ABOVE,6.29
2026-09-17 09:14:01,GLD,400.0,CALL_BLOCK_SELL,275,72462.0,2.63,23.81,0.559,0.070943,SHORT_GAMMA,400.71,SAC,BELOW,-0.71
2026-09-17 09:14:01,GLD,400.0,PUT_BLOCK_SELL,330,61380.0,1.86,23.82,-0.441,0.070914,SHORT_GAMMA,400.71,SAP,BELOW,-0.71
2026-09-17 09:21:53,GLD,407.0,CALL_BLOCK_BUY,2211,98389.0,0.44,26.2,0.142,0.0369,SHORT_GAMMA,400.3,BAC,ABOVE,6.7
2026-09-17 09:21:53,GLD,400.0,PUT_BLOCK_SELL,265,53265.0,2.01,23.45,-0.47,0.072864,SHORT_GAMMA,400.3,SAP,ATM,-0.3
2026-09-17 09:37:59,GLD,385.0,UNUSUAL_PUT_VOL,531,3186.0,0.06,32.91,-0.021,0.006517,SHORT_GAMMA,400.12,UAP,BELOW,-15.12
2026-09-17 09:46:10,GLD,410.0,PUT_BLOCK_SELL,281,286620.0,10.2,28.64,-0.931,0.020132,SHORT_GAMMA,399.95,SAP,ABOVE,10.05
2026-09-17 09:46:10,GLD,385.0,UNUSUAL_PUT_VOL,2717,16302.0,0.06,32.67,-0.021,0.006632,SHORT_GAMMA,399.95,UAP,BELOW,-14.95
2026-09-17 10:04:05,GLD,412.0,UNUSUAL_CALL_VOL,473,4966.0,0.1,30.17,0.037,0.011776,SHORT_GAMMA,399.33,UAC,ABOVE,12.67
2026-09-17 10:04:05,GLD,410.0,UNUSUAL_CALL_VOL,1011,14154.0,0.14,27.84,0.052,0.016583,SHORT_GAMMA,399.33,UAC,ABOVE,10.67
2026-09-17 10:04:05,GLD,398.0,PUT_BLOCK_SELL,1756,252864.0,1.44,22.48,-0.39,0.074372,SHORT_GAMMA,399.33,SAP,BELOW,-1.33
2026-09-17 10:21:22,GLD,410.0,PUT_BLOCK_SELL,199,203975.0,10.25,20.98,-0.982,0.009206,SHORT_GAMMA,399.71,SAP,ABOVE,10.29
2026-09-17 10:21:22,GLD,405.0,PUT_BLOCK_BUY,251,141815.0,5.65,22.22,-0.845,0.04694,SHORT_GAMMA,399.71,BAP,ABOVE,5.29
2026-09-17 10:30:19,GLD,410.0,UNUSUAL_CALL_VOL,1451,20314.0,0.14,27.93,0.052,0.016688,SHORT_GAMMA,399.39,UAC,ABOVE,10.61
2026-09-17 10:30:19,GLD,410.0,PUT_BLOCK_BUY,1441,1527460.0,10.6,23.99,-0.971,0.012085,SHORT_GAMMA,399.39,BAP,ABOVE,10.61
2026-09-17 10:39:16,GLD,420.0,PUT_BLOCK_BUY,30,60975.0,20.32,51.98,-0.95,0.00875,SHORT_GAMMA,399.84,BAP,ABOVE,20.16
2026-09-17 10:58:41,GLD,394.0,CALL_BLOCK_SELL,153,102892.0,6.72,23.32,0.892,0.03507,SHORT_GAMMA,400.39,SAC,BELOW,-6.39
2026-09-17 10:58:41,GLD,393.0,CALL_BLOCK_BUY,76,58140.0,7.6,22.35,0.932,0.025856,SHORT_GAMMA,400.39,BAC,BELOW,-7.39
2026-09-17 11:17:45,GLD,395.0,CALL_BLOCK_BUY,1000,582500.0,5.83,25.15,0.829,0.044851,SHORT_GAMMA,400.24,BAC,BELOW,-5.24
2026-09-17 11:17:45,GLD,395.0,UNUSUAL_PUT_VOL,1006,44767.0,0.44,23.66,-0.156,0.044996,SHORT_GAMMA,400.24,UAP,BELOW,-5.24
2026-09-17 11:48:23,GLD,396.0,UNUSUAL_PUT_VOL,504,35784.0,0.71,23.04,-0.233,0.059573,SHORT_GAMMA,399.63,UAP,BELOW,-3.63
2026-09-17 12:19:16,GLD,420.0,PUT_BLOCK_BUY,64,129760.0,20.27,0.1,-1.0,0.0,SHORT_GAMMA,399.64,BAP,ABOVE,20.36
2026-09-17 12:40:27,GLD,397.0,UNUSUAL_PUT_VOL,389,38122.0,0.98,22.91,-0.302,0.069478,SHORT_GAMMA,399.5,UAP,BELOW,-2.5
2026-09-17 13:37:56,GLD,423.0,PUT_BLOCK_BUY,117,284603.0,24.33,62.15,-0.959,0.006572,SHORT_GAMMA,398.79,BAP,ABOVE,24.21
2026-09-17 13:37:56,GLD,420.0,UNUSUAL_CALL_VOL,406,1421.0,0.04,41.78,0.011,0.003257,SHORT_GAMMA,398.79,UAC,ABOVE,21.21
2026-09-17 13:37:56,GLD,420.0,PUT_BLOCK_SELL,8217,17296785.0,21.05,0.1,-1.0,0.0,SHORT_GAMMA,398.79,SAP,ABOVE,21.21
2026-09-17 13:37:56,GLD,418.0,PUT_BLOCK_BUY,44,84810.0,19.27,48.38,-0.963,0.007768,SHORT_GAMMA,398.79,BAP,ABOVE,19.21
2026-09-17 13:37:56,GLD,415.0,PUT_BLOCK_BUY,3308,5392040.0,16.3,42.64,-0.957,0.009962,SHORT_GAMMA,398.79,BAP,ABOVE,16.21
2026-09-17 13:37:56,GLD,414.0,PUT_BLOCK_BUY,90,137925.0,15.32,41.43,-0.952,0.011297,SHORT_GAMMA,398.79,BAP,ABOVE,15.21
2026-09-17 13:37:56,GLD,413.0,PUT_BLOCK_BUY,166,237380.0,14.3,38.03,-0.955,0.011659,SHORT_GAMMA,398.79,BAP,ABOVE,14.21
2026-09-17 13:37:56,GLD,400.0,CALL_BLOCK_BUY,2129,332124.0,1.56,24.24,0.415,0.074955,SHORT_GAMMA,398.79,BAC,ABOVE,1.21
