Time,Activo,SPOT,hedge_pressure_score,hedge_velocity,hedge_exhaustion_flag,dealer_stress_score,stress_gamma_instability,stress_iv_expansion,stress_sweep_aggression,stress_hedge_acceleration,stress_vix_divergence,stress_avg_10c
2026-09-17 05:59:37,SPX,7551.81,0.0,0.0,0,22.0,0.0,0.0,7,15,0.0,22.0
2026-09-17 06:05:30,SPX,7551.81,55.0,0.0,0,50.0,30,20,0.0,0.0,0.0,36.0
2026-09-17 06:05:37,SPX,7551.81,55.0,0.0,0,50.1,30,20,0.0,0.1,0.0,40.7
2026-09-17 06:06:37,SPX,7551.81,55.0,0.0,0,50.1,30,20,0.0,0.1,0.0,43.1
2026-09-17 06:07:37,SPX,7551.81,55.0,0.0,0,50.2,30,20,0.0,0.2,0.0,44.5
2026-09-17 06:08:37,SPX,7551.81,55.0,0.0,0,50.2,30,20,0.0,0.2,0.0,45.4
2026-09-17 06:09:37,SPX,7551.81,55.0,0.0,0,50.5,30,20,0.0,0.5,0.0,46.1
2026-09-17 06:10:37,SPX,7551.81,55.0,0.0,0,50.1,30,20,0.0,0.1,0.0,46.6
2026-09-17 06:16:26,SPX,7551.81,55.0,0.0,0,50.0,30,20,0.0,0.0,0.0,47.0
2026-09-17 06:16:37,SPX,7551.81,55.0,0.0,0,50.3,30,20,0.0,0.3,0.0,47.3
2026-09-17 06:17:37,SPX,7551.81,55.0,0.0,0,50.9,30,20,0.0,0.9,0.0,50.2
2026-09-17 06:18:37,SPX,7551.81,55.0,0.0,0,50.0,30,20,0.0,0.0,0.0,50.2
2026-09-17 06:19:37,SPX,7551.81,55.0,0.0,0,50.4,30,20,0.0,0.4,0.0,50.3
2026-09-17 06:20:37,SPX,7551.81,55.0,0.0,0,50.9,30,20,0.0,0.9,0.0,50.3
2026-09-17 06:21:37,SPX,7551.81,55.0,0.0,0,50.3,30,20,0.0,0.3,0.0,50.3
2026-09-17 06:27:56,SPX,7551.81,55.0,0.0,0,50.0,30,20,0.0,0.0,0.0,50.3
2026-09-17 06:28:37,SPX,7551.81,55.0,0.0,0,50.2,30,20,0.0,0.2,0.0,50.3
2026-09-17 06:29:37,SPX,7551.81,55.0,0.0,0,50.2,30,20,0.0,0.2,0.0,50.3
2026-09-17 06:30:37,SPX,7551.81,55.0,0.0,0,57.2,30,20,7,0.2,0.0,51.0
2026-09-17 06:36:48,SPX,7551.81,55.0,0.0,0,47.4,30,10.2,7,0.2,0.0,50.7
2026-09-17 06:42:34,SPX,7551.81,55.0,0.0,0,51.1,30,20,0.0,1.1,0.0,50.8
2026-09-17 06:42:37,SPX,7551.81,55.0,0.0,0,50.0,30,20,0.0,0.0,0.0,50.8
2026-09-17 06:49:25,SPX,7551.81,55.0,0.0,0,50.1,30,20,0.0,0.1,0.0,50.7
2026-09-17 06:49:37,SPX,7551.81,55.0,0.0,0,50.0,30,20,0.0,0.0,0.0,50.6
2026-09-17 06:56:10,SPX,7551.81,55.0,0.0,0,51.5,30,20,0.0,1.5,0.0,50.8
2026-09-17 06:56:37,SPX,7551.81,55.0,0.0,0,57.4,30,20,7,0.4,0.0,51.5
2026-09-17 07:03:20,SPX,7551.81,55.0,0.0,0,52.9,30,20,0.0,2.9,0.0,51.8
