22750,26.66
22725,02.07
22700,58.86
22675,03.42
22650,164.50
22625,15.40
22600,412.38
22575,11.67
22550,545.15
22525,23.44
22500,4420.46
22475,08.24
22450,13583.91
22425,00.34
22400,-455.91
22375,05.28
22350,-39.31
22325,-01.08
22300,-229.07
22275,01.25
22250,-204.69
22225,-02.83
22200,-210.20
22175,-04.86
22150,-114.03
22125,-01.22
22100,-111.25
22075,-03.55
22050,-321.18
22025,-01.94
22000,-55.75
21975,-03.81
21950,-39.27
21925,-02.21
21900,-35.99
21875,-01.93
21850,-39.92
21825,-01.09
21800,-24.14
21775,-00.48
21750,-01.40
21725,-00.17
21700,-06.06
21675,-00.96
21650,-02.81
21625,00.02
21600,-05.55
21575,-00.16
21550,-00.66
21525,00.00
21500,-04.56
21475,00.00
21450,-01.95
