Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT,Side,Rel,Moneyness
2026-09-07 17:35:44,ES,7650.0,UNUSUAL_PUT_VOL,200,82500.0,4.12,10.1,-0.078,0.003797,LONG_GAMMA,7703.25,UAP,BELOW,-53.25
2026-09-07 17:35:44,ES,7600.0,UNUSUAL_PUT_VOL,100,10750.0,1.07,11.68,-0.009,0.000551,LONG_GAMMA,7703.25,UAP,BELOW,-103.25
2026-09-07 17:37:44,ES,7670.0,UNUSUAL_PUT_VOL,123,91635.0,7.45,9.68,-0.177,0.007046,LONG_GAMMA,7703.0,UAP,BELOW,-33.0
2026-09-07 17:38:44,ES,7650.0,UNUSUAL_PUT_VOL,200,88000.0,4.4,10.24,-0.083,0.003914,LONG_GAMMA,7702.75,UAP,BELOW,-52.75
2026-09-07 17:38:44,ES,7600.0,UNUSUAL_PUT_VOL,100,11750.0,1.18,11.85,-0.01,0.0006,LONG_GAMMA,7702.75,UAP,BELOW,-102.75
2026-09-07 19:16:44,ES,7685.0,UNUSUAL_PUT_VOL,100,91500.0,9.15,9.25,-0.232,0.009017,LONG_GAMMA,7708.75,UAP,BELOW,-23.75
2026-09-07 19:43:44,ES,7690.0,UNUSUAL_PUT_VOL,100,92000.0,9.2,9.12,-0.245,0.009534,LONG_GAMMA,7711.75,UAP,BELOW,-21.75
2026-09-07 20:04:44,ES,7690.0,UNUSUAL_PUT_VOL,100,113000.0,11.3,9.03,-0.303,0.010794,LONG_GAMMA,7705.75,UAP,BELOW,-15.75
2026-09-07 20:14:44,ES,7690.0,UNUSUAL_PUT_VOL,100,94000.0,9.4,9.17,-0.253,0.009782,LONG_GAMMA,7710.75,UAP,BELOW,-20.75
2026-09-07 20:52:44,ES,7740.0,UNUSUAL_CALL_VOL,156,104520.0,6.7,7.69,0.217,0.010896,SHORT_GAMMA,7718.0,UAC,ABOVE,22.0
2026-09-07 21:00:44,ES,7725.0,UNUSUAL_PUT_VOL,100,183000.0,18.3,7.96,-0.555,0.014189,SHORT_GAMMA,7720.25,UAP,ATM,4.75
2026-09-07 21:18:44,ES,7750.0,UNUSUAL_CALL_VOL,113,51415.0,4.55,7.9,0.134,0.007896,SHORT_GAMMA,7718.75,UAC,ABOVE,31.25
2026-09-07 21:51:44,ES,7645.0,UNUSUAL_PUT_VOL,432,96120.0,2.22,11.05,-0.028,0.001712,SHORT_GAMMA,7715.75,UAP,BELOW,-70.75
2026-09-07 21:51:44,ES,7615.0,UNUSUAL_PUT_VOL,432,46440.0,1.07,12.11,-0.007,0.00045,SHORT_GAMMA,7715.75,UAP,BELOW,-100.75
2026-09-07 22:17:44,ES,7715.0,UNUSUAL_CALL_VOL,200,351000.0,17.55,8.17,0.559,0.01433,SHORT_GAMMA,7718.25,UAC,ATM,-3.25
2026-09-07 22:17:44,ES,7710.0,UNUSUAL_CALL_VOL,200,415000.0,20.75,8.34,0.627,0.01347,SHORT_GAMMA,7718.25,UAC,ATM,-8.25
2026-09-07 22:28:44,ES,7670.0,UNUSUAL_PUT_VOL,120,41100.0,3.42,9.94,-0.058,0.003459,SHORT_GAMMA,7721.5,UAP,BELOW,-51.5
2026-09-07 22:33:44,ES,7700.0,UNUSUAL_PUT_VOL,100,81500.0,8.15,8.62,-0.222,0.010314,SHORT_GAMMA,7721.25,UAP,BELOW,-21.25
2026-09-07 22:48:44,ES,7340.0,UNUSUAL_PUT_VOL,328,1640.0,0.05,27.33,-0.0,0.0,SHORT_GAMMA,7721.75,UAP,BELOW,-381.75
2026-09-08 00:09:44,ES,7700.0,UNUSUAL_PUT_VOL,100,93500.0,9.35,9.0,-0.259,0.011315,SHORT_GAMMA,7717.75,UAP,BELOW,-17.75
2026-09-08 00:38:44,ES,7340.0,UNUSUAL_PUT_VOL,200,1000.0,0.05,27.55,-0.0,0.0,SHORT_GAMMA,7713.25,UAP,BELOW,-373.25
2026-09-08 00:52:44,ES,7635.0,UNUSUAL_PUT_VOL,100,19750.0,1.97,11.27,-0.017,0.001217,SHORT_GAMMA,7707.75,UAP,BELOW,-72.75
2026-09-08 00:52:44,ES,7625.0,UNUSUAL_PUT_VOL,100,15250.0,1.52,11.69,-0.01,0.000747,SHORT_GAMMA,7707.75,UAP,BELOW,-82.75
2026-09-08 00:54:45,ES,7700.0,UNUSUAL_PUT_VOL,123,170355.0,13.85,9.13,-0.403,0.013716,SHORT_GAMMA,7706.25,UAP,ATM,-6.25
2026-09-08 00:55:45,ES,7620.0,UNUSUAL_PUT_VOL,200,28500.0,1.43,11.88,-0.009,0.000644,SHORT_GAMMA,7706.0,UAP,BELOW,-86.0
2026-09-08 00:55:45,ES,7610.0,UNUSUAL_PUT_VOL,207,22770.0,1.1,12.44,-0.006,0.000419,SHORT_GAMMA,7706.0,UAP,BELOW,-96.0
2026-09-08 01:06:45,ES,7690.0,UNUSUAL_PUT_VOL,137,161660.0,11.8,9.33,-0.332,0.012682,SHORT_GAMMA,7701.75,UAP,BELOW,-11.75
2026-09-08 01:12:44,ES,7615.0,UNUSUAL_PUT_VOL,100,14000.0,1.4,11.97,-0.008,0.000625,SHORT_GAMMA,7701.25,UAP,BELOW,-86.25
2026-09-08 01:12:44,ES,7605.0,UNUSUAL_PUT_VOL,100,11000.0,1.1,12.42,-0.005,0.000385,SHORT_GAMMA,7701.25,UAP,BELOW,-96.25
2026-09-08 01:20:44,ES,7340.0,UNUSUAL_PUT_VOL,700,3500.0,0.05,26.79,-0.0,0.0,SHORT_GAMMA,7697.25,UAP,BELOW,-357.25
2026-09-08 01:21:44,ES,7715.0,UNUSUAL_CALL_VOL,110,107250.0,9.75,9.42,0.279,0.011738,SHORT_GAMMA,7697.5,UAC,ABOVE,17.5
2026-09-08 01:22:45,ES,7750.0,UNUSUAL_CALL_VOL,101,28533.0,2.83,9.56,0.044,0.003183,SHORT_GAMMA,7699.5,UAC,ABOVE,50.5
2026-09-08 01:22:45,ES,7340.0,UNUSUAL_PUT_VOL,502,2510.0,0.05,26.96,-0.0,0.0,SHORT_GAMMA,7699.5,UAP,BELOW,-359.5
2026-09-08 01:31:44,ES,7800.0,UNUSUAL_CALL_VOL,116,4930.0,0.43,11.03,0.001,0.000114,SHORT_GAMMA,7697.0,UAC,ABOVE,103.0
