Time,MAXGEX,MINGEX,MAXVEX,MINVEX,MAXDEX,MINDEX,ZERO,BAC,SAC,BAP,SAP,MAXCP,MINCP,LONGGAMMA,SHORTGAMMA,LONGCALLS,SHORTCALLS,LONGPUTS,SHORTPUTS,ZERO_OI,SPOT
2026-05-14 05:00:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.87
2026-05-14 05:01:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.86
2026-05-14 05:02:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.86
2026-05-14 05:03:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.86
2026-05-14 05:04:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:05:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:06:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:07:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:08:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.84
2026-05-14 05:09:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.84
2026-05-14 05:10:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:11:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.81
2026-05-14 05:12:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.79
2026-05-14 05:13:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.84
2026-05-14 05:14:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.82
2026-05-14 05:15:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.81
2026-05-14 05:16:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.81
2026-05-14 05:17:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.82
2026-05-14 05:18:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.81
2026-05-14 05:19:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.79
2026-05-14 05:20:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.81
2026-05-14 05:21:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:22:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.84
2026-05-14 05:23:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:24:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:25:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:26:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:27:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:29:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.87
2026-05-14 05:30:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.76,17.85
2026-05-14 05:31:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.86
2026-05-14 05:32:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.87
2026-05-14 05:33:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.87
2026-05-14 05:34:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.87
2026-05-14 05:35:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.88
2026-05-14 05:36:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.87
2026-05-14 05:37:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.87
2026-05-14 05:38:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.87
2026-05-14 05:39:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.87
2026-05-14 05:40:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.88
2026-05-14 05:41:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.89
2026-05-14 05:42:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.89
2026-05-14 05:43:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.9
2026-05-14 05:44:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.9
2026-05-14 05:45:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.89
2026-05-14 05:46:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.89
2026-05-14 05:47:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.9
2026-05-14 05:48:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.89
2026-05-14 05:49:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.89
2026-05-14 05:50:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.88
2026-05-14 05:51:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.88
2026-05-14 05:52:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.87
2026-05-14 05:53:00,,18.0,,18.0,14.0,20.0,17.55,,,,,19.5,18.0,17.0,18.0,19.5,40.0,17.0,18.0,20.66,17.87
2026-05-14 05:54:00,,18.0,17.0,,14.0,20.0,17.55,,,,,17.0,18.0,17.0,18.0,17.0,40.0,17.0,18.0,20.66,17.84
2026-05-14 05:55:00,,18.0,17.0,,14.0,20.0,17.55,,,,,17.0,18.0,17.0,18.0,17.0,40.0,17.0,18.0,20.66,17.85
