23550,12.65
23525,12.18
23500,11.73
23475,02.03
23450,70.08
23425,14.05
23400,47.24
23375,00.75
23350,176.53
23325,-00.79
23300,296.28
23275,00.29
23250,178.92
23225,02.23
23200,402.32
23175,06.63
23150,1216.77
23125,00.89
23100,3732.65
23075,-01.57
23050,-5258.52
23025,03.79
23000,-1752.73
22975,-00.24
22950,-992.77
22925,-00.89
22900,-675.36
22875,-01.36
22850,-358.48
22825,-00.24
22800,-674.48
22775,-00.69
22750,-155.09
22725,00.00
22700,-126.26
22675,-01.30
22650,-21.31
22625,-00.17
22600,-43.49
22575,-00.30
22550,-15.34
22525,-02.37
22500,-22.94
22475,-01.87
22450,-03.56
22425,-00.10
22400,-25.20
22375,00.00
22350,-02.91
22325,-00.90
22300,-08.20
22275,00.00
22250,-00.90
