signal,n,win_rate,win_rate_barrier,expectancy,expectancy_R,n_barrier,mae,mfe,avg_duration,sharpe_like,sharpe_R,last_updated
PINNING_RISK,1000,0.476,0.466,-0.8897,-0.0401,1000,-3.2049,3.0623,60,-0.108,-0.08,2026-09-22 18:18:29
ZERO_CROSS_UP,1000,0.441,0.413,-3.302,-0.046,1000,-21.2339,15.9785,60,-0.064,-0.052,2026-09-23 14:51:31
VIX_REGIME_CONFIRM,1000,0.374,0.364,6.4409,-0.0994,1000,-11.6701,8.1505,60,0.192,-0.123,2026-09-23 15:52:40
SWEEP_ACCELERATION,296,0.409,0.157,1.6949,0.0131,699,-23.8631,17.8767,60,0.035,0.02,2026-09-23 15:52:40
CALL_SURGE,159,0.409,0.38,-27.8935,0.0024,158,-70.7573,37.5831,60,-0.292,0.002,2026-09-22 11:52:29
ZERO_CROSS_DOWN,1000,0.505,0.486,0.5342,0.0427,1000,-4.8235,4.3249,60,0.032,0.058,2026-09-23 15:51:12
ZERO_PROXIMITY_RESISTANCE,1000,0.362,0.332,5.4743,-0.1276,1000,-13.907,7.9149,60,0.097,-0.203,2026-09-23 15:52:40
IMBALANCE_REVERSAL,1000,0.442,0.398,-0.3877,-0.0644,1000,-13.4689,13.9011,60,-0.01,-0.082,2026-09-23 11:38:30
DELTA_DIVERGENCE_BEAR,1000,0.3,0.308,4.0212,-0.0688,1000,-12.6371,9.0405,60,0.138,-0.096,2026-09-23 15:13:44
REGIME_TRADE_CONFIRM,1000,0.429,0.437,1.0619,0.1249,1000,-9.2943,10.7153,60,0.028,0.165,2026-09-23 16:25:30
FAILED_SQUEEZE,231,0.338,0.261,-8.1718,-0.0848,222,-33.0951,42.1561,60,-0.068,-0.094,2026-09-23 15:14:30
DELTA_DIVERGENCE_BULL,854,0.407,0.382,-0.3236,-0.0564,833,-12.8898,11.1495,60,-0.009,-0.066,2026-09-23 15:51:12
CHARM_MOMENTUM_EOD,262,0.366,0.359,-2.7665,-0.2514,262,-17.4812,13.2883,60,-0.054,-0.291,2026-09-08 15:12:34
ABSORPTION_REVERSAL,593,0.248,0.239,0.1704,-0.0257,561,-5.6078,4.8289,60,0.008,-0.041,2026-09-23 15:16:50
PUT_SURGE,59,0.593,0.492,-0.359,-0.0636,59,-13.4944,5.628,60,-0.021,-0.082,2026-09-21 11:54:00
WALL_REJECT_CALL,345,0.412,0.367,-0.7484,-0.0087,338,-6.6224,7.4452,60,-0.034,-0.011,2026-09-23 14:26:46
WALL_REJECT_PUT,62,0.177,0.182,-3.7225,-0.1504,55,-7.0736,2.4155,60,-0.179,-0.231,2026-09-23 15:13:44
HEDGE_PANIC,4,0.5,0.25,4.745,-0.5175,4,-3.95,4.2525,60,1.055,-0.536,2026-09-18 23:59:39
WALL_BREAK_CALL,91,0.077,0.077,-5.582,-0.0571,91,-7.0807,0.578,60,-0.267,-0.158,2026-09-22 07:23:28
WALL_BREAK_PUT,54,0.648,0.63,-1.4324,0.2706,54,-3.1991,4.4139,60,-0.316,0.316,2026-09-15 12:37:23
GAMMA_COMPRESSION_BREAKOUT,20,0.2,0.192,-2.4723,-0.2448,26,-15.8484,14.4247,60,-0.086,-0.277,2026-08-04 16:49:19
DEALER_UNWIND,6,0.333,0.167,-2.8317,-0.2783,6,-5.885,1.03,60,-0.381,-0.655,2026-09-03 16:01:46
