Time,Activo,SPOT,hedge_pressure_score,hedge_velocity,hedge_exhaustion_flag,dealer_stress_score,stress_gamma_instability,stress_iv_expansion,stress_sweep_aggression,stress_hedge_acceleration,stress_vix_divergence,stress_avg_10c
2026-08-24 18:19:01,GLD,428.74,2.1,0.0,0,35.0,0.0,0.0,20,15,0.0,35.0
2026-08-24 18:20:01,GLD,428.75,2.1,0.0,0,20.1,0.0,20,0.0,0.1,0.0,27.5
2026-08-24 18:21:01,GLD,428.68,2.1,-28801.08,0,20.5,0.0,20,0.0,0.5,0.0,25.2
2026-08-24 18:22:01,GLD,428.68,2.1,-33601.89,0,0.2,0.0,0.2,0.0,0.0,0.0,18.9
2026-08-24 18:23:01,GLD,428.67,2.1,-4797.31,0,18.3,0.0,18.3,0.0,0.1,0.0,18.8
2026-08-24 18:24:01,GLD,428.63,2.1,-23917.4,0,20.3,0.0,20,0.0,0.3,0.0,19.1
2026-08-24 18:25:01,GLD,428.63,2.1,-19134.0,0,0.2,0.0,0.2,0.0,0.0,0.0,16.4
2026-08-24 18:26:05,GLD,428.52,2.0,-52198.3,0,20.8,0.0,20,0.0,0.8,0.0,16.9
2026-08-24 18:27:01,GLD,428.54,2.0,-42775.38,0,20.2,0.0,20,0.0,0.2,0.0,17.3
2026-08-24 18:28:01,GLD,428.26,2.0,-120754.66,0,22.4,0.0,20,0.0,2.4,0.0,17.8
2026-08-24 18:29:00,GLD,428.16,2.0,-175976.1,0,20.3,0.0,20,0.0,0.3,0.0,16.3
2026-08-24 18:30:01,GLD,428.2,2.0,-27845.04,0,20.2,0.0,20,0.0,0.2,0.0,16.3
2026-08-24 18:31:01,GLD,428.22,2.0,27869.4,0,2.7,0.0,2.6,0.0,0.1,0.0,14.6
2026-08-24 18:32:01,GLD,428.19,2.0,-4638.92,0,20.1,0.0,20,0.0,0.1,0.0,16.6
2026-08-24 18:33:00,GLD,428.2,2.0,-9283.18,0,20.1,0.0,20,0.0,0.1,0.0,16.7
2026-08-24 18:34:00,GLD,428.3,2.0,51263.19,0,20.4,0.0,20,0.0,0.4,0.0,16.7
2026-08-24 18:35:01,GLD,428.36,2.0,74942.08,0,20.5,0.0,20,0.0,0.5,0.0,18.8
2026-08-24 18:36:01,GLD,428.4,2.0,47001.6,0,20.4,0.0,20,0.0,0.4,0.0,18.7
2026-08-24 18:37:01,GLD,428.44,2.0,37721.04,0,20.3,0.0,20,0.0,0.3,0.0,18.7
2026-08-24 18:38:01,GLD,428.6,2.0,95478.6,0,21.3,0.0,20,0.0,1.3,0.0,18.6
2026-08-24 18:39:01,GLD,428.7,2.1,124978.36,0,20.7,0.0,20,0.0,0.7,0.0,18.7
2026-08-24 18:40:01,GLD,428.7,2.1,48071.0,0,1.1,0.0,1.1,0.0,0.0,0.0,16.8
2026-08-24 18:41:01,GLD,428.75,2.1,24104.35,0,20.3,0.0,20,0.0,0.3,0.0,18.5
2026-08-24 18:42:01,GLD,428.72,2.1,9626.36,0,20.2,0.0,20,0.0,0.2,0.0,18.5
2026-08-24 18:43:01,GLD,428.81,2.1,29026.32,0,20.5,0.0,20,0.0,0.5,0.0,18.6
2026-08-24 18:44:01,GLD,428.84,2.1,58136.16,0,20.2,0.0,20,0.0,0.2,0.0,18.5
2026-08-24 18:45:01,GLD,428.85,2.1,19386.84,0,18.8,0.0,18.8,0.0,0.0,0.0,18.4
2026-08-24 18:46:01,GLD,428.8,2.1,-19340.12,0,20.3,0.0,20,0.0,0.3,0.0,18.4
2026-08-24 18:47:01,GLD,428.81,2.1,-19350.16,0,18.6,0.0,18.5,0.0,0.1,0.0,18.2
2026-08-24 18:48:01,GLD,428.65,2.1,-71847.45,0,21.0,0.0,20,0.0,1.0,0.0,18.2
2026-08-24 18:49:00,GLD,428.8,2.1,-4834.65,0,21.0,0.0,20,0.0,1.0,0.0,18.2
2026-08-24 18:50:01,GLD,428.88,2.1,111619.0,0,20.4,0.0,20,0.0,0.4,0.0,20.1
2026-08-24 18:51:01,GLD,429.35,2.1,264425.15,0,20.8,0.0,20,0.0,0.8,0.0,20.2
2026-08-24 18:52:01,GLD,429.05,2.1,82381.83,0,20.7,0.0,20,0.0,0.7,0.0,20.2
2026-08-24 18:53:01,GLD,429.09,2.1,-125181.16,0,20.6,0.0,20,0.0,0.6,0.0,20.2
2026-08-24 18:54:01,GLD,428.85,2.1,-96950.4,0,20.6,0.0,20,0.0,0.6,0.0,20.3
2026-08-24 18:55:00,GLD,428.92,2.1,-82597.56,0,20.2,0.0,20,0.0,0.2,0.0,20.4
2026-08-24 18:56:01,GLD,429.02,2.1,82554.04,0,20.0,0.0,20,0.0,0.0,0.0,20.4
2026-08-24 18:57:01,GLD,429.0,2.1,38881.6,0,20.1,0.0,20,0.0,0.1,0.0,20.6
2026-08-24 18:58:01,GLD,429.07,2.1,24168.4,0,20.5,0.0,20,0.0,0.5,0.0,20.5
2026-08-24 18:59:00,GLD,429.0,2.1,0.0,0,20.5,0.0,20,0.0,0.5,0.0,20.5
2026-08-24 19:00:01,GLD,429.0,2.1,-34019.44,0,0.6,0.0,0.6,0.0,0.0,0.0,18.5
2026-08-24 19:01:01,GLD,429.63,2.1,310324.77,0,21.5,0.0,20,0.0,1.5,0.0,18.6
2026-08-24 19:02:01,GLD,429.66,2.1,325764.12,0,20.2,0.0,20,0.0,0.2,0.0,18.5
2026-08-24 19:03:01,GLD,429.63,2.1,0.0,0,20.2,0.0,20,0.0,0.2,0.0,18.5
2026-08-24 19:04:01,GLD,429.29,2.1,-176976.18,0,23.1,0.0,20,0.0,3.1,0.0,18.7
2026-08-24 19:05:01,GLD,429.05,2.1,-281051.76,0,21.2,0.0,20,0.0,1.2,0.0,18.8
2026-08-24 19:06:01,GLD,429.12,2.0,-80813.41,0,21.9,0.0,20,0.0,1.9,0.0,19.0
2026-08-24 19:07:01,GLD,429.31,2.1,124586.02,0,20.8,0.0,20,0.0,0.8,0.0,19.1
2026-08-24 19:08:01,GLD,429.67,2.1,271588.9,0,23.0,0.0,20,0.0,3.0,0.0,19.3
2026-08-24 19:09:01,GLD,429.51,2.1,97516.2,0,21.3,0.0,20,0.0,1.3,0.0,19.4
2026-08-24 19:10:01,GLD,429.29,2.1,-181759.32,0,22.0,0.0,20,0.0,2.0,0.0,21.5
2026-08-24 19:11:01,GLD,429.41,2.1,-48299.8,0,21.0,0.0,20,0.0,1.0,0.0,21.5
2026-08-24 19:12:01,GLD,429.33,2.1,19201.04,0,20.6,0.0,20,0.0,0.6,0.0,21.5
2026-08-24 19:13:01,GLD,429.44,2.1,14530.44,0,20.9,0.0,20,0.0,0.9,0.0,21.6
2026-08-24 19:14:01,GLD,429.66,2.1,162878.1,0,21.9,0.0,20,0.0,1.9,0.0,21.5
2026-08-24 19:15:01,GLD,430.18,2.2,377748.54,0,23.4,0.0,20,0.0,3.4,0.0,21.7
2026-08-24 19:16:01,GLD,429.7,2.1,19797.04,0,23.3,0.0,20,0.0,3.3,0.0,21.8
2026-08-24 19:17:01,GLD,429.59,2.1,-289649.29,0,20.8,0.0,20,0.0,0.8,0.0,21.8
2026-08-24 19:18:01,GLD,429.44,2.1,-125927.1,0,21.4,0.0,20,0.0,1.4,0.0,21.7
2026-08-24 19:19:01,GLD,429.6,2.1,4913.49,0,21.5,0.0,20,0.0,1.5,0.0,21.7
2026-08-24 19:20:01,GLD,429.32,2.1,-57556.44,0,22.5,0.0,20,0.0,2.5,0.0,21.7
