582,7652.97
581,10758.64
580,97871.49
579,18260.85
578,30496.80
577,29832.43
576,90011.57
575,187733.62
574,158805.69
573,339897.76
572,274649.17
571,520663.44
570,2401858.47
569,3968243.79
568,52691523.73
567,5033135.31
566,3317231.47
565,1029730.82
564,-1430835.99
563,488894.44
562,-1450811.05
561,163918.97
560,-1515639.26
559,-545983.76
558,-293409.65
557,-237112.38
556,-179958.51
555,-283843.56
554,-60104.38
553,-68971.00
552,-56303.03
551,-36461.79
550,-241740.91
549,-11875.08
548,-11799.36
