Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT
2026-05-31 19:47:33,NDX,31000.0,UNUSUAL_CALL_VOL,321,81052.0,2.52,22.57,0.023,0.000168,LONG_GAMMA,30333.18
2026-05-31 19:47:33,NDX,30570.0,UNUSUAL_CALL_VOL,203,865795.0,42.65,22.12,0.237,0.000959,LONG_GAMMA,30333.18
2026-05-31 19:47:33,NDX,30400.0,CALL_BLOCK_BUY,100,1053500.0,105.35,23.61,0.43,0.001142,LONG_GAMMA,30333.18
2026-05-31 19:47:33,NDX,30350.0,CALL_BLOCK_BUY,145,1897325.0,130.85,24.12,0.487,0.001135,LONG_GAMMA,30333.18
2026-05-31 19:47:33,NDX,30280.0,CALL_BLOCK_BUY,63,1068480.0,169.6,24.51,0.566,0.001102,LONG_GAMMA,30333.18
2026-05-31 19:47:33,NDX,30230.0,CALL_BLOCK_BUY,99,2001285.0,202.15,25.08,0.618,0.001044,LONG_GAMMA,30333.18
2026-05-31 19:47:33,NDX,29700.0,CALL_BLOCK_SELL,30,1964550.0,654.85,33.05,0.911,0.000336,LONG_GAMMA,30333.18
2026-05-31 19:47:33,NDX,29600.0,CALL_BLOCK_SELL,33,2462955.0,746.35,32.26,0.945,0.000238,LONG_GAMMA,30333.18
2026-05-31 19:47:33,NDX,29550.0,UNUSUAL_PUT_VOL,826,941640.0,11.4,34.8,-0.057,0.000226,LONG_GAMMA,30333.18
2026-05-31 19:47:33,NDX,29540.0,UNUSUAL_PUT_VOL,800,888000.0,11.1,34.96,-0.055,0.00022,LONG_GAMMA,30333.18
2026-06-01 00:00:33,NDX,31000.0,UNUSUAL_CALL_VOL,321,81052.0,2.52,25.52,0.024,0.00017,LONG_GAMMA,30333.18
2026-06-01 00:00:33,NDX,30570.0,UNUSUAL_CALL_VOL,203,865795.0,42.65,25.02,0.238,0.000954,LONG_GAMMA,30333.18
2026-06-01 00:00:33,NDX,30400.0,CALL_BLOCK_BUY,100,1053500.0,105.35,26.73,0.429,0.001133,LONG_GAMMA,30333.18
2026-06-01 00:00:33,NDX,30350.0,CALL_BLOCK_BUY,145,1897325.0,130.85,27.31,0.487,0.001127,LONG_GAMMA,30333.18
2026-06-01 00:00:33,NDX,30280.0,CALL_BLOCK_BUY,63,1068480.0,169.6,27.76,0.564,0.001094,LONG_GAMMA,30333.18
2026-06-01 00:00:33,NDX,30230.0,CALL_BLOCK_BUY,99,2001285.0,202.15,28.41,0.616,0.001037,LONG_GAMMA,30333.18
2026-06-01 00:00:33,NDX,29700.0,CALL_BLOCK_SELL,30,1964550.0,654.85,37.63,0.908,0.00034,LONG_GAMMA,30333.18
2026-06-01 00:00:33,NDX,29600.0,CALL_BLOCK_SELL,33,2462955.0,746.35,36.88,0.941,0.000245,LONG_GAMMA,30333.18
2026-06-01 00:00:33,NDX,29550.0,UNUSUAL_PUT_VOL,826,941640.0,11.4,39.29,-0.058,0.000228,LONG_GAMMA,30333.18
2026-06-01 00:00:33,NDX,29540.0,UNUSUAL_PUT_VOL,800,888000.0,11.1,39.47,-0.056,0.000222,LONG_GAMMA,30333.18
