Time,Activo,Strike,Type,Contracts,Premium,Price,IV,Delta,Gamma,DealerState,SPOT,Side,Rel,Moneyness
2026-08-04 19:37:21,NQ,29950.0,UNUSUAL_CALL_VOL,50,620000.0,124.0,21.22,0.394,0.001291,LONG_GAMMA,29864.5,UAC,ABOVE,85.5
2026-08-04 20:46:41,NQ,29850.0,CALL_BLOCK_SELL,114,1812600.0,159.0,20.27,0.516,0.001444,SHORT_GAMMA,29856.75,SAC,ATM,-6.75
2026-08-04 23:56:41,NQ,29800.0,UNUSUAL_PUT_VOL,50,562500.0,112.5,22.15,-0.345,0.001341,SHORT_GAMMA,29905.5,UAP,BELOW,-105.5
2026-08-05 00:01:41,NQ,29900.0,UNUSUAL_PUT_VOL,50,732500.0,146.5,21.57,-0.466,0.00149,SHORT_GAMMA,29918.75,UAP,ATM,-18.75
2026-08-05 00:57:41,NQ,30300.0,UNUSUAL_CALL_VOL,60,235500.0,39.25,20.41,0.099,0.000711,SHORT_GAMMA,29979.5,UAC,ABOVE,320.5
2026-08-05 02:31:41,NQ,29800.0,PUT_BLOCK_SELL,95,1033125.0,108.75,22.38,-0.338,0.001447,LONG_GAMMA,29902.25,SAP,BELOW,-102.25
2026-08-05 02:47:41,NQ,29900.0,UNUSUAL_PUT_VOL,50,742500.0,148.5,21.83,-0.485,0.001636,LONG_GAMMA,29906.25,UAP,ATM,-6.25
2026-08-05 03:09:41,NQ,29850.0,CALL_BLOCK_SELL,90,1608750.0,178.75,22.38,0.58,0.00159,SHORT_GAMMA,29896.25,SAC,BELOW,-46.25
2026-08-05 03:10:41,NQ,29910.0,CALL_BLOCK_BUY,102,1425450.0,139.75,22.46,0.459,0.001609,LONG_GAMMA,29881.25,BAC,ATM,28.75
2026-08-05 03:10:41,NQ,29850.0,PUT_BLOCK_BUY,102,1435650.0,140.75,22.44,-0.444,0.001604,LONG_GAMMA,29881.25,BAP,ATM,-31.25
2026-08-05 03:17:41,NQ,29350.0,UNUSUAL_PUT_VOL,50,106250.0,21.25,24.69,-0.025,0.000216,LONG_GAMMA,29871.25,UAP,BELOW,-521.25
2026-08-05 03:18:41,NQ,29250.0,UNUSUAL_PUT_VOL,50,77500.0,15.5,25.01,-0.012,0.000115,LONG_GAMMA,29855.25,UAP,BELOW,-605.25
2026-08-05 03:20:41,NQ,29300.0,UNUSUAL_PUT_VOL,50,95000.0,19.0,24.89,-0.019,0.000169,LONG_GAMMA,29855.5,UAP,BELOW,-555.5
