22050,220.00
22025,26.00
22000,946.00
21975,129.00
21950,94.00
21925,164.00
21900,193.00
21875,20.00
21850,301.00
21825,-52.00
21800,-75.00
21775,-443.00
21750,-325.00
21725,71.00
21700,-810.00
21675,-88.00
21650,-297.00
21625,-342.00
21600,-340.00
21575,-111.00
21550,-100.00
21525,97.00
21500,-130.00
21475,51.00
21450,-257.00
21425,-192.00
21400,-18.00
21375,-191.00
21350,-110.00
21325,-121.00
21300,03.00
21275,-26.00
21250,-110.00
21225,-119.00
21200,27.00
21175,-288.00
21150,77.00
21125,27.00
21100,02.00
21075,12.00
21050,-16.00
21025,13.00
21000,86.00
20975,-45.00
20950,-190.00
20925,-12.00
20900,-37.00
20875,10.00
20850,-05.00
20825,-09.00
20800,-08.00
20775,-01.00
20750,01.00
