6110,230117.03
6105,451990.14
6100,1349716.58
6095,2124364.13
6090,-1528831.06
6085,-99800.36
6080,-27035.66
6075,-47969.32
6070,-45744.29
6065,-42858.97
6060,-51702.25
6055,-28699.44
6050,-38876.89
6045,-20059.24
6040,-21145.60
6035,-14450.91
6030,-14439.61
6025,-14014.53
6020,-11647.73
6015,-9136.82
6010,-9661.38
6005,-5510.32
6000,-11424.93
5995,-5136.60
5990,-6385.59
5985,-3667.65
5980,-6241.80
5975,-5339.76
5970,-4016.10
5965,-1764.88
5960,-1958.01
5955,-1049.48
5950,-5645.05
5945,-966.54
5940,-1455.77
5935,-825.87
5930,-1046.50
5925,-1619.05
5920,-1070.10
5915,-953.70
5910,-928.08
5905,-638.05
5900,-2921.69
5895,-519.80
5890,-454.73
5885,-685.16
