2025-06-24 06:23:00,604,,,,600,,,,,,,,,,,604.18
2025-06-24 06:24:00,605,,,,600,,,,,,,,,,,604.4
2025-06-24 06:26:00,605,,,,600,,,,,,,,,,,604.37
2025-06-24 06:27:00,605,,,,600,,,,,,,,,,,604.42
2025-06-24 06:28:00,605,,,,600,,,,,,,,,,,604.61
2025-06-24 06:29:00,605,,,,600,,,,,,,,,,,605.07
2025-06-24 06:30:00,605,,,,600,,,,,,,,,,,604.81
2025-06-24 06:31:00,605,,,,600,,,,,,,,,,,604.97
2025-06-24 06:32:00,605,,,,600,,,,,,,,,,,605.04
2025-06-24 06:33:00,605,,,,600,,,,,,,,,,,604.72
2025-06-24 06:34:00,605,,,,600,,,,,,,,,,,604.74
2025-06-24 06:35:00,605,,,,600,,,,,,,,,,,604.61
2025-06-24 06:36:00,605,,,,600,,,,,,,,,,,604.66
2025-06-24 06:37:00,605,,,,600,,,,,,,,,,,604.67
2025-06-24 06:38:00,605,,,,600,,,,,,,,,,,604.59
2025-06-24 06:39:00,605,,,,600,,,,,,,,,,,604.76
2025-06-24 06:40:00,605,,,,600,,,,,,,,,,,604.74
2025-06-24 06:41:00,605,,,,600,,,,,,,,,,,604.74
2025-06-24 06:42:00,605,,,,600,,,,,,,,,,,604.73
2025-06-24 06:43:00,605,,,,600,,,,,,,,,,,604.71
2025-06-24 06:44:00,605,,,,600,,,,,,,,,,,604.72
2025-06-24 06:45:00,605,,,,600,,,,,,,,,,,604.77
2025-06-24 06:46:00,605,,,,600,,,,,,,,,,,604.87
2025-06-24 06:47:00,605,,,,600,,,,,,,,,,,604.95
2025-06-24 06:48:00,605,,,,600,,,,,,,,,,,604.96
2025-06-24 06:49:00,605,,,,600,,,,,,,,,,,604.93
2025-06-24 06:50:00,605,,,,600,,,,,,,,,,,604.94
2025-06-24 06:51:00,605,,,,600,,,,,,,,,,,604.76
2025-06-24 06:52:00,605,,,,600,,,,,,,,,,,604.79
2025-06-24 06:53:00,605,,,,600,,,,,,,,,,,604.81
2025-06-24 06:54:00,605,,,,600,,,,,,,,,,,604.82
2025-06-24 06:55:00,605,,,,600,,,,,,,,,,,604.85
2025-06-24 06:56:00,605,,,,600,,,,,,,,,,,604.85
2025-06-24 06:57:00,605,,,,600,,,,,,,,,,,604.74
2025-06-24 06:58:00,605,,,,600,,,,,,,,,,,604.7
2025-06-24 06:59:00,605,,,,600,,,,,,,,,,,604.82
2025-06-24 07:00:00,605,,,,600,,,,,,,,,,,604.8
2025-06-24 07:01:00,605,,,,600,,,,,,,,,,,604.87
2025-06-24 07:02:00,605,,,,600,,,,,,,,,,,604.93
2025-06-24 07:03:00,605,,,,600,,,,,,,,,,,604.98
2025-06-24 07:04:00,605,,,,600,,,,,,,,,,,604.88
2025-06-24 07:05:00,605,,,,600,,,,,,,,,,,604.95
2025-06-24 07:06:00,605,,,,600,,,,,,,,,,,605.04
2025-06-24 07:07:00,605,,,,600,,,,,,,,,,,605.02
2025-06-24 07:08:00,605,,,,600,,,,,,,,,,,604.98
2025-06-24 07:09:00,605,,,,600,,,,,,,,,,,605.01
2025-06-24 07:10:00,605,,,,600,,,,,,,,,,,604.91
2025-06-24 07:12:00,605,,,,600,,,,,,,,,,,604.72
2025-06-24 07:13:00,605,,,,600,,,,,,,,,,,604.61
