Time,MAXGEX,MINGEX,MAXVEX,MINVEX,MAXDEX,MINDEX,ZERO,BAC,SAC,BAP,SAP,MAXCP,MINCP,LONGGAMMA,SHORTGAMMA,LONGCALLS,SHORTCALLS,LONGPUTS,SHORTPUTS,INV_BAC,INV_SAC,INV_BAP,INV_SAP,NET_CALL_FLOW,NET_PUT_FLOW,ZERO_OI,SPOT,VANNA_ZERO,CHARM_ZERO,HEDGE_ZERO
2026-08-13 18:25:00,735.0,,735.0,,730.0,762.0,732.18,732.0,731.0,734.0,731.0,735.0,730.0,734.0,730.0,732.0,735.0,730.0,732.0,332517.0,232686.0,156682.0,291476.0,99831.0,-134794.0,723.08,732.18
2026-08-13 18:26:00,735.0,,735.0,,730.0,762.0,732.14,,,,,735.0,730.0,734.0,730.0,732.0,735.0,730.0,732.0,332517.0,232686.0,156682.0,291476.0,99831.0,-134794.0,723.11,732.22
2026-08-13 18:27:00,735.0,,735.0,,730.0,762.0,732.11,,,,,735.0,730.0,734.0,730.0,732.0,735.0,730.0,732.0,332517.0,232686.0,156682.0,291476.0,99831.0,-134794.0,723.13,732.25
2026-08-13 18:28:00,735.0,,735.0,,730.0,762.0,732.12,,,,,735.0,730.0,734.0,730.0,732.0,735.0,730.0,732.0,332517.0,232686.0,156682.0,291476.0,99831.0,-134794.0,723.13,732.25
2026-08-13 18:29:00,735.0,,735.0,,730.0,762.0,732.16,,,,,735.0,730.0,734.0,730.0,732.0,735.0,730.0,732.0,332517.0,232686.0,156682.0,291476.0,99831.0,-134794.0,723.09,732.2
2026-08-13 18:30:00,735.0,,735.0,,730.0,762.0,732.19,,,,,735.0,730.0,734.0,730.0,732.0,735.0,730.0,732.0,332517.0,232686.0,156682.0,291476.0,99831.0,-134794.0,723.07,732.17
2026-08-13 18:31:00,735.0,,735.0,,730.0,762.0,732.16,,,,,735.0,730.0,734.0,730.0,732.0,735.0,730.0,732.0,332517.0,232686.0,156682.0,291476.0,99831.0,-134794.0,723.09,732.2
2026-08-13 18:32:00,735.0,,735.0,,730.0,762.0,732.13,,,,,735.0,730.0,734.0,730.0,732.0,735.0,730.0,732.0,332517.0,232686.0,156682.0,291476.0,99831.0,-134794.0,723.11,732.23
2026-08-13 18:33:00,735.0,,735.0,,730.0,762.0,732.16,,,,,735.0,730.0,734.0,730.0,732.0,735.0,730.0,732.0,332517.0,232686.0,156682.0,291476.0,99831.0,-134794.0,723.09,732.2
2026-08-13 18:34:00,735.0,,735.0,,730.0,762.0,732.15,,,,,735.0,730.0,734.0,730.0,732.0,735.0,730.0,732.0,332517.0,232686.0,156682.0,291476.0,99831.0,-134794.0,723.1,732.21
