"","390","387","384","381","378","375","372","369","366","363","360","357","354","351","348","345","342","339","336","333","330","327","324","321","318","315","312","309","306","303","300","297","294","291","288","285","282","279","276","273","270","267","264","261","258","255","252","249","246","243","240","237","234","231","228","225","222","219","216","213","210","207","204","201","198","195","192","189","186","183","180","177","174","171","168","165","162","159","156","153","150","147","144","141","138","135","132","129","126","123","120","117","114","111","108","105","102","99","96","93","90","87","84","81","78","75","72","69","66","63","60","57","54","51","48","45","42","39","36","33","30","27","24","21","18","15","12","9","6","3","0"
"21800",18468874.4108742,18432831.5768192,18396497.6421694,18359869.619765,18322944.5216583,18285719.3616309,18248191.1578947,18210356.9359892,18172213.7318852,18133758.5953095,18094988.5933024,18055900.8140234,18016492.3708201,17976760.4065753,17936702.098351,17896314.662345,17855595.3591817,17814541.499555,17773150.4502464,17731419.6405392,17689346.5690547,17646928.8110341,17604164.0260939,17561049.966483,17517584.4858712,17473765.5487019,17429591.2401417,17385059.7766627,17340169.5172965,17294918.9755972,17249306.8323581,17203331.9491253,17156993.3825546,17110290.3996632,17063222.4940262,17015789.4029743,16967991.1258515,16919827.9433911,16871300.4382777,16822409.5169602,16773156.4327867,16723542.8105377,16673570.6724318,16623242.465688,16572561.0917261,16521529.9370957,16470152.9062228,16418434.4560681,16366379.6327956,16313994.1105478,16261284.2324315,16208257.053815,16154920.3880401,16101282.8546531,16047353.9302539,15993144.0020631,15938664.4242999,15883927.5774574,15828946.9305506,15773737.106403,15718313.9500153,15662694.6000435,15606897.5633818,15550942.7928144,15494851.7676554,15438647.5772465,15382355.0071142,15326000.6275154,15269612.8839997,15213222.1895084,15156861.0173867,15100563.9945236,15044367.9936328,14988312.2234482,14932438.3153225,14876790.4043743,14821415.2029194,14766362.0634328,14711683.0277046,14657432.8581555,14603669.0464448,14550451.7935127,14497843.9540129,14445910.9366729,14394720.5504304,14344342.7841686,14294849.505446,14246314.0607121,14198810.7560052,14152414.1929248,14107198.4295977,14063235.9302248,14020596.2593447,13979344.4678876,13939539.1069977,13901229.7919837,13864454.2219256,13829234.5395748,13795572.8900614,13763446.0040688,13732798.5894966,13703535.26248,13675510.6802601,13648517.4497596,13622271.2699163,13596392.6133922,13570384.0511385,13543602.0533642,13515221.7375471,13484192.5430536,13449182.1431808,13408504.9888187,13360030.6129125,13301065.0656968,13228196.3826403,13137091.4893046,13022226.9334425,12876528.5619223,12690884.601542,12453480.9017659,12148884.1115989,11756765.8665168,11250118.0098894,10592763.4106918,9735957.95405669,8614057.47413548,7140233.28654746,5208947.93369918,2758025.07674616,370808.470234173,0
"21775",19522518.4157858,19486733.0571445,19450650.5002034,19414267.4071633,19377580.427971,19340586.2025663,19303281.363314,19265662.5376333,19227726.3508365,19189469.4291914,19150888.403222,19111979.9112634,19072740.6032865,19033167.1450121,18993256.2223306,18953004.5460498,18912408.8569907,18871465.9314545,18830172.5870844,18788525.6891495,18746522.1572756,18704158.9726546,18661433.1857623,18618341.9246175,18574882.403618,18531051.9329915,18486847.9289001,18442267.9242416,18397309.5801933,18351970.6985453,18306249.2348761,18260143.3126232,18213651.2381091,18166771.5165825,18119502.8693422,18071844.2520128,18023794.8740471,17975354.2195347,17926522.0694015,17877298.5250883,17827684.0338061,17777679.4154684,17727285.8914067,17676505.1149862,17625339.2042406,17573790.7766554,17521862.9862352,17469559.5629987,17416884.8550547,17363843.8734173,17310442.3397313,17256686.7370847,17202584.3640949,17148143.392465,17093372.9282136,17038283.0767912,16982885.0123042,16927191.0510739,16871214.7297652,16814970.8883233,16758475.7579607,16701747.0544379,16644804.0768758,16587667.8123363,16530361.0463908,16472908.4798849,16415336.8520776,16357675.0703033,16299954.3462566,16242208.3389441,16184473.3042665,16126788.2511031,16069195.1036434,16011738.8695627,15954467.8134452,15897433.6346287,15840691.6483518,15784300.9687355,15728324.6916967,15672830.075364,15617888.7149238,15563576.7080432,15509974.8060662,15457168.5450275,15405248.3491292,15354309.5976294,15304452.6440332,15255782.7739793,15208410.0851809,15162449.2690907,15118019.26947,15075242.7875603,15034245.596855,14995155.6222532,14958101.7282602,14923212.1484031,14890612.4725124,14860423.0891488,14832755.9561206,14807710.5412672,14785368.7364663,14765788.4974515,14748995.8967446,14734975.1916599,14723656.3967097,14714899.6997286,14708475.8593975,14704041.4483705,14701107.4320528,14698999.0568692,14696804.3037534,14693307.1553161,14686900.4999706,14675471.4605355,14656248.994816,14625599.3138242,14578748.2690295,14509400.1770405,14409207.5750773,14267022.7225471,14067823.4279642,13791142.9447228,13408729.1341313,12880982.7184509,12151427.0880456,11137942.0826545,9718512.04384624,7707487.59007907,4828389.75150277,1103381.72246875,0
"21750",20633859.4981924,20598460.4550791,20562760.0480178,20526754.5932891,20490440.38201,20453813.6820028,20416870.7398419,20379607.783093,20342021.0227555,20304106.655925,20265860.8686892,20227279.8392753,20188359.7414658,20149096.7483012,20109487.0360898,20069526.7887467,20029212.2024841,19988539.4908777,19947504.8903355,19906104.6659967,19864335.1180912,19822192.5887913,19779673.4695895,19736774.2092401,19693491.3223029,19649821.3983313,19605761.1117492,19561307.2324661,19516456.6372797,19471206.3221235,19425553.4152155,19379495.1911745,19333029.0861683,19286152.7141678,19238863.8843857,19191160.6199795,19143041.1781115,19094504.0714586,19045548.0912751,18996172.332118,18946376.2183514,18896159.5325568,18845522.4459832,18794465.5511814,18742989.8969774,18691097.0259508,18638789.0145955,18586068.5163519,18532938.8077164,18479403.8376436,18425468.2804761,18371137.5926499,18316418.0734435,18261316.9300536,18205842.3473026,18150003.5623015,18093810.9444131,18037276.0808828,17980411.868528,17923232.6118979,17865754.1283436,17807993.860459,17749970.9963795,17691706.59845,17633223.7407932,17574547.6563355,17515705.8938619,17456728.4856894,17397648.1265568,17338500.3643345,17279323.803149,17220160.3195043,17161055.2919482,17102057.8447821,17043221.1062414,16984602.4814696,16926263.9404685,16868272.3210258,16810699.6463763,16753623.4570422,16697127.1559017,16641300.3650277,16586239.2922051,16532047.1042383,16478834.3031652,16426719.1002575,16375827.7811507,16326295.0535461,16278264.3665714,16231888.1879761,16187328.2217455,16144755.5442648,16104350.6316687,16066303.24419,16030812.124858,15998084.459349,15968335.0306122,15941784.9853407,15918660.1084589,15899188.4752374,15883597.3166475,15872108.8896757,15864935.0871291,15862270.4462029,15864283.1149895,15871103.2015248,15882807.7469991,15899401.3132667,15920790.8253773,15946752.8193768,15976890.5502105,16010577.4189629,16046881.739263,16084465.7600277,16121448.754512,16155219.3309282,16182175.0297824,16197356.2489698,16193923.9648833,16162401.8872036,16089554.876696,15956690.1374681,15737013.7733898,15391388.2009199,14861276.2889102,14056480.8664185,12832411.9066302,10942448.6717911,7913507.45239212,2848475.97598947,0
"21725",21805853.4036162,21770975.0766725,21735793.5085499,21700304.6858168,21664504.5558444,21628389.0281957,21591953.9761791,21555195.2385802,21518108.6215849,21480689.9009088,21442934.8241477,21404839.1133667,21366398.4679451,21327608.5676973,21288465.0762887,21248963.6449708,21209099.9166571,21168869.5303668,21128268.1260632,21087291.3499157,21045934.8600172,21004194.3325907,20962065.468722,20919544.0016556,20876625.7046987,20833306.3997746,20789581.9666778,20745448.3530793,20700901.5853405,20655937.7801942,20610553.1573582,20564744.0531507,20518506.9351826,20471838.4182068,20424735.281211,20377194.4858489,20329213.1963075,20280788.8007219,20231918.9342516,20182601.5039464,20132834.7155347,20082617.1022836,20031947.5560855,19980825.3609431,19929250.2290352,19877222.3395623,19824742.3805843,19771811.5940826,19718431.8244943,19664605.570988,19610336.0437721,19555627.2247487,19500483.9328516,19444911.8944361,19388917.8191133,19332509.4814582,19275695.8090507,19218486.9773482,19160894.5119262,19102931.3986663,19044612.2025162,18985953.1954943,18926972.4946648,18867690.210861,18808128.6089971,18748312.2808644,18688268.3313786,18628026.5793068,18567619.7735735,18507083.8263184,18446458.0639452,18385785.4974763,18325113.1135944,18264492.1878171,18203978.6213069,18143633.3028669,18083522.4977025,18023718.2645384,17964298.9026633,17905349.430417,17846962.0965288,17789236.9255456,17732282.2983386,17676215.5683178,17621163.7134986,17567264.0239041,17514664.8229244,17463526.2201193,17414020.8914898,17366334.8813669,17320668.4176653,17277236.7292082,17236270.8499639,17198018.3901535,17162744.2480157,17130731.2282167,17102280.5230235,17077711.999839,17057364.2227657,17041594.1154825,17030776.1464814,17025300.8836788,17025572.7208605,17032006.5194712,17045022.8303547,17065041.2530887,17092471.3436457,17127700.276593,17171076.1795707,17222885.6456646,17283323.333393,17352450.6925534,17430139.5657997,17515994.4905112,17609244.6156617,17708591.6935892,17811993.678979,17916352.4786089,18017056.5182654,18107298.7835619,18177038.7276976,18211381.6812067,18187970.3372346,18072629.8896116,17811777.6485768,17318482.461958,16444935.4997185,14920480.0391166,12163880.1884914,6383813.8931373,0
"21700",23041617.1212702,23007397.7507492,22972875.9032607,22938047.2643851,22902907.4657366,22867452.0857807,22831676.6507975,22795576.6360025,22759147.4668372,22722384.5204452,22685283.1273476,22647838.5733346,22610046.1015909,22571900.9150737,22533398.1791634,22494533.0246101,22455300.5507979,22415695.829354,22375713.9081289,22335349.815578,22294598.5655764,22253455.1627012,22211914.6080176,22169971.9054103,22127622.0685019,22084860.1282054,22041681.1409607,21998080.1977098,21954052.4336674,21909593.0389525,21864697.2701468,21819360.4628543,21773578.0453421,21727345.5533473,21680658.6461429,21633513.1239642,21585904.9469026,21537830.2553856,21489285.3923697,21440266.9273839,21390771.6825722,21340796.760899,21290339.5766895,21239397.8886972,21187969.8359042,21136053.9762768,21083649.3287205,21030755.4184969,20977372.3263889,20923500.7419262,20869142.0210076,20814298.2482894,20758972.3047394,20703167.9407914,20646889.8555742,20590143.7827326,20532936.5833996,20475276.3469349,20417172.500095,20358635.9253639,20299679.0892345,20240316.1813089,20180563.2651559,20120438.441956,20059962.0280528,19999156.7476321,19938047.9418586,19876663.7959217,19815035.5855658,19753197.9448263,19691189.1568366,19629051.4697375,19566831.4398896,19504580.3047768,19442354.3881826,19380215.5404262,19318231.6166612,19256476.996463,19195033.1481531,19133989.24154,19073442.8129745,19013500.4868286,18954278.7576907,18895904.8377267,18838517.5737506,18782268.4385822,18727322.6011934,18673860.079939,18622076.9827853,18572186.837828,18524422.0164737,18479035.2503421,18436301.2411302,18396518.3602221,18360010.4315387,18327128.5867938,18298253.1766399,18273795.713788,18254200.8145579,18239948.092797,18231553.943791,18229573.1344223,18234600.0876473,18247269.7118218,18268257.5747729,18298279.1532627,18338087.7922309,18388470.8721366,18450243.4870857,18524238.6504882,18611292.6206431,18712223.3002073,18827798.6912058,18958690.890292,19105408.7803937,19268198.9136155,19446898.2503871,19640712.9831623,19847882.0523182,20065157.3098311,20286985.0064228,20504185.4445744,20701756.1700716,20855072.4074795,20923000.62638,20834708.1274717,20462589.3171722,19560243.1051385,17575704.9689069,12441047.2890127,0
"21675",24344449.8271478,24311029.4366095,24277310.3150875,24243287.8892193,24208957.5166202,24174314.4860562,24139354.0177344,24104071.2637252,24068461.3085252,24032519.1697769,23996239.7991561,23959618.0834462,23922648.8458121,23885326.8472943,23847646.7885422,23809603.3118054,23771191.0032093,23732404.3953364,23693237.9701415,23653686.1622285,23613743.3625216,23573403.9223616,23532662.1580675,23491512.3559987,23449948.778164,23407965.6684212,23365557.2593186,23322717.7796317,23279441.462655,23235722.5553106,23191555.3281454,23146934.0862884,23101853.1814518,23056307.0250631,23010290.1026233,22963796.9893952,22916822.3675349,22869361.0447882,22821407.9748857,22772958.2797798,22724007.2738832,22674550.4904776,22624583.7104805,22574102.9937727,22523104.7133075,22471585.5922421,22419542.7443554,22366973.7180373,22313876.5441638,22260249.7881997,22206092.6069012,22151404.8100289,22096186.9275164,22040440.2825841,21984167.0713335,21927370.4494088,21870054.6263684,21812224.9684718,21753888.1106557,21695052.0785483,21635726.4214555,21575922.3573443,21515652.9309498,21454933.1862474,21393780.3546531,21332214.0604553,21270256.5451306,21207932.9123673,21145271.395804,21082303.6516945,21019065.0789409,20955595.1691805,20891937.8898944,20828142.1038013,20764262.0281418,20700357.737818,20636495.7167597,20572749.4623278,20509200.1480444,20445937.3504639,20383059.8465669,20320676.48867,20258907.1645048,20197883.8508243,20137751.7696387,20078670.6569698,20020816.1548275,19964381.3379466,19909578.3876638,19856640.4261355,19805823.5248773,19757408.9023026,19711705.3255029,19669051.7318917,19629820.0864382,19594418.4899615,19563294.5532071,19536939.0500393,19515889.8608536,19500736.2139939,19492123.2282199,19490756.7526533,19497408.4915074,19512921.3883262,19538215.2269972,19574292.3821785,19622243.6163074,19683253.7679634,19758607.0969073,19849691.927679,19958004.0378428,20085147.9213912,20232834.5433731,20402873.3568683,20597154.9591168,20817618.4547353,21066193.7551664,21344702.6162355,21654691.3132287,21997148.9329362,22372031.2301832,22777445.6690862,23208224.2936057,23653336.6779415,24090980.6008128,24478750.9764985,24732779.8827162,24680590.6439387,23939754.0611908,21159799.6394332,0
"21650",25717858.3158647,25685376.3169142,25652602.6319928,25619532.4846977,25586161.0147653,25552483.2775426,25518494.2435459,25484188.7981161,25449561.7411812,25414607.7871378,25379321.5648639,25343697.6178771,25307730.4046523,25271414.2991161,25234743.591335,25197712.4884158,25160315.1156406,25122545.5178574,25084397.6611518,25045865.4348262,25006942.6537156,24967623.0608709,24927900.3306453,24887768.0722199,24847219.833609,24806249.1061907,24764849.329808,24723013.8984959,24680736.1668879,24638009.4573665,24594827.0680222,24551182.281497,24507068.3747894,24462478.6301094,24417406.3468774,24371844.8549704,24325787.5293269,24279227.8060348,24232159.2000341,24184575.3245818,24136469.9126377,24087836.8403451,24038670.1527977,23988964.0922993,23938713.1293449,23887911.9965727,23836555.7259586,23784639.6895532,23732159.6440891,23679111.7798166,23625492.7739643,23571299.8492569,23516530.8379657,23461184.2520172,23405259.359734,23348756.2698435,23291676.0234533,23234020.6947624,23175793.5013605,23116998.9250515,23057642.8442403,22997732.6790275,22937277.5502815,22876288.4540916,22814778.4531583,22752762.8868457,22690259.6018099,22627289.205328,22563875.3436895,22500045.0082728,22435828.8722284,22371261.6610172,22306382.5604232,22241235.666075,22175870.4789706,22110342.452023,22044713.5932212,21979053.1316552,21913438.2533781,21847954.9148975,21782698.7429944,21717776.0305906,21653304.8395201,21589416.2223282,21526255.5766381,21463984.1471948,21402780.6924482,21342843.3344756,21284391.6131958,21227668.7682046,21172944.274189,21120516.6587744,21070716.63485,21023910.5829335,20980504.4230043,20940947.919512,20905739.4680021,20875431.4170848,20850635.9854332,20832031.8403056,20820371.4120121,20816489.0281651,20821309.9630096,20835860.5113715,20861279.2148115,20898829.3907385,20949913.1451176,21016087.0877189,21099080.0170246,21200812.9001534,21323421.5385753,21469282.3734614,21641041.9227191,21841650.308563,22074399.1406904,22342963.5033136,22651446.6684065,23004423.9282424,23406977.7500313,23864708.7563965,24383692.7857301,24970326.7675026,25630948.87442,26370988.6385147,27193089.9143354,28092885.0640227,29049351.5647953,30004146.7626911,30839677.2750662,31627668.6471735,0
"21625",27165587.6291027,27134180.0915655,27102491.4949541,27070516.9298222,27038251.3887838,27005689.7652531,26972826.8522331,26939657.3411643,26906175.8208383,26872376.7763891,26838254.5883707,26803803.5319325,26769017.7761068,26733891.383219,26698418.308439,26662592.3994874,26626407.3965164,26589856.9321839,26552934.5319429,26515633.6145695,26477947.4929554,26439869.3751928,26401392.3659823,26362509.4683981,26323213.5860459,26283497.525655,26243354.0001475,26202775.6322328,26161754.9585802,26120284.4346257,26078356.4400773,26035963.2851854,25993097.2178553,25949750.4316815,25905915.0749953,25861583.2610231,25816747.0792628,25771398.6081964,25725529.9294672,25679133.1436639,25632200.3878653,25584723.8551169,25536695.816025,25488108.6426736,25438954.8350886,25389227.0504968,25338918.1356515,25288021.1625232,25236529.4676847,25184436.6957533,25131736.8472883,25078424.3315862,25024494.0248571,24969941.3343207,24914762.2688146,24858953.5165694,24802512.530878,24745437.6244611,24687728.073421,24629384.231771,24570407.6576381,24510801.2523568,24450569.4138116,24389718.2055356,24328255.5432463,24266191.4006945,24203538.0369173,24140310.2472323,24076525.6405871,24012204.9461876,23947372.3526817,23882055.8835716,23816287.8129755,23750105.1263697,23683550.031515,23616670.5254247,23549521.0239687,23482163.0615476,23414666.0692233,23347108.2407697,23279577.4973406,23212172.5628453,23145004.1637102,23078196.3685164,23011888.0850552,22946234.7346909,22881410.1265871,22817608.5573947,22755047.165468,22693968.5726341,22634643.8510599,22577375.8579289,22522502.9865642,22470403.3894274,22421499.736255,22376264.5796482,22335226.4109615,22298976.5016677,22268176.6399567,22243567.8897347,22225980.5202866,22216345.2807787,22215706.2261842,22225235.3424354,22246249.2719855,22280228.5112555,22328839.5454018,22393960.5129906,22477711.1668372,22582488.1358603,22711006.8213345,22866351.7127837,23052037.5274522,23272084.4182936,23531111.6280981,23834455.4791931,24188319.5967392,24599967.9540532,25077975.0552258,25632553.1086455,26275985.1320612,27023209.247536,27892629.8992879,28907287.1001302,30096608.4422235,31499132.9097777,33167130.071623,35178085.0767843,37704661.743678,42054567.3493117,0
"21600",28691657.6506543,28661454.2521293,28630984.2395682,28600242.6544746,28569224.4276654,28537924.3772718,28506337.2067515,28474457.5029155,28442279.7339778,28409798.2476346,28377007.2691801,28343900.8996683,28310473.1141298,28276717.7598557,28242628.5547575,28208199.0858199,28173422.8076569,28138293.0411898,28102802.9724639,28066945.6516228,28030713.9920609,27994100.7697801,27957098.6229728,27919700.0518634,27881897.4188358,27843682.9488846,27805048.7304255,27765986.7165075,27726488.7264727,27686546.4481129,27646151.4403803,27605295.1367109,27563968.8490291,27522163.7725065,27479870.9911556,27437081.4843481,27393786.1343547,27349975.7350156,27305641.0016592,27260772.5824001,27215361.0709607,27169397.0211739,27122870.9633434,27075773.4226523,27028094.9398339,26979826.0943393,26930957.5302594,26881479.9852895,26831384.32305,26780661.5691163,26729302.951141,26677299.9434995,26624644.3169331,26571328.1937148,26517344.1089232,26462685.078472,26407344.6746158,26351317.1097339,26294597.3292841,26237181.11492,26179065.1988807,26120247.3908895,26060726.7189429,26000503.5855368,25939579.9410592,25877959.4762863,25815647.8361598,25752652.8572839,25688984.8318886,25624656.8013479,25559684.8827325,25494088.6323219,25427891.4505086,25361121.0331031,25293809.8747099,25225995.8305988,25157722.7443586,25089041.1496064,25020009.0551642,24950692.8244081,24881168.1609952,24811521.2148871,24741849.8245704,24672264.9136485,24602892.0626131,24533873.279631,24465368.997695,24397560.3295377,24330651.6164115,24264873.3122809,24200485.2513047,24137780.3538458,24077088.8348237,24018782.9882533,23963282.6335563,23911061.3230516,23862653.4263484,23818662.2267641,23779769.188085,23746744.5779828,23720459.6685174,23701900.7762406,23692185.4570489,23692581.2377761,23704527.3528223,23729660.0674964,23769842.3212819,23827198.63013,23904156.470898,24003495.7680485,24128408.6638151,24282572.5530826,24470240.5127855,24696354.9132219,24966692.4020429,25288051.9554873,25668502.8442968,26117717.0590375,26647422.556697,27272032.646315,28009539.1653366,28882816.3701895,29921598.7834087,31165636.5667464,32670046.2317859,34515022.0499696,36824916.3259706,39810702.6208945,43897248.9164588,50689624.2869168,0
